Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Owl Lake,"58, 90, 0",0,,0,,44.772,40.549,44.772,40.549,57.862,50.347
Paradise,"347, 90, 180",0,,0,,45.501,36.828,45.501,36.828,63.228,55.490
Death Valley (Fish Lake Valley),"322, 90, -150",0,,0,,46.067,34.123,155.149,147.651,170.509,163.730
Great Valley 02,"183, 15, 90",0,,0,,46.438,45.844,535.434,535.395,554.943,554.902
Morales (East),"284, 32, 90",0,,0,,46.515,46.513,181.253,181.250,185.051,185.047
West Napa 2011 CFM,"151, 75, 180",0,,0,,47.194,46.636,472.344,468.514,491.218,487.400
Quien Sabe 2011 CFM,"144, 85, 180",0,,0,,47.995,45.444,324.908,318.560,341.636,335.460
Rinconada 2011 CFM,"146, 82, 180",0,,0,,48.580,38.220,258.222,249.105,267.099,258.092
Breckenridge 2011,"7, 60, -90",0,,0,,49.190,47.176,81.780,81.778,84.833,84.574
San Cayetano,"273, 42, 90",0,,0,,49.621,48.890,164.267,164.271,167.627,167.443
San Andreas (North Coast) 2011 CFM,"325, 90, 180",0,,0,,50.289,38.315,490.916,485.010,509.123,503.373
Helendale-So Lockhart,"321, 90, 180",0,,0,,50.353,44.098,55.680,45.597,66.835,58.765
Oceanic - West Huasna,"316, 58, 135",0,,0,,51.188,51.106,253.337,253.025,259.706,259.130
Santa Ynez (East),"82, 70, 0",0,,0,,52.155,45.773,174.610,171.025,177.496,173.507
Kern Canyon (North Kern) 2011,"360, 60, -90",0,,0,,52.371,50.809,62.153,62.142,81.168,80.888
Towne Pass,"195, 50, -90",0,,0,,52.561,52.559,52.561,52.559,59.662,59.451
San Andreas (Mojave S),"116, 90, 180",0,,0,,54.834,52.002,131.948,119.949,139.645,127.646
San Luis Range 2011 CFM,"307, 52, 90",0,,0,,55.006,54.944,239.321,239.306,243.449,243.399
Reliz 2011 CFM,"134, 58, 180",0,,0,,55.305,52.260,317.560,316.012,332.083,330.516
Big Pine (West),"272, 50, 90",0,,0,,55.794,55.736,200.030,200.027,200.876,200.852
Ozena,"126, 33, 90",0,,0,,56.363,54.813,198.713,197.798,200.085,199.001
San Luis Range - Oceano 2011 CFM,"313, 45, 90",0,,0,,56.724,56.663,258.651,258.618,265.569,265.503
Great Valley 04a Trout Creek,"155, 20, 90",0,,0,,56.982,55.743,477.081,477.029,496.365,496.311
Los Osos 2011,"119, 45, 90",0,,0,,57.531,55.986,261.305,260.979,268.809,268.430
Coyote Canyon,"88, 90, 0",0,,0,,57.780,52.777,57.780,52.777,75.711,69.405
San Diego Trough south,"134, 90, 180",0,,0,,59.410,47.296,347.715,339.087,362.315,353.970
Ortigalita (North),"326, 90, 180",0,,0,,60.342,59.502,320.446,313.802,337.989,331.614
Great Valley 01,"178, 15, 90",0,,0,,62.082,61.639,549.007,548.964,568.597,568.552
Death Valley (Black Mtns Frontal),"167, 60, -150",0,,0,,63.674,63.665,63.674,63.665,68.968,68.917
Laguna Salada,"311, 90, 180",0,,0,,63.912,51.860,344.918,339.790,363.220,358.244
Point Reyes 2011 CFM,"319, 53, 90",0,,0,,64.621,64.266,503.177,503.149,521.407,521.377
Ventura-Pitas Point,"257, 64, 60",0,,0,,65.261,64.821,191.405,191.411,194.253,194.133
Great Valley 08 (Quinto),"151, 25, 90",0,,0,,66.265,66.214,319.238,319.195,337.172,337.032
Calaveras (So) 2011 CFM,"336, 85, 180",0,,0,,66.527,61.872,343.044,335.727,359.822,352.690
Northridge Hills,"289, 31, 90",0,,0,,66.845,66.320,155.323,155.319,161.064,161.007
Hunter Mountain-Saline Valley,"317, 90, -150",0,,0,,67.276,56.143,67.276,56.143,77.497,67.795
Great Valley 04b Gordon Valley,"162, 20, 90",0,,0,,67.822,66.785,457.612,457.552,476.711,476.649
Monterey Bay-Tularcitos,"319, 90, 150",0,,0,,68.017,57.520,341.983,334.121,356.935,349.410
Mission Ridge-Arroyo Parida-Santa Ana,"86, 70, 90",0,,0,,68.101,62.278,200.581,196.828,203.078,198.974
Santa Susana alt 1,"278, 55, 30",0,,0,,68.197,67.509,162.636,162.631,167.545,167.452
Great Valley 03a Dunnigan Hills,"330, 20, 90",0,,0,,68.366,68.352,471.962,471.931,491.417,491.382
Sisar,"78, 29, 90",0,,0,,69.767,68.528,197.479,196.916,200.330,199.573
Green Valley 2011 CFM,"164, 84, 180",0,,0,,70.042,65.469,453.796,446.725,472.613,465.570
Sargent 2011 CFM,"122, 90, 180",0,,0,,70.063,69.776,346.012,343.099,362.855,360.272
Holser alt 1,"99, 58, 90",0,,0,,70.080,67.568,166.432,164.334,171.420,168.872
Coyote Lake,"75, 90, 0",0,,0,,70.213,59.016,70.213,59.016,89.171,78.014
Death Valley (So),"321, 90, 180",0,,0,,70.843,59.027,70.843,59.027,76.430,65.593
Zayante-Vergeles 2011 CFM,"119, 30, 150",0,,0,,70.900,70.031,348.718,348.512,365.384,365.060
Garlic Springs,"130, 90, 180",0,,0,,70.939,69.928,70.939,69.928,88.997,88.608
Del Valle,"106, 73, 90",0,,0,,70.979,64.710,174.643,168.311,178.390,171.637
San Andreas (Santa Cruz Mts) 2011 CFM,"131, 79, 180",0,,0,,71.525,69.557,349.459,345.722,366.132,362.540
Bicycle Lake,"107, 90, 0",0,,0,,71.736,70.614,71.736,70.614,89.530,87.209
Northridge,"111, 35, 90",0,,0,,73.047,73.042,167.925,167.922,174.344,174.311
Oak Ridge (Onshore),"71, 65, 90",0,,0,,73.694,68.957,179.360,177.002,183.016,180.271
Pitas Point (Lower)-Montalvo,"269, 16, 90",0,,0,,74.272,74.168,216.617,216.625,217.977,217.933
Calico-Hidalgo,"322, 90, 180",0,,0,,75.434,75.096,75.434,75.096,94.306,94.094
Mono Lake 2011 CFM,"340, 50, -90",0,,0,,75.817,75.679,255.568,255.561,274.835,274.765
Shoreline,"308, 90, 180",0,,0,,76.528,65.470,285.393,275.448,293.359,283.858
Red Mountain,"271, 56, 90",0,,0,,77.406,77.206,213.164,213.164,215.390,215.305
Hayward (No) 2011 CFM,"331, 82, 180",0,,0,,77.646,77.203,445.981,441.481,464.335,459.930
San Luis Range - Pecho 2011 CFM,"313, 90, 90",0,,0,,77.753,66.168,284.288,273.585,291.541,281.212
Death Valley (No),"321, 90, 180",0,,0,,77.919,70.494,103.510,91.617,107.220,95.600
Simi-Santa Rosa,"255, 60, 30",0,,0,,79.381,79.186,182.122,182.126,185.674,185.673
Casmalia 2011 CFM,"123, 75, 90",0,,0,,79.766,71.646,268.665,262.118,273.413,266.916
Cerro Prieto,"131, 90, 180",0,,0,,80.612,68.642,363.157,358.613,381.709,377.283
Dry Mountain,"208, 50, -90",0,,0,,80.969,80.888,99.558,98.634,115.972,114.744
Sierra Madre (San Fernando),"273, 45, 90",0,,0,,83.134,82.882,155.571,155.572,162.232,162.217
Lions Head 2011 CFM,"295, 75, 90",0,,0,,83.698,79.450,253.636,249.978,256.729,253.221
Mission Hills 2011,"277, 55, 90",0,,0,,84.281,83.905,165.557,165.554,171.436,171.394
Hosgri,"328, 80, 180",0,,0,,84.797,77.943,294.301,287.584,301.011,294.229
Great Valley 07 (Orestimba),"141, 20, 90",0,,0,,86.256,86.248,332.770,332.748,350.992,350.968
Los Alamos 2011 CFM,"120, 30, 90",0,,0,,86.313,84.786,256.046,255.078,258.979,257.909
Camp Rock 2011,"316, 90, 180",0,,0,,88.343,85.789,88.343,85.789,107.011,104.757
Santa Ynez (West),"91, 70, 0",0,,0,,88.888,84.397,231.691,228.134,233.024,229.171
Calaveras (Central) 2011 CFM,"329, 77, 180",0,,0,,89.617,79.528,359.795,352.551,377.151,369.660
Baker,"331, 90, 180",0,,0,,89.633,79.268,89.633,79.268,102.570,93.212
San Gregorio (South) 2011 CFM,"332, 75, 180",0,,0,,89.729,85.280,355.198,351.415,369.319,365.608
Great Valley 06 (Midland) 2011 CFM alt1,"167, 47, 90",0,,0,,89.841,88.921,409.287,409.228,428.104,427.986
Santa Susana East (connector),"108, 55, 90",0,,0,,90.147,88.853,170.215,168.761,176.234,174.390
San Andreas (Offshore) 2011 CFM,"338, 90, 180",0,,0,,90.780,82.467,644.456,637.345,663.492,656.455
Tin Mountain,"193, 50, -90",0,,0,,90.970,90.896,90.970,90.896,105.075,104.736
Manix-Afton Hills,"81, 90, 0",0,,0,,91.095,80.690,91.095,80.690,110.096,99.691
Contra Costa Shear Zone (connector) 2011 CFM,"157, 81, 180",0,,0,,91.381,90.320,447.795,441.299,466.421,459.818
Franklin 2011 CFM,"326, 90, 180",0,,0,,92.318,92.150,439.603,434.042,458.109,452.703
Imperial,"325, 82, 180",0,,0,,94.361,83.933,338.471,337.751,357.232,356.580
Los Alamos extension,"115, 30, 90",0,,0,,94.663,93.170,245.541,244.635,247.018,246.006
Verdugo,"301, 55, 90",0,,0,,94.746,94.412,164.437,164.437,170.807,170.766
San Gabriel (Extension),"276, 61, 180",0,,0,,95.260,94.912,139.593,139.593,152.686,152.634
Hosgri (Extension),"349, 80, 180",0,,0,,95.298,89.188,295.646,288.180,301.790,294.227
Pitas Point (Lower West),"273, 13, 90",0,,0,,95.530,95.524,239.618,239.602,240.549,240.532
Cady,"97, 90, 0",0,,0,,96.470,89.036,96.470,89.036,115.466,107.883
Coronado Bank alt1,"150, 90, 180",0,,0,,97.239,87.355,299.668,274.834,313.883,288.021
Santa Ynez River,"99, 70, 45",0,,0,,97.478,90.933,247.598,243.212,249.141,244.968
Sierra Madre,"288, 53, 90",0,,0,,98.352,98.055,153.067,152.917,163.704,163.669
Point Reyes 2011 connector,"320, 53, 90",0,,0,,98.640,98.407,472.253,472.208,490.257,490.211
Red Pass,"141, 90, 180",0,,0,,99.022,93.766,99.022,93.766,116.077,111.604
Channel Islands Thrust,"264, 20, 90",0,,0,,99.274,99.149,229.148,229.155,232.001,231.969
San Gregorio (North) 2011 CFM,"159, 90, 180",0,,0,,100.674,98.123,411.262,401.438,427.556,417.918
Los Medanos - Roe Island,"309, 39, 90",0,,0,,102.085,101.408,435.305,435.282,454.326,454.262
Great Valley 05 Pittsburg - Kirby Hills alt1,"348, 55, 180",0,,0,,102.798,101.915,434.027,433.982,452.951,452.896
Compton,"304, 20, 90",0,,0,,103.306,102.910,180.580,180.585,186.996,186.936
Greenville (So) 2011 CFM,"347, 87, 180",0,,0,,103.435,99.551,364.991,356.461,382.829,374.431
Robinson Creek,"27, 50, -90",0,,0,,103.496,103.424,282.519,282.511,301.884,301.834
Santa Monica Bay,"314, 20, 90",0,,0,,105.312,104.688,193.450,193.437,199.208,199.083
Anacapa-Dume alt 1,"264, 45, 60",0,,0,,105.374,104.973,202.593,202.595,207.596,207.542
San Andreas (Peninsula) 2011 CFM,"324, 90, 180",0,,0,,105.753,100.588,406.325,399.499,423.563,416.963
San Pedro Escarpment,"308, 17, 90",0,,0,,105.834,105.413,174.793,174.795,181.873,181.799
Silver Creek 2011 CFM,"322, 75, 180",0,,0,,106.372,105.861,374.114,371.810,391.687,389.462
Mendocino,"278, 90, 180",0,,0,,106.428,95.876,750.442,744.468,769.901,763.878
Elsinore (Coyote Mountains),"305, 82, 180",0,,0,,107.524,100.038,303.154,298.611,320.964,316.545
Malibu Coast (Extension) alt 1,"274, 74, 30",0,,0,,108.590,103.621,219.833,215.809,223.704,219.465
North Salt Lake,"253, 54, 90",0,,0,,108.605,108.128,177.801,177.794,185.090,184.993
Concord 2011 CFM,"152, 90, 180",0,,0,,109.161,108.329,438.345,431.981,456.962,450.742
Malibu Coast alt 1,"273, 75, 30",0,,0,,109.367,103.959,199.751,195.006,206.410,201.433
Hollywood,"255, 70, 30",0,,0,,111.728,111.201,174.509,174.494,182.807,182.688
Superstition Hills,"130, 90, 180",0,,0,,112.496,102.254,313.261,308.435,331.749,327.065
Hayward (So) extension 2011 CFM,"326, 48, 135",0,,0,,112.547,112.492,377.923,377.909,395.643,395.618
Elysian Park (Upper),"285, 50, 90",0,,0,,112.565,112.251,170.176,170.177,179.878,179.827
San Vicente,"277, 66, 90",0,,0,,113.868,113.387,182.448,182.436,190.522,190.417
Puente Hills,"290, 25, 90",0,,0,,113.916,113.738,171.521,171.526,179.674,179.664
Santa Monica alt 1,"253, 75, 30",0,,0,,113.950,110.678,189.208,187.375,196.362,194.241
Monte Vista - Shannon 2011 CFM,"122, 61, 90",0,,0,,115.506,113.753,386.474,385.402,404.014,402.754
Channel Islands Western Deep Ramp,"114, 21, 90",0,,0,,115.685,115.601,247.956,247.945,250.847,250.817
Pisgah-Bullion Mtn-Mesquite Lk,"330, 90, 180",0,,0,,116.379,114.233,116.379,114.233,135.350,133.235
San Jacinto (Superstition Mtn),"120, 90, 180",0,,0,,117.293,106.433,314.762,307.825,333.170,326.371
Clamshell-Sawpit,"244, 50, 90",0,,0,,118.046,117.804,146.063,146.064,156.610,156.576
Elysian Park (Lower CFM),"303, 22, 90",0,,0,,118.480,118.202,178.572,178.575,186.821,186.780
Contra Costa (Lafayette) 2011 CFM,"346, 90, 180",0,,0,,118.875,115.942,443.729,434.820,462.212,453.423
Raymond,"258, 79, 60",0,,0,,119.315,113.678,164.210,159.442,174.427,169.317
Brawley (Seismic Zone) alt 1,"160, 90, 180",0,,0,,120.721,114.594,282.250,280.355,301.075,299.053
Emerson-Copper Mtn 2011,"320, 90, 180",0,,0,,120.976,119.843,120.976,119.843,139.821,138.839
Clayton,"142, 90, 180",0,,0,,121.808,121.580,425.289,420.808,443.941,439.618
Newport-Inglewood alt 1,"319, 88, 180",0,,0,,122.265,119.436,193.490,183.347,201.177,191.380
Santa Cruz Island,"98, 90, 30",0,,0,,122.266,110.337,246.361,236.143,249.602,239.379
Ludlow,"149, 90, 180",0,,0,,122.584,118.038,122.584,118.038,140.918,136.736
Mount Diablo Thrust North CFM,"318, 40, 90",0,,0,,123.538,123.058,420.449,420.420,439.180,439.116
San Pedro Basin,"321, 88, 180",0,,0,,123.675,117.890,222.814,212.337,228.506,218.211
Butano 2011 CFM,"297, 70, 135",0,,0,,123.893,123.179,397.560,397.314,414.838,414.610
Palos Verdes,"322, 90, 180",0,,0,,124.750,120.786,208.687,197.556,215.450,204.741
North Frontal  (West),"80, 49, 90",0,,0,,127.349,126.313,127.349,126.313,144.446,143.010
Johnson Valley (No) 2011 rev,"330, 90, 180",0,,0,,128.712,128.587,128.712,128.587,147.398,147.251
Santa Cruz Catalina Ridge alt1,"307, 90, 135",0,,0,,128.744,117.135,259.468,247.450,262.747,250.778
Calaveras (No) 2011 CFM,"155, 80, 180",0,,0,,129.855,129.220,402.561,396.658,420.627,414.780
Hayward (So) 2011 CFM,"322, 76, 180",0,,0,,130.044,123.565,397.150,394.985,415.124,413.001
San Jacinto (Borrego),"133, 90, 180",0,,0,,130.315,122.667,284.168,279.283,302.354,297.665
Greenville (No) 2011 CFM,"324, 84, 180",0,,0,,130.501,130.145,382.332,378.377,400.707,396.832
Hector Mine,"156, 90, 180",0,,0,,131.504,128.019,131.504,128.019,150.480,147.025
Elmore Ranch,"220, 90, 0",0,,0,,133.053,125.420,304.385,293.120,323.209,311.908
Swain Ravine - Spenceville,"333, 60, -90",0,,0,,134.525,131.498,419.285,419.256,439.009,438.960
Elsinore (Julian),"306, 84, 180",0,,0,,134.651,128.955,249.142,243.226,265.563,259.772
Pilarcitos 2011 CFM,"316, 81, 180",0,,0,,134.754,130.454,424.156,420.760,441.634,438.382
Eaton Roughs 2011 CFM,"330, 90, 180",0,,0,,135.445,133.557,667.459,663.535,687.058,683.167
Mount Diablo Thrust South,"294, 40, 90",0,,0,,136.950,136.488,413.178,413.052,431.722,431.537
San Andreas (San Bernardino N),"122, 90, 180",0,,0,,138.566,128.781,140.812,130.029,154.485,144.224
Cucamonga,"257, 45, 90",0,,0,,139.388,139.233,142.618,142.617,156.921,156.905
Homestead Valley 2011,"333, 90, 180",0,,0,,139.582,138.912,139.582,138.912,158.476,157.572
Cleghorn,"96, 90, 0",0,,0,,140.006,128.267,141.151,129.164,155.439,143.546
Whittier alt 1,"294, 70, 150",0,,0,,140.230,139.366,181.674,180.192,192.044,190.570
Mission (connected) 2011 CFM,"134, 90, 180",0,,0,,140.588,140.221,402.561,398.556,420.561,416.762
Antelope Valley 2011,"343, 50, -90",0,,0,,141.988,141.936,321.826,321.820,341.107,341.063
Earthquake Valley (So Extension),"114, 90, 180",0,,0,,142.018,133.590,291.848,282.939,309.542,300.818
North Frontal  (East),"104, 41, 90",0,,0,,143.705,143.168,143.705,143.168,162.180,161.318
San Jose,"244, 74, 30",0,,0,,143.925,141.050,161.293,159.154,173.919,171.577
Redondo Canyon alt 1,"81, 90, 90",0,,0,,144.270,132.336,217.179,207.363,225.641,215.309
San Jacinto (San Bernardino),"138, 90, 180",0,,0,,144.738,137.751,146.279,137.866,160.365,152.689
Garberville - Briceland 2011 CFM,"315, 90, 180",0,,0,,145.580,142.746,688.087,686.898,707.619,706.473
Santa Rosa Island,"271, 90, 30",0,,0,,145.762,136.255,285.214,277.170,287.207,278.900
San Jacinto (Lytle Creek connector),"135, 90, 180",0,,0,,146.550,138.942,148.101,139.163,162.186,153.936
Richfield,"263, 28, 90",0,,0,,147.279,147.141,174.947,174.947,186.805,186.792
Rose Canyon,"338, 90, 180",0,,0,,147.680,140.651,270.625,266.166,285.212,281.223
Earthquake Valley,"127, 90, 180",0,,0,,148.607,142.808,275.736,268.461,293.130,286.109
San Clemente,"317, 88, 180",0,,0,,148.980,141.833,285.917,275.575,293.662,283.575
Battle Creek 2011 CFM,"66, 74, 90",0,,0,,150.499,148.171,616.107,614.567,635.857,634.228
Bullion Mountains,"320, 90, 180",0,,0,,151.771,151.663,151.771,151.663,170.768,170.672
Anaheim,"315, 71, 90",0,,0,,151.885,151.141,195.786,193.375,206.442,204.108
Las Positas,"231, 90, 45",0,,0,,153.286,141.276,403.565,392.442,422.069,410.866
Chino alt 1,"146, 50, 150",0,,0,,155.905,155.879,174.921,174.307,187.693,186.817
Peralta Hills,"273, 50, 90",0,,0,,156.113,155.938,184.634,184.634,197.313,197.286
San Andreas (North Branch Mill Creek),"114, 76, 180",0,,0,,156.219,149.334,156.219,149.334,172.195,165.234
San Jacinto (Coyote Creek),"133, 90, 180",0,,0,,156.939,150.624,246.087,240.409,263.837,258.431
Fontana (Seismicity),"223, 80, 0",0,,0,,156.995,151.910,157.112,153.190,171.794,167.438
Kickapoo,"3, 90, 180",0,,0,,158.532,152.097,158.532,152.097,177.388,170.768
San Andreas (San Bernardino S),"120, 90, 180",0,,0,,158.941,149.214,158.941,149.214,174.851,165.578
San Jacinto (Clark) rev,"124, 90, 180",0,,0,,160.312,151.843,244.750,237.624,262.588,255.705
King Range 2011 CFM,"130, 29, 90",0,,0,,162.311,162.234,713.231,712.978,732.737,732.442
Yorba Linda,"63, 90, 90",0,,0,,163.313,151.443,185.479,176.057,198.248,188.283
San Diego Trough north alt1,"326, 90, 180",0,,0,,163.428,156.917,251.342,241.955,261.683,252.772
Earthquake Valley (No  Extension),"131, 90, 180",0,,0,,166.272,161.986,249.056,241.861,265.872,259.006
San Andreas (Coachella) rev,"135, 90, 180",0,,0,,168.875,159.989,223.629,220.111,242.241,238.894
San Gorgonio Pass,"281, 60, 90",0,,0,,168.900,168.864,168.900,168.864,185.778,185.615
Mission Creek,"275, 65, 180",0,,0,,169.155,169.106,169.155,169.106,186.920,186.776
San Jacinto (San Jacinto Valley) rev,"133, 90, 180",0,,0,,173.583,165.562,173.583,165.562,189.314,181.823
Carson Range (Genoa),"355, 50, -90",0,,0,,174.306,174.253,352.838,352.819,372.288,372.234
San Joaquin Hills,"114, 23, 90",0,,0,,176.314,176.256,213.795,213.778,226.338,226.163
Thirty Mile Bank,"321, 24, 90",0,,0,,178.359,178.263,272.789,272.790,284.847,284.845
Pinto Mtn,"87, 90, 0",0,,0,,178.563,167.074,178.563,167.074,196.644,185.262
Russ 2011 CFM,"305, 71, 135",0,,0,,179.169,176.315,717.769,717.079,737.405,736.649
Burnt Mtn,"175, 67, 180",0,,0,,181.146,181.143,181.146,181.143,199.767,199.700
San Andreas (San Gorgonio Pass-Garnet HIll),"290, 58, 180",0,,0,,181.178,181.178,181.178,181.178,198.918,198.908
Cleghorn Pass,"330, 90, 180",0,,0,,182.046,179.407,182.046,179.407,200.990,198.411
Elsinore (Glen Ivy) rev,"128, 90, 180",0,,0,,183.155,181.520,195.101,185.104,208.773,199.235
Little Salmon (Offshore),"308, 30, 90",0,,0,,183.461,183.031,782.624,782.173,802.306,801.812
