Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Triggered Mean Annual Rate,Triggered 500 Year Prob,Triggered Primary Mean Annual Rate,Long-Term Fault System Solution Rate
893,Fitzhugh Creek,2.56E-4,0.112,0.0,0.0,0.0,3.1876215E-4
204,Fontana (Seismicity),2.32E-4,0.116,2.0E-6,0.001,0.0,3.745872E-4
634,Franklin 2011 CFM,7.18E-4,0.325,2.6E-5,0.013,2.0E-6,9.630176E-4
699,Garberville - Briceland 2011 CFM,0.001584,0.611,8.0E-5,0.035,3.2E-5,0.0025254672
159,Garlic Springs,8.68E-4,0.385,1.6E-5,0.008,2.0E-6,8.745211E-4
341,Garlock (Central),0.002298,0.761,3.8E-5,0.017,1.0E-5,0.0028767434
48,Garlock (East),0.002474,0.763,2.4E-5,0.007,2.0E-6,0.0023529157
49,Garlock (West),9.06E-4,0.407,4.8E-5,0.024,1.2E-5,0.0013139631
700,Gillem - Big Crack 2011 CFM,7.46E-4,0.291,8.0E-6,0.004,6.0E-6,0.0011462987
160,Goldstone Lake,0.001362,0.537,5.0E-5,0.021,2.4E-5,0.001393892
701,Goose Lake 2011 CFM,1.38E-4,0.058,4.0E-6,0.002,2.0E-6,1.9728589E-4
86,Gravel Hills-Harper Lk,0.00102,0.426,3.0E-5,0.012,1.4E-5,0.0016008405
131,Great Valley 01,1.1E-4,0.054,0.0,0.0,0.0,1.7426879E-4
133,Great Valley 02,9.6E-5,0.047,4.0E-6,0.002,2.0E-6,1.3342313E-4
132,Great Valley 03 Mysterious Ridge,0.00115,0.468,2.4E-5,0.01,1.0E-5,0.0016270807
383,Great Valley 03a Dunnigan Hills,9.84E-4,0.386,1.0E-5,0.004,0.0,0.001211987
134,Great Valley 04a Trout Creek,5.32E-4,0.253,3.4E-5,0.017,2.0E-5,7.35125E-4
381,Great Valley 04b Gordon Valley,8.2E-4,0.366,1.1E-4,0.051,7.0E-5,0.0011052173
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.001482,0.562,5.0E-5,0.022,1.6E-5,0.0021848732
645,Great Valley 06 (Midland) 2011 CFM alt1,4.44E-4,0.203,1.8E-5,0.009,8.0E-6,6.633256E-4
136,Great Valley 07 (Orestimba),0.00133,0.507,3.6E-5,0.018,1.0E-5,0.0018833199
137,Great Valley 08 (Quinto),6.4E-4,0.311,1.6E-5,0.008,6.0E-6,4.0374356E-4
151,Great Valley 09 (Laguna Seca),0.00246,0.761,4.4E-5,0.016,4.0E-6,0.0032257603
138,Great Valley 10 (Panoche),4.24E-4,0.198,1.0E-5,0.005,2.0E-6,8.481573E-4
139,Great Valley 11,7.2E-4,0.329,1.8E-5,0.009,4.0E-6,0.0014662166
140,Great Valley 12,1.68E-4,0.082,4.0E-6,0.002,2.0E-6,4.768042E-4
142,Great Valley 13 (Coalinga),8.0E-5,0.04,0.0,0.0,0.0,6.558958E-4
141,Great Valley 14 (Kettleman Hills),9.4E-5,0.047,0.0,0.0,0.0,3.2380995E-4
623,Green Valley 2011 CFM,0.00429,0.92,1.3E-4,0.055,3.8E-5,0.0052470155
636,Greenville (No) 2011 CFM,0.00118,0.487,4.8E-5,0.022,1.2E-5,0.0019526663
635,Greenville (So) 2011 CFM,0.001212,0.503,2.4E-5,0.012,1.2E-5,0.0022331304
702,Hartley Springs 2011 CFM,3.86E-4,0.188,1.2E-5,0.006,2.0E-6,7.4889406E-4
37,Hat Creek-McArthur-Mayfield,0.001206,0.464,1.0E-5,0.005,4.0E-6,0.0020702034
639,Hayward (No) 2011 CFM,0.004072,0.949,1.56E-4,0.066,6.8E-5,0.0048564076
638,Hayward (So) 2011 CFM,0.00956,1.0,6.58E-4,0.221,2.92E-4,0.009440966
637,Hayward (So) extension 2011 CFM,0.006386,0.981,2.9E-4,0.118,1.18E-4,0.0068718083
167,Hector Mine,1.18E-4,0.059,1.8E-5,0.009,8.0E-6,9.788839E-4
84,Helendale-So Lockhart,5.8E-4,0.261,2.4E-5,0.012,1.0E-5,9.024913E-4
703,Hilton Creek 2011 CFM,2.98E-4,0.147,6.0E-6,0.003,0.0,0.0013004984
108,Hollywood,3.5E-4,0.168,1.0E-5,0.005,6.0E-6,6.4956263E-4
228,Holser alt 1,1.6E-4,0.08,8.0E-6,0.004,6.0E-6,3.2740412E-4
723,Homestead Valley 2011,2.24E-4,0.111,2.2E-5,0.011,1.0E-5,8.0344925E-4
704,Honey Lake 2011 CFM,0.0021,0.697,9.2E-5,0.041,5.0E-5,0.0035161888
30,Hosgri,8.2E-4,0.347,3.8E-5,0.018,1.8E-5,0.0015048402
208,Hosgri (Extension),4.52E-4,0.212,1.2E-5,0.006,4.0E-6,7.304322E-4
50,Hunter Mountain-Saline Valley,0.001386,0.555,1.6E-5,0.008,4.0E-6,0.0023534982
677,Hunting Creek - Bartlett Springs connector 2011,0.002046,0.701,2.6E-5,0.013,8.0E-6,0.0025776934
640,Hunting Creek - Berryessa 2011 CFM,0.00671,0.98,1.06E-4,0.038,2.4E-5,0.0072375466
97,Imperial,0.011734,1.0,7.1E-4,0.264,3.44E-4,0.014349225
678,Incline Village 2011 CFM,4.2E-5,0.021,2.0E-6,0.001,2.0E-6,3.4083915E-4
65,Independence rev 2011,2.02E-4,0.098,5.8E-5,0.029,2.0E-5,2.3074308E-4
892,Jess Valley,1.2E-4,0.057,0.0,0.0,0.0,1.7668359E-4
91,Johnson Valley (No) 2011 rev,3.82E-4,0.186,2.4E-5,0.012,8.0E-6,0.001345028
168,Joshua Tree (Seismicity),5.6E-5,0.028,8.0E-6,0.004,2.0E-6,7.318357E-5
679,Keddie Ridge 2011 CFM,7.44E-4,0.322,0.0,0.0,0.0,0.0013595427
542,Kern Canyon (Lake Isabella) 2011,1.22E-4,0.061,0.0,0.0,0.0,2.2117178E-4
544,Kern Canyon (North Kern) 2011,1.56E-4,0.077,4.0E-6,0.002,0.0,3.4575982E-4
543,Kern Canyon (South Kern) 2011,1.06E-4,0.051,2.0E-6,0.001,2.0E-6,2.1419737E-4
92,Kickapoo,2.42E-4,0.121,1.8E-5,0.009,8.0E-6,0.0013319205
680,King Range 2011 CFM,0.001418,0.626,1.5E-4,0.069,2.6E-5,6.502829E-4
641,La Panza 2011,2.08E-4,0.096,1.2E-5,0.006,0.0,2.439591E-4
104,Laguna Salada,0.002946,0.845,4.18E-4,0.189,2.12E-4,0.0042175907
207,Lake Isabella (Seismicity),2.48E-4,0.123,4.0E-6,0.002,4.0E-6,4.921317E-4
642,Las Positas,3.84E-4,0.192,1.6E-5,0.008,4.0E-6,5.561965E-4
890,Last Chance,8.6E-5,0.043,6.0E-6,0.003,2.0E-6,1.690218E-4
85,Lenwood-Lockhart-Old Woman Springs,0.001292,0.505,3.0E-5,0.015,1.4E-5,0.0019538852
705,Likely 2011 CFM,8.84E-4,0.357,0.0,0.0,0.0,0.0015021918
681,Lions Head 2011 CFM,4.4E-5,0.022,4.0E-6,0.002,4.0E-6,4.6383448E-5
144,Little Lake,7.98E-4,0.349,6.0E-6,0.003,4.0E-6,0.001483167
16,Little Salmon (Offshore),8.48E-4,0.386,4.6E-5,0.021,1.6E-5,0.0012028371
17,Little Salmon (Onshore),0.001872,0.789,2.6E-5,0.013,1.2E-5,0.0021697474
683,Los Alamos 2011 CFM,2.82E-4,0.139,1.2E-5,0.006,4.0E-6,2.4150604E-4
780,Los Alamos extension,2.82E-4,0.137,4.0E-6,0.002,2.0E-6,2.0947917E-4
643,Los Medanos - Roe Island,2.4E-5,0.012,0.0,0.0,0.0,4.731268E-5
74,Los Osos 2011,1.74E-4,0.083,6.0E-6,0.003,0.0,2.5500657E-4
201,Lost Hills,9.12E-4,0.403,2.8E-5,0.013,4.0E-6,0.0011654334
166,Ludlow,8.16E-4,0.347,8.2E-5,0.04,2.6E-5,0.00116921
644,Maacama 2011 CFM,0.004936,0.949,3.0E-5,0.012,8.0E-6,0.0071395757
22,Mad River (alt1),4.98E-4,0.221,8.0E-6,0.004,0.0,5.872844E-4
221,Malibu Coast (Extension) alt 1,3.08E-4,0.142,1.2E-5,0.006,6.0E-6,4.9877336E-4
220,Malibu Coast alt 1,6.06E-4,0.274,1.4E-5,0.007,2.0E-6,0.001222186
164,Manix-Afton Hills,4.74E-4,0.222,3.4E-5,0.017,2.0E-5,7.191928E-4
21,McKinleyville (alt1),5.54E-4,0.253,1.8E-5,0.008,2.0E-6,5.754558E-4
155,McLean Lake,9.36E-4,0.382,1.4E-5,0.007,0.0,9.058394E-4
13,Mendocino,0.018324,1.0,9.74E-4,0.335,4.74E-4,0.028919645
605,Mission (connected) 2011 CFM,0.001364,0.541,8.6E-5,0.042,2.4E-5,0.0012145345
250,Mission Creek,4.16E-4,0.205,2.8E-5,0.014,6.0E-6,6.02634E-4
779,Mission Hills 2011,5.0E-4,0.246,4.4E-5,0.022,3.0E-5,9.791775E-4
78,Mission Ridge-Arroyo Parida-Santa Ana,0.00233,0.694,7.8E-5,0.034,2.0E-5,0.0023780307
686,Mohawk Valley 2011 CFM,6.02E-4,0.265,1.2E-5,0.006,8.0E-6,0.0013266791
707,Mono Lake 2011 CFM,6.86E-4,0.328,1.6E-5,0.008,1.2E-5,0.0010614097
646,Monte Vista - Shannon 2011 CFM,0.00219,0.74,1.96E-4,0.079,5.2E-5,0.0014562046
11,Monterey Bay-Tularcitos,0.001176,0.464,4.0E-5,0.02,1.0E-5,0.0015722353
188,Morales (East),1.28E-4,0.064,1.0E-5,0.005,4.0E-6,7.79693E-5
187,Morales (West),4.0E-5,0.02,8.0E-6,0.004,0.0,7.319131E-5
711,Mount Diablo Thrust North CFM,4.18E-4,0.204,2.0E-5,0.01,1.0E-5,7.720545E-4
713,Mount Diablo Thrust South,8.42E-4,0.386,5.4E-5,0.024,2.2E-5,0.0011676361
156,Nelson Lake,6.66E-4,0.27,1.0E-5,0.004,0.0,5.172724E-4
122,Newport-Inglewood (Offshore),5.64E-4,0.258,8.0E-6,0.004,0.0,0.0010240931
235,Newport-Inglewood alt 1,8.76E-4,0.389,1.4E-5,0.007,0.0,0.0015481045
83,North Frontal  (East),2.0E-4,0.098,8.0E-6,0.004,6.0E-6,3.7233395E-4
82,North Frontal  (West),1.48E-4,0.074,4.0E-6,0.002,2.0E-6,2.468901E-4
199,North Salt Lake,9.2E-5,0.046,0.0,0.0,0.0,1.5958879E-4
687,North Tahoe 2011 CFM,5.7E-4,0.268,1.8E-5,0.009,6.0E-6,0.0011220555
130,Northridge,2.94E-4,0.139,1.4E-5,0.007,8.0E-6,9.570082E-4
211,Northridge Hills,1.04E-4,0.052,4.0E-6,0.002,4.0E-6,2.6590173E-4
116,Oak Ridge (Onshore),7.74E-4,0.328,2.2E-5,0.011,4.0E-6,0.0016462933
709,Oceanic - West Huasna,9.72E-4,0.388,2.0E-5,0.009,2.0E-6,0.0019781496
777,Oceanside alt1,3.88E-4,0.182,8.0E-6,0.004,2.0E-6,6.0619024E-4
921,Ortigalita (North),0.0037,0.853,7.6E-5,0.031,2.4E-5,0.004024102
9,Ortigalita (South),0.001588,0.61,2.0E-5,0.008,6.0E-6,0.0019431348
64,Owens Valley,0.00114,0.472,2.3E-4,0.106,1.2E-4,0.0025245699
891,Owens Valley Keough Hot Springs,3.5E-4,0.174,7.4E-5,0.037,4.2E-5,8.196551E-4
47,Owl Lake,0.002384,0.726,2.0E-5,0.009,8.0E-6,0.0026257255
841,Ozena,6.0E-5,0.03,2.0E-6,0.001,0.0,7.5020034E-5
109,Palos Verdes,0.00189,0.665,2.4E-5,0.011,1.2E-5,0.00319659
244,Panamint Valley,0.00116,0.48,1.2E-5,0.006,4.0E-6,0.0015764342
162,Paradise,6.06E-4,0.276,2.0E-5,0.01,6.0E-6,7.7492394E-4
186,Peralta Hills,1.6E-4,0.08,4.0E-6,0.002,0.0,2.027145E-4
647,Pilarcitos 2011 CFM,3.38E-4,0.158,3.0E-5,0.015,1.0E-5,2.6768565E-4
193,Pine Mtn,3.02E-4,0.14,4.0E-6,0.002,2.0E-6,3.597619E-4
93,Pinto Mtn,0.001446,0.554,1.12E-4,0.046,3.4E-5,0.0023060807
89,Pisgah-Bullion Mtn-Mesquite Lk,8.26E-4,0.36,9.0E-5,0.043,4.6E-5,0.0015779451
212,Pitas Point (Lower West),4.12E-4,0.201,1.4E-5,0.007,4.0E-6,4.2533522E-4
215,Pitas Point (Lower)-Montalvo,2.54E-4,0.127,6.0E-6,0.003,0.0,2.741659E-4
688,Pittville 2011 CFM,8.2E-4,0.326,6.0E-6,0.003,0.0,0.0013061416
58,Pleito,0.001204,0.526,9.8E-5,0.048,2.2E-5,8.7467715E-4
666,Point Reyes 2011 CFM,6.16E-4,0.248,2.2E-5,0.008,4.0E-6,4.6253882E-4
843,Point Reyes 2011 connector,2.32E-4,0.111,4.0E-6,0.002,0.0,1.9772087E-4
545,Polaris 2011 CFM,3.08E-4,0.148,1.2E-5,0.006,6.0E-6,6.5906247E-4
240,Puente Hills,2.74E-4,0.132,1.0E-5,0.005,2.0E-6,6.314509E-4
648,Quien Sabe 2011 CFM,0.001412,0.551,5.0E-5,0.025,1.6E-5,0.0019604943
152,Raymond,5.64E-4,0.265,3.6E-5,0.018,1.2E-5,7.9089816E-4
118,Red Mountain,0.001708,0.584,5.8E-5,0.024,1.6E-5,0.0021816716
161,Red Pass,3.3E-4,0.154,1.0E-5,0.005,0.0,4.3090692E-4
232,Redondo Canyon alt 1,2.78E-4,0.138,8.0E-6,0.004,2.0E-6,5.3985516E-4
649,Reliz 2011 CFM,8.2E-4,0.348,3.4E-5,0.017,1.0E-5,8.349928E-4
205,Richfield,4.8E-5,0.024,0.0,0.0,0.0,7.913876E-5
650,Rinconada 2011 CFM,6.14E-4,0.259,1.8E-5,0.008,2.0E-6,9.5804554E-4
38,Robinson Creek,4.68E-4,0.233,4.6E-5,0.023,2.0E-5,7.151293E-4
689,Rocky Ledge 2011 CFM,3.4E-4,0.166,1.6E-5,0.007,1.0E-5,6.4402475E-4
651,Rodgers Creek - Healdsburg 2011 CFM,0.003076,0.896,9.6E-5,0.046,3.2E-5,0.003901182
123,Rose Canyon,0.002564,0.761,7.4E-5,0.032,3.2E-5,0.003787493
42,Round Valley,3.54E-4,0.171,2.0E-5,0.01,8.0E-6,8.2868163E-4
690,Russ 2011 CFM,6.82E-4,0.317,6.0E-6,0.003,2.0E-6,0.0012421969
287,San Andreas (Big Bend),0.005458,0.999,4.48E-4,0.172,2.04E-4,0.0053120325
300,San Andreas (Carrizo) rev,0.00601,1.0,5.12E-4,0.2,2.44E-4,0.006092012
285,San Andreas (Cholame) rev,0.006346,1.0,5.5E-4,0.209,2.3E-4,0.0064196703
295,San Andreas (Coachella) rev,0.005684,0.997,2.36E-4,0.106,1.06E-4,0.006223159
658,San Andreas (Creeping Section) 2011 CFM,0.028528,1.0,0.00105,0.357,4.1E-4,0.03419009
286,San Andreas (Mojave N),0.004998,1.0,3.62E-4,0.148,1.72E-4,0.005154288
301,San Andreas (Mojave S),0.018848,1.0,0.001834,0.384,6.9E-4,0.016211301
294,San Andreas (North Branch Mill Creek),5.56E-4,0.265,2.4E-5,0.012,1.0E-5,7.0238864E-4
654,San Andreas (North Coast) 2011 CFM,0.006776,1.0,5.88E-4,0.22,2.88E-4,0.008001522
653,San Andreas (Offshore) 2011 CFM,0.00843,0.998,8.5E-4,0.278,3.78E-4,0.008909097
32,San Andreas (Parkfield),0.042586,1.0,0.003884,0.702,0.00164,0.047238618
655,San Andreas (Peninsula) 2011 CFM,0.003884,0.982,2.52E-4,0.11,1.2E-4,0.004498022
282,San Andreas (San Bernardino N),0.007358,0.997,4.26E-4,0.16,1.44E-4,0.007448379
283,San Andreas (San Bernardino S),0.00556,0.994,2.14E-4,0.09,7.8E-5,0.0064371466
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.00406,0.958,1.82E-4,0.085,7.6E-5,0.004339178
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.007438,0.998,4.78E-4,0.192,2.14E-4,0.008986775
80,San Cayetano,6.66E-4,0.309,2.2E-5,0.011,1.4E-5,0.0012249724
178,San Clemente,0.002536,0.738,5.4E-5,0.026,2.2E-5,0.004444812
774,San Diego Trough north alt1,0.002618,0.76,4.6E-5,0.019,1.4E-5,0.00429148
177,San Diego Trough south,0.002704,0.785,6.4E-5,0.029,2.0E-5,0.0047139744
247,San Gabriel,3.58E-4,0.164,2.4E-5,0.012,1.4E-5,5.655014E-4
248,San Gabriel (Extension),2.1E-4,0.103,1.6E-5,0.008,2.0E-6,2.9473729E-4
194,San Gorgonio Pass,2.88E-4,0.139,1.2E-5,0.006,4.0E-6,3.9887163E-4
660,San Gregorio (North) 2011 CFM,0.002024,0.711,1.44E-4,0.068,5.0E-5,0.0026238097
661,San Gregorio (South) 2011 CFM,5.84E-4,0.267,3.2E-5,0.015,1.0E-5,9.794229E-4
293,San Jacinto (Anza) rev,0.00212,0.781,8.6E-5,0.039,4.2E-5,0.0032881694
99,San Jacinto (Borrego),0.001156,0.502,8.2E-5,0.041,3.2E-5,0.001855396
292,San Jacinto (Clark) rev,0.001482,0.628,4.0E-5,0.02,2.0E-5,0.0023390169
101,San Jacinto (Coyote Creek),8.6E-4,0.39,4.4E-5,0.021,1.4E-5,0.0014283739
901,San Jacinto (Lytle Creek connector),1.92E-4,0.093,1.6E-5,0.008,6.0E-6,3.4928427E-4
119,San Jacinto (San Bernardino),0.001178,0.501,7.6E-5,0.037,3.8E-5,0.0017789815
289,San Jacinto (San Jacinto Valley) rev,0.001176,0.502,6.2E-5,0.029,3.0E-5,0.0019059584
401,San Jacinto (Stepovers Combined),0.001308,0.555,6.4E-5,0.03,3.0E-5,0.002122028
28,San Jacinto (Superstition Mtn),0.002722,0.872,2.48E-4,0.115,1.08E-4,0.003349654
143,San Joaquin Hills,9.4E-5,0.047,2.0E-6,0.001,0.0,1.801505E-4
107,San Jose,1.5E-4,0.074,8.0E-6,0.004,8.0E-6,2.6533537E-4
31,San Juan,4.88E-4,0.222,4.0E-5,0.019,4.0E-6,4.5305846E-4
692,San Luis Range - Oceano 2011 CFM,4.8E-5,0.024,0.0,0.0,0.0,8.362033E-5
693,San Luis Range - Pecho 2011 CFM,5.0E-5,0.024,2.0E-6,0.001,0.0,8.8047396E-5
691,San Luis Range 2011 CFM,3.7E-4,0.163,6.0E-6,0.003,0.0,4.6109583E-4
181,San Pedro Basin,0.001552,0.586,1.4E-5,0.006,2.0E-6,0.0027889693
183,San Pedro Escarpment,3.2E-5,0.016,2.0E-6,0.001,2.0E-6,6.125914E-5
198,San Vicente,1.8E-5,0.009,0.0,0.0,0.0,2.1315613E-5
775,Santa Cruz Catalina Ridge alt1,9.58E-4,0.405,8.0E-6,0.003,4.0E-6,0.0017132168
111,Santa Cruz Island,0.001248,0.443,1.4E-5,0.006,4.0E-6,0.0015217874
185,Santa Monica Bay,1.4E-5,0.007,0.0,0.0,0.0,3.3881952E-5
226,Santa Monica alt 1,3.1E-4,0.152,1.0E-5,0.005,4.0E-6,5.774116E-4
110,Santa Rosa Island,0.001694,0.579,1.6E-5,0.008,2.0E-6,0.0026005514
778,Santa Susana East (connector),7.92E-4,0.361,6.6E-5,0.032,3.0E-5,0.001491492
227,Santa Susana alt 1,6.78E-4,0.319,5.0E-5,0.024,2.0E-5,0.0013957313
79,Santa Ynez (East),0.001334,0.511,3.8E-5,0.016,0.0,0.0016838147
77,Santa Ynez (West),0.002384,0.674,5.0E-5,0.017,6.0E-6,0.002907773
781,Santa Ynez River,7.52E-4,0.321,2.0E-5,0.009,2.0E-6,8.5555064E-4
662,Sargent 2011 CFM,0.001948,0.704,1.4E-4,0.068,4.0E-5,0.0021126582
209,Scodie Lineament,1.02E-4,0.05,8.0E-6,0.004,6.0E-6,2.0156494E-4
885,Sheephole,1.9E-4,0.091,1.8E-5,0.009,6.0E-6,2.3782888E-4
547,Shoreline,1.42E-4,0.068,8.0E-6,0.004,0.0,2.0813382E-4
