Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Independence rev 2011,"337, 50, -90",0,,0,,70.146,69.475,71.107,70.658,92.154,92.123
Coyote Lake,"75, 90, 0",0,,0,,70.986,59.873,70.986,59.873,99.919,88.876
Death Valley (So),"321, 90, 180",0,,0,,71.678,59.887,71.678,59.887,83.064,72.895
Garlic Springs,"130, 90, 180",0,,0,,72.041,70.962,72.041,70.962,99.984,99.657
Bicycle Lake,"107, 90, 0",0,,0,,72.852,71.759,72.852,71.759,100.468,97.861
White Wolf,"51, 75, 60",0,,0,,75.716,74.922,87.297,87.026,89.285,88.663
Calico-Hidalgo,"322, 90, 180",0,,0,,76.116,75.929,76.116,75.929,104.984,104.911
Camp Rock 2011,"316, 90, 180",0,,0,,88.884,86.577,88.884,86.577,117.487,115.549
Tin Mountain,"193, 50, -90",0,,0,,89.646,89.556,89.646,89.556,105.075,104.736
Baker,"331, 90, 180",0,,0,,90.742,80.395,90.742,80.395,111.952,103.009
Manix-Afton Hills,"81, 90, 0",0,,0,,91.951,81.637,91.951,81.637,120.954,110.645
Cady,"97, 90, 0",0,,0,,97.422,90.048,97.422,90.048,126.431,118.924
Dry Mountain,"208, 50, -90",0,,0,,97.874,96.954,97.874,96.954,115.972,114.744
Red Pass,"141, 90, 180",0,,0,,100.158,94.877,100.158,94.877,126.808,122.535
Death Valley (No),"321, 90, 180",0,,0,,103.584,91.687,103.584,91.687,107.220,95.600
Pisgah-Bullion Mtn-Mesquite Lk,"330, 90, 180",0,,0,,117.348,115.092,117.348,115.092,146.344,144.092
San Andreas (Mojave S),"116, 90, 180",0,,0,,121.059,109.061,130.707,118.710,142.613,130.614
Emerson-Copper Mtn 2011,"320, 90, 180",0,,0,,121.637,120.682,121.637,120.682,150.443,149.678
Ludlow,"149, 90, 180",0,,0,,123.662,119.076,123.662,119.076,151.935,147.787
San Andreas (Mojave N),"109, 90, 180",0,,0,,125.853,114.724,140.425,129.833,144.941,133.406
North Frontal  (West),"80, 49, 90",0,,0,,127.671,126.224,127.671,126.224,153.283,152.061
White Mountains,"352, 90, 180",0,,0,,127.675,126.405,127.675,126.405,148.238,146.207
Johnson Valley (No) 2011 rev,"330, 90, 180",0,,0,,129.268,129.131,129.268,129.131,157.859,157.693
Hector Mine,"156, 90, 180",0,,0,,132.470,128.892,132.470,128.892,161.470,157.896
Pleito,"91, 46, 90",0,,0,,134.425,133.852,148.554,147.394,148.802,147.949
San Gabriel (Extension),"276, 61, 180",0,,0,,136.756,136.278,138.900,138.874,159.577,159.436
Pine Mtn,"275, 45, 90",0,,0,,138.255,137.640,153.458,153.397,154.559,154.336
San Andreas (San Bernardino N),"122, 90, 180",0,,0,,138.566,128.781,140.185,129.474,161.654,151.744
Clamshell-Sawpit,"244, 50, 90",0,,0,,139.300,138.887,145.053,145.040,161.991,161.881
Cleghorn,"96, 90, 0",0,,0,,140.006,128.267,140.618,128.639,162.972,151.180
Homestead Valley 2011,"333, 90, 180",0,,0,,140.284,139.455,140.284,139.455,169.148,168.005
San Gabriel,"309, 61, 144",0,,0,,140.610,140.133,152.820,152.738,156.942,156.807
Cucamonga,"257, 45, 90",0,,0,,141.796,141.462,142.088,142.084,164.508,164.432
Northridge Hills,"289, 31, 90",0,,0,,142.789,142.314,153.895,153.865,163.636,163.489
San Andreas (Big Bend),"108, 90, 180",0,,0,,143.138,133.607,158.263,147.911,158.638,148.297
Sierra Madre (San Fernando),"273, 45, 90",0,,0,,143.917,143.589,154.193,154.190,165.321,165.246
North Frontal  (East),"104, 41, 90",0,,0,,144.302,143.489,144.302,143.489,172.003,171.331
San Jacinto (San Bernardino),"138, 90, 180",0,,0,,144.738,137.418,145.716,137.418,167.761,160.554
Sierra Madre,"288, 53, 90",0,,0,,145.508,145.098,152.167,152.004,167.094,166.980
San Jacinto (Lytle Creek connector),"135, 90, 180",0,,0,,146.550,138.707,147.539,138.707,169.575,161.766
Deep Springs,"205, 50, -90",0,,0,,147.956,147.152,147.956,147.152,167.784,166.771
Santa Susana alt 1,"278, 55, 30",0,,0,,149.317,148.748,161.175,161.118,169.597,169.394
San Cayetano,"273, 42, 90",0,,0,,149.842,149.308,164.653,164.614,167.627,167.443
Owens Valley Keough Hot Springs,"340, 50, -90",0,,0,,150.176,149.751,150.745,150.407,171.523,171.407
Big Pine (East),"248, 73, 45",0,,0,,150.583,149.556,163.758,162.891,164.478,163.660
Holser alt 1,"99, 58, 90",0,,0,,152.421,150.176,165.345,162.802,173.094,170.641
Verdugo,"301, 55, 90",0,,0,,152.518,152.106,163.053,163.035,173.686,173.565
Bullion Mountains,"320, 90, 180",0,,0,,152.722,152.568,152.722,152.568,181.732,181.572
Mission Hills 2011,"277, 55, 90",0,,0,,153.104,152.691,164.140,164.118,173.818,173.680
Death Valley (Fish Lake Valley),"322, 90, -150",0,,0,,153.542,145.944,153.542,145.944,170.509,163.730
Northridge,"111, 35, 90",0,,0,,155.710,155.653,166.592,166.526,176.986,176.976
San Andreas (North Branch Mill Creek),"114, 76, 180",0,,0,,156.338,149.085,156.338,149.085,180.356,173.728
Fontana (Seismicity),"223, 80, 0",0,,0,,156.688,151.910,156.688,152.655,179.565,174.909
Raymond,"258, 79, 60",0,,0,,156.973,151.363,163.194,158.356,179.530,174.188
Santa Susana East (connector),"108, 55, 90",0,,0,,157.246,155.691,169.193,167.307,178.491,176.763
San Jose,"244, 74, 30",0,,0,,157.593,154.760,160.562,158.363,180.445,177.940
San Andreas (San Bernardino S),"120, 90, 180",0,,0,,158.698,149.059,158.698,149.059,183.331,174.366
Kickapoo,"3, 90, 180",0,,0,,159.202,152.646,159.202,152.646,188.009,181.203
Del Valle,"106, 73, 90",0,,0,,159.514,153.087,173.713,167.175,179.163,172.397
Santa Ynez (East),"82, 70, 0",0,,0,,160.061,156.671,176.183,172.462,177.496,173.507
Puente Hills,"290, 25, 90",0,,0,,161.528,161.239,170.276,170.278,183.539,183.473
Elysian Park (Upper),"285, 50, 90",0,,0,,162.205,161.781,169.099,169.073,184.654,184.522
Round Valley,"340, 50, -90",0,,0,,162.568,162.045,164.172,163.880,185.199,185.131
San Pedro Escarpment,"308, 17, 90",0,,0,,163.689,163.197,173.492,173.450,185.107,184.937
Oak Ridge (Onshore),"71, 65, 90",0,,0,,164.197,161.746,178.391,175.944,183.746,180.903
Hollywood,"255, 70, 30",0,,0,,164.869,164.272,173.333,173.252,186.749,186.518
Fish Slough 2011 CFM,"181, 60, -90",0,,0,,165.626,163.376,166.207,163.644,187.309,184.432
Lost Hills,"143, 29, 90",0,,0,,165.780,165.741,179.457,179.263,191.325,191.260
Big Pine (Central),"78, 76, 90",0,,0,,166.857,164.000,181.812,177.590,181.973,178.230
North Salt Lake,"253, 54, 90",0,,0,,166.953,166.413,176.529,176.467,188.432,188.232
Morales (East),"284, 32, 90",0,,0,,167.043,166.907,179.752,179.717,185.051,185.047
Simi-Santa Rosa,"255, 60, 30",0,,0,,167.287,167.058,180.639,180.644,186.754,186.712
Compton,"304, 20, 90",0,,0,,168.717,168.270,179.221,179.191,189.819,189.671
Elysian Park (Lower CFM),"303, 22, 90",0,,0,,168.746,168.361,177.353,177.335,190.715,190.599
San Gorgonio Pass,"281, 60, 90",0,,0,,168.925,168.800,168.925,168.800,194.905,194.622
Mission Creek,"275, 65, 180",0,,0,,169.396,169.277,169.396,169.277,196.655,196.412
Richfield,"263, 28, 90",0,,0,,169.889,169.617,174.091,174.089,192.822,192.760
Chino alt 1,"146, 50, 150",0,,0,,170.577,170.002,174.554,173.533,193.889,193.182
San Andreas (Carrizo) rev,"134, 90, 180",0,,0,,171.356,159.454,183.802,171.954,187.552,176.027
San Vicente,"277, 66, 90",0,,0,,172.500,171.953,181.248,181.178,194.299,194.090
San Jacinto (San Jacinto Valley) rev,"133, 90, 180",0,,0,,173.310,165.391,173.310,165.391,197.652,190.514
Whittier alt 1,"294, 70, 150",0,,0,,174.446,172.750,180.648,179.168,197.154,195.654
Ventura-Pitas Point,"257, 64, 60",0,,0,,177.162,176.781,192.496,192.480,194.253,194.133
Santa Monica alt 1,"253, 75, 30",0,,0,,178.225,175.617,187.943,186.023,199.577,197.245
Pinto Mtn,"87, 90, 0",0,,0,,178.865,167.412,178.865,167.412,206.576,195.284
Morales (West),"319, 32, 90",0,,0,,179.663,179.531,192.538,192.499,198.517,198.506
Peralta Hills,"273, 50, 90",0,,0,,180.843,180.525,183.893,183.882,203.795,203.706
Santa Monica Bay,"314, 20, 90",0,,0,,180.973,180.380,192.077,191.993,201.596,201.354
San Andreas (San Gorgonio Pass-Garnet HIll),"290, 58, 180",0,,0,,181.369,181.369,181.369,181.369,208.630,208.576
Yorba Linda,"63, 90, 90",0,,0,,181.555,171.304,184.743,175.247,204.737,194.474
Burnt Mtn,"175, 67, 180",0,,0,,181.677,181.635,181.677,181.635,210.167,210.019
Great Valley 14 (Kettleman Hills),"125, 22, 90",0,,0,,181.729,181.607,194.563,194.506,210.808,210.788
Newport-Inglewood alt 1,"319, 88, 180",0,,0,,182.880,172.924,192.229,182.094,204.683,195.080
Sisar,"78, 29, 90",0,,0,,182.898,182.339,198.937,198.071,200.330,199.573
Cleghorn Pass,"330, 90, 180",0,,0,,183.025,180.345,183.025,180.345,212.003,209.350
Eureka Peak,"345, 90, 180",0,,0,,184.947,182.380,184.947,182.380,213.541,210.633
Ozena,"126, 33, 90",0,,0,,185.849,184.922,199.454,198.157,200.085,199.001
Mission Ridge-Arroyo Parida-Santa Ana,"86, 70, 90",0,,0,,186.342,182.767,202.445,198.411,203.078,198.974
Big Pine (West),"272, 50, 90",0,,0,,187.245,187.024,198.987,198.982,200.876,200.852
San Jacinto (Stepovers Combined),"139, 90, 180",0,,0,,187.285,181.112,187.285,181.112,212.530,207.084
Malibu Coast alt 1,"273, 75, 30",0,,0,,187.794,182.768,198.430,193.622,209.216,204.152
San Andreas (Cholame) rev,"321, 90, 180",0,,0,,188.132,176.763,201.594,190.249,211.238,200.333
Cleghorn Lake,"333, 90, 180",0,,0,,188.829,185.251,188.829,185.251,217.752,214.254
Anaheim,"315, 71, 90",0,,0,,188.973,186.398,194.806,192.394,211.684,209.359
Anacapa-Dume alt 1,"264, 45, 60",0,,0,,189.232,188.839,201.131,201.103,209.506,209.373
South Cuyama,"122, 33, 90",0,,0,,190.939,190.266,203.821,202.822,207.586,206.867
Elsinore (Glen Ivy) rev,"128, 90, 180",0,,0,,192.650,183.488,194.493,184.562,215.787,206.552
Joshua Tree (Seismicity),"181, 90, 180",0,,0,,193.085,187.041,193.085,187.041,221.802,215.514
Hilton Creek 2011 CFM,"327, 50, -90",0,,0,,195.394,193.241,197.753,195.605,219.441,217.147
La Panza 2011,"315, 51, 135",0,,0,,196.244,195.856,209.164,209.132,217.041,216.935
Palos Verdes,"322, 90, 180",0,,0,,196.808,186.147,207.334,196.235,218.318,207.893
Red Mountain,"271, 56, 90",0,,0,,199.375,199.082,214.756,214.747,215.390,215.305
Great Valley 13 (Coalinga),"136, 15, 90",0,,0,,200.587,200.417,213.049,212.984,230.253,230.202
San Juan,"152, 90, 180",0,,0,,203.169,191.163,216.508,204.508,224.772,212.898
Pitas Point (Lower)-Montalvo,"269, 16, 90",0,,0,,203.754,203.544,217.207,217.212,217.977,217.933
Malibu Coast (Extension) alt 1,"274, 74, 30",0,,0,,205.096,200.847,218.335,214.296,224.806,220.462
Redondo Canyon alt 1,"81, 90, 90",0,,0,,207.239,196.818,215.975,206.110,229.479,218.873
San Jacinto (Anza) rev,"126, 90, 180",0,,0,,208.556,187.882,208.556,187.882,234.571,213.028
San Joaquin Hills,"114, 23, 90",0,,0,,209.193,209.187,213.249,212.999,232.432,232.353
Elsinore (Stepovers Combined),"134, 90, 180",0,,0,,209.631,201.233,209.631,201.233,232.685,224.991
San Pedro Basin,"321, 88, 180",0,,0,,209.976,199.507,221.401,210.949,230.533,220.403
Sheephole,"318, 90, 180",0,,0,,211.097,210.855,211.097,210.855,240.063,239.863
Blue Cut,"87, 90, 0",0,,0,,211.779,201.032,211.779,201.032,240.336,229.706
Channel Islands Thrust,"264, 20, 90",0,,0,,214.570,214.388,229.840,229.850,232.001,231.969
San Andreas (Parkfield),"320, 90, 180",0,,0,,216.148,206.455,229.487,219.703,243.696,234.442
Hartley Springs 2011 CFM,"342, 50, -90",0,,0,,217.249,206.881,219.593,210.676,240.954,232.544
Elsinore (Temecula) rev,"140, 90, 180",0,,0,,218.046,210.052,218.046,210.052,241.707,233.030
Santa Ynez (West),"91, 70, 0",0,,0,,218.770,215.432,232.205,227.795,233.024,229.171
Newport-Inglewood (Offshore),"137, 90, 180",0,,0,,220.816,211.736,225.245,215.490,243.943,234.904
Oceanside alt1,"341, 23, 90",0,,0,,222.610,222.554,224.768,224.738,245.717,245.717
San Andreas (Coachella) rev,"135, 90, 180",0,,0,,224.152,220.729,224.152,220.729,252.597,249.421
Great Valley 12,"153, 15, 90",0,,0,,224.951,224.871,237.078,237.000,255.204,255.176
San Luis Range 2011 CFM,"307, 52, 90",0,,0,,224.995,224.756,237.727,237.712,243.449,243.399
East Huasna 2011 CFM,"323, 90, 180",0,,0,,226.717,214.728,239.570,227.597,244.724,232.895
Pitas Point (Lower West),"273, 13, 90",0,,0,,226.898,226.782,238.816,238.782,240.549,240.532
Santa Cruz Island,"98, 90, 30",0,,0,,231.151,221.057,245.514,235.822,249.841,239.379
Los Alamos extension,"115, 30, 90",0,,0,,231.997,231.075,244.543,243.340,247.018,246.006
Channel Islands Western Deep Ramp,"114, 21, 90",0,,0,,233.123,233.107,248.509,248.392,250.847,250.817
Santa Ynez River,"99, 70, 45",0,,0,,234.022,229.498,246.588,241.874,249.141,244.968
Great Valley 11,"131, 15, 90",0,,0,,237.673,237.599,249.403,249.331,268.223,268.198
Oceanic - West Huasna,"316, 58, 135",0,,0,,238.201,237.904,251.550,251.218,259.706,259.130
San Andreas (Creeping Section) 2011 CFM,"317, 90, 180",0,,0,,239.132,230.708,252.085,243.514,268.098,260.028
Lions Head 2011 CFM,"295, 75, 90",0,,0,,239.624,235.695,252.149,248.471,256.729,253.221
Los Alamos 2011 CFM,"120, 30, 90",0,,0,,241.916,240.936,254.868,253.616,258.979,257.909
Rinconada 2011 CFM,"146, 82, 180",0,,0,,242.645,233.500,256.443,247.026,267.099,258.092
San Luis Range - Oceano 2011 CFM,"313, 45, 90",0,,0,,243.564,243.325,256.765,256.733,265.569,265.503
San Diego Trough north alt1,"326, 90, 180",0,,0,,243.744,235.029,250.358,240.995,266.545,257.956
Santa Cruz Catalina Ridge alt1,"307, 90, 135",0,,0,,244.360,232.348,257.945,245.927,262.747,250.778
San Jacinto (Clark) rev,"124, 90, 180",0,,0,,244.979,237.930,244.979,237.930,272.298,265.607
Los Osos 2011,"119, 45, 90",0,,0,,245.923,245.578,259.649,259.039,268.809,268.430
San Jacinto (Coyote Creek),"133, 90, 180",0,,0,,246.289,240.696,246.289,240.696,273.479,268.285
Earthquake Valley (No  Extension),"131, 90, 180",0,,0,,249.019,241.901,249.019,241.901,274.844,268.211
Elsinore (Julian),"306, 84, 180",0,,0,,249.063,243.129,249.063,243.129,274.289,268.563
Mono Lake 2011 CFM,"340, 50, -90",0,,0,,251.554,250.558,253.628,253.361,274.835,274.765
Casmalia 2011 CFM,"123, 75, 90",0,,0,,253.770,247.213,267.219,260.401,273.413,266.916
Great Valley 10 (Panoche),"152, 15, 90",0,,0,,258.822,258.747,270.296,270.223,289.497,289.467
Thirty Mile Bank,"321, 24, 90",0,,0,,267.688,267.614,271.991,271.981,290.736,290.732
San Luis Range - Pecho 2011 CFM,"313, 90, 90",0,,0,,268.911,258.150,282.362,271.626,291.541,281.212
Rose Canyon,"338, 90, 180",0,,0,,269.624,265.788,270.202,265.788,292.662,289.006
Shoreline,"308, 90, 180",0,,0,,269.900,259.900,283.399,273.415,293.359,283.858
Santa Rosa Island,"271, 90, 30",0,,0,,271.197,263.442,286.810,278.539,287.207,278.900
Ortigalita (South),"152, 90, 180",0,,0,,273.840,265.392,285.443,276.773,304.505,296.147
Great Valley 09 (Laguna Seca),"147, 25, 90",0,,0,,274.207,274.143,285.239,285.177,305.008,304.987
San Clemente,"317, 88, 180",0,,0,,275.160,265.060,284.676,274.340,296.919,287.009
Earthquake Valley,"127, 90, 180",0,,0,,275.842,268.636,275.842,268.636,302.496,295.665
Carlsbad,"341, 37, 90",0,,0,,276.703,276.674,277.608,277.569,299.755,299.754
Robinson Creek,"27, 50, -90",0,,0,,277.948,277.721,280.513,280.291,301.884,301.834
Hosgri,"328, 80, 180",0,,0,,279.053,272.132,292.341,285.615,301.011,294.229
Hosgri (Extension),"349, 80, 180",0,,0,,280.542,273.048,293.859,286.370,301.790,294.227
Calaveras (So) - Paicines extension 2011 CFM,"141, 77, 180",0,,0,,281.608,276.512,294.010,288.540,311.954,306.885
Brawley (Seismic Zone) alt 1,"160, 90, 180",0,,0,,282.897,280.923,282.897,280.923,311.639,309.483
San Jacinto (Borrego),"133, 90, 180",0,,0,,284.513,279.702,284.513,279.702,312.323,307.803
Earthquake Valley (So Extension),"114, 90, 180",0,,0,,292.037,283.183,292.037,283.183,319.124,310.545
Coronado Bank alt1,"150, 90, 180",0,,0,,297.970,271.425,299.177,274.173,321.082,294.606
Reliz 2011 CFM,"134, 58, 180",0,,0,,302.424,300.898,315.301,313.520,332.083,330.516
Elsinore (Coyote Mountains),"305, 82, 180",0,,0,,303.377,298.872,303.377,298.872,330.655,326.310
Elmore Ranch,"220, 90, 0",0,,0,,305.032,293.741,305.032,293.741,333.771,322.429
Great Valley 08 (Quinto),"151, 25, 90",0,,0,,306.218,306.171,316.885,316.616,337.172,337.032
Ortigalita (North),"326, 90, 180",0,,0,,307.116,300.751,317.866,311.223,337.989,331.614
Quien Sabe 2011 CFM,"144, 85, 180",0,,0,,310.841,304.682,322.558,315.982,341.636,335.460
Superstition Hills,"130, 90, 180",0,,0,,313.726,308.966,313.726,308.966,341.973,337.422
San Jacinto (Superstition Mtn),"120, 90, 180",0,,0,,315.193,308.316,315.193,308.316,343.321,336.648
Antelope Valley 2011,"343, 50, -90",0,,0,,317.472,317.274,319.834,319.613,341.107,341.063
Great Valley 07 (Orestimba),"141, 20, 90",0,,0,,320.239,320.179,330.238,330.178,350.992,350.968
Monterey Bay-Tularcitos,"319, 90, 150",0,,0,,327.031,319.309,339.468,331.591,356.935,349.410
Calaveras (So) 2011 CFM,"336, 85, 180",0,,0,,329.159,321.898,340.477,333.148,359.822,352.690
Sargent 2011 CFM,"122, 90, 180",0,,0,,332.090,329.437,343.435,340.518,362.855,360.272
Zayante-Vergeles 2011 CFM,"119, 30, 150",0,,0,,334.614,334.384,346.354,345.940,365.384,365.060
San Andreas (Santa Cruz Mts) 2011 CFM,"131, 79, 180",0,,0,,335.361,331.783,347.094,343.145,366.132,362.540
Imperial,"325, 82, 180",0,,0,,339.077,338.400,339.077,338.400,367.732,367.144
San Gregorio (South) 2011 CFM,"332, 75, 180",0,,0,,340.101,336.208,352.726,348.938,369.319,365.608
Laguna Salada,"311, 90, 180",0,,0,,345.308,340.241,345.308,340.241,373.275,368.432
Calaveras (Central) 2011 CFM,"329, 77, 180",0,,0,,346.398,338.842,357.214,349.971,377.151,369.660
San Diego Trough south,"134, 90, 180",0,,0,,346.661,338.585,347.289,338.688,369.724,361.583
Carson Range (Genoa),"355, 50, -90",0,,0,,347.731,347.539,350.784,350.581,372.288,372.234
Greenville (So) 2011 CFM,"347, 87, 180",0,,0,,352.058,343.582,362.415,353.885,382.829,374.431
Silver Creek 2011 CFM,"322, 75, 180",0,,0,,360.915,358.587,371.533,369.229,391.687,389.462
Cerro Prieto,"131, 90, 180",0,,0,,363.651,359.166,363.651,359.166,391.984,387.674
West Tahoe,"350, 50, -90",0,,0,,364.507,364.320,367.953,367.765,389.572,389.517
Hayward (So) extension 2011 CFM,"326, 48, 135",0,,0,,364.769,364.743,375.406,375.329,395.643,395.618
Greenville (No) 2011 CFM,"324, 84, 180",0,,0,,370.108,366.129,379.777,375.818,400.707,396.832
Monte Vista - Shannon 2011 CFM,"122, 61, 90",0,,0,,373.069,371.896,384.080,382.820,404.014,402.754
Butano 2011 CFM,"297, 70, 135",0,,0,,384.101,383.757,394.978,394.732,414.838,414.610
Hayward (So) 2011 CFM,"322, 76, 180",0,,0,,384.400,382.156,394.575,392.409,415.124,413.001
Mission (connected) 2011 CFM,"134, 90, 180",0,,0,,389.698,385.959,400.044,395.987,420.561,416.762
Calaveras (No) 2011 CFM,"155, 80, 180",0,,0,,389.702,383.957,400.165,394.085,420.627,414.780
Las Positas,"231, 90, 45",0,,0,,391.380,380.148,401.008,389.882,422.069,410.866
San Andreas (Peninsula) 2011 CFM,"324, 90, 180",0,,0,,392.716,386.094,403.743,396.917,423.563,416.963
San Gregorio (North) 2011 CFM,"159, 90, 180",0,,0,,396.974,387.270,408.696,398.867,427.556,417.918
North Tahoe 2011 CFM,"17, 50, -90",0,,0,,397.225,397.061,400.178,399.986,421.638,421.596
Great Valley 06 (Midland) 2011 CFM alt1,"167, 47, 90",0,,0,,397.521,397.464,406.894,406.688,428.104,427.986
Incline Village 2011 CFM,"17, 50, -90",0,,0,,397.689,397.562,400.536,400.370,421.976,421.944
Mount Diablo Thrust South,"294, 40, 90",0,,0,,400.968,400.848,410.767,410.495,431.722,431.537
Canada David (Detachment),"165, 37, -90",0,,0,,401.845,401.823,401.845,401.823,429.886,429.814
Mount Diablo Thrust North CFM,"318, 40, 90",0,,0,,408.734,408.543,417.907,417.876,439.180,439.116
Pilarcitos 2011 CFM,"316, 81, 180",0,,0,,410.827,407.504,421.581,418.178,441.634,438.382
Swain Ravine - Spenceville,"333, 60, -90",0,,0,,411.193,411.043,416.989,416.944,439.009,438.960
Clayton,"142, 90, 180",0,,0,,413.334,409.134,422.741,418.273,443.941,439.618
Great Valley 05 Pittsburg - Kirby Hills alt1,"348, 55, 180",0,,0,,422.640,422.504,431.503,431.456,452.951,452.896
Los Medanos - Roe Island,"309, 39, 90",0,,0,,424.131,423.937,432.790,432.763,454.326,454.262
Polaris 2011 CFM,"155, 81, 180",0,,0,,424.210,422.633,427.233,425.573,448.933,447.182
Concord 2011 CFM,"152, 90, 180",0,,0,,426.331,420.215,435.795,429.442,456.962,450.742
Franklin 2011 CFM,"326, 90, 180",0,,0,,427.414,422.106,437.047,431.495,458.109,452.703
Contra Costa (Lafayette) 2011 CFM,"346, 90, 180",0,,0,,431.505,422.787,441.171,432.269,462.212,453.423
Hayward (No) 2011 CFM,"331, 82, 180",0,,0,,433.655,429.211,443.417,438.922,464.335,459.930
Contra Costa Shear Zone (connector) 2011 CFM,"157, 81, 180",0,,0,,435.689,429.135,445.403,438.743,466.421,459.818
Dog Valley,"39, 90, 0",0,,0,,437.480,426.360,440.739,429.473,462.433,451.129
Green Valley 2011 CFM,"164, 84, 180",0,,0,,442.004,435.109,451.413,444.193,472.613,465.570
Great Valley 04b Gordon Valley,"162, 20, 90",0,,0,,446.576,446.464,455.116,455.047,476.711,476.649
Last Chance,"358, 50, -90",0,,0,,447.563,447.353,449.517,449.257,470.581,470.506
Mohawk Valley 2011 CFM,"328, 90, 180",0,,0,,455.243,454.894,458.546,458.518,480.250,480.215
Point Reyes 2011 connector,"320, 53, 90",0,,0,,459.452,459.355,469.687,469.633,490.257,490.211
West Napa 2011 CFM,"151, 75, 180",0,,0,,460.654,456.971,469.960,465.986,491.218,487.400
Great Valley 03a Dunnigan Hills,"330, 20, 90",0,,0,,461.924,461.877,469.560,469.492,491.417,491.382
Great Valley 04a Trout Creek,"155, 20, 90",0,,0,,466.517,466.415,474.613,474.552,496.365,496.311
Rodgers Creek - Healdsburg 2011 CFM,"324, 77, 180",0,,0,,474.404,472.207,483.582,481.388,504.875,502.720
Hunting Creek - Berryessa 2011 CFM,"332, 90, 180",0,,0,,474.511,469.061,483.143,477.453,504.731,499.130
San Andreas (North Coast) 2011 CFM,"325, 90, 180",0,,0,,478.307,472.611,488.346,482.446,509.123,503.373
