Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Kern Canyon (Lake Isabella) 2011,"17, 60, -90",0,,0,,43.209,41.308,56.618,56.615,66.376,66.044
Hunter Mountain-Saline Valley,"317, 90, -150",0,,0,,44.060,32.957,67.276,56.143,77.497,67.795
Coyote Canyon,"88, 90, 0",0,,0,,48.877,46.675,57.780,52.777,75.711,69.405
Death Valley (So),"321, 90, 180",0,,0,,53.020,45.781,70.843,59.027,76.430,65.593
White Wolf,"51, 75, 60",0,,0,,55.658,52.419,88.320,87.948,89.285,88.663
Coyote Lake,"75, 90, 0",0,,0,,56.498,45.740,70.213,59.016,89.171,78.014
Breckenridge 2011,"7, 60, -90",0,,0,,56.802,55.604,81.780,81.778,84.833,84.574
Tin Mountain,"193, 50, -90",0,,0,,61.243,60.350,90.970,90.896,105.075,104.736
Garlic Springs,"130, 90, 180",0,,0,,61.395,58.520,70.939,69.928,88.997,88.608
Calico-Hidalgo,"322, 90, 180",0,,0,,61.511,61.496,75.434,75.096,94.306,94.094
Bicycle Lake,"107, 90, 0",0,,0,,62.746,62.523,71.736,70.614,89.530,87.209
Dry Mountain,"208, 50, -90",0,,0,,66.241,65.372,99.558,98.634,115.972,114.744
Death Valley (No),"321, 90, 180",0,,0,,69.443,57.847,103.510,91.617,107.220,95.600
Camp Rock 2011,"316, 90, 180",0,,0,,74.072,72.176,88.343,85.789,107.011,104.757
Manix-Afton Hills,"81, 90, 0",0,,0,,77.712,67.837,91.095,80.690,110.096,99.691
Cady,"97, 90, 0",0,,0,,83.629,77.077,96.470,89.036,115.466,107.883
Baker,"331, 90, 180",0,,0,,83.788,73.756,89.633,79.268,102.570,93.212
Red Pass,"141, 90, 180",0,,0,,90.914,84.322,99.022,93.766,116.077,111.604
San Andreas (Mojave S),"116, 90, 180",0,,0,,93.507,81.509,131.948,119.949,139.645,127.646
White Mountains,"352, 90, 180",0,,0,,93.803,92.742,129.745,128.370,148.238,146.207
San Andreas (Mojave N),"109, 90, 180",0,,0,,96.583,85.371,141.122,129.850,144.341,133.105
Pisgah-Bullion Mtn-Mesquite Lk,"330, 90, 180",0,,0,,103.696,100.828,116.379,114.233,135.350,133.235
Pleito,"91, 46, 90",0,,0,,106.163,105.647,147.260,146.662,148.802,147.949
Emerson-Copper Mtn 2011,"320, 90, 180",0,,0,,106.959,106.360,120.976,119.843,139.821,138.839
Pine Mtn,"275, 45, 90",0,,0,,109.220,108.408,151.903,151.896,154.559,154.336
San Gabriel,"309, 61, 144",0,,0,,111.435,110.810,154.138,154.084,156.942,156.807
Ludlow,"149, 90, 180",0,,0,,111.882,106.429,122.584,118.038,140.918,136.736
North Frontal  (West),"80, 49, 90",0,,0,,112.847,111.742,127.349,126.313,144.446,143.010
San Andreas (Big Bend),"108, 90, 180",0,,0,,114.251,105.106,156.777,146.774,158.638,148.297
Deep Springs,"205, 50, -90",0,,0,,114.344,113.546,149.904,149.097,167.784,166.771
Johnson Valley (No) 2011 rev,"330, 90, 180",0,,0,,114.459,114.310,128.712,128.587,147.398,147.251
Northridge Hills,"289, 31, 90",0,,0,,114.988,114.371,155.323,155.319,161.064,161.007
Clamshell-Sawpit,"244, 50, 90",0,,0,,116.240,115.719,146.063,146.064,156.610,156.576
Sierra Madre (San Fernando),"273, 45, 90",0,,0,,116.722,116.294,155.571,155.572,162.232,162.217
San Gabriel (Extension),"276, 61, 180",0,,0,,116.736,116.150,139.593,139.593,152.686,152.634
Owens Valley Keough Hot Springs,"340, 50, -90",0,,0,,116.935,116.636,152.866,152.543,171.523,171.407
Sierra Madre,"288, 53, 90",0,,0,,118.710,118.182,153.067,152.917,163.704,163.669
Hector Mine,"156, 90, 180",0,,0,,118.753,114.652,131.504,128.019,150.480,147.025
San Cayetano,"273, 42, 90",0,,0,,120.618,119.922,164.267,164.271,167.627,167.443
San Andreas (San Bernardino N),"122, 90, 180",0,,0,,120.683,112.402,140.812,130.029,154.485,144.224
Santa Susana alt 1,"278, 55, 30",0,,0,,121.019,120.287,162.636,162.631,167.545,167.452
Death Valley (Fish Lake Valley),"322, 90, -150",0,,0,,122.159,113.774,155.149,147.651,170.509,163.730
Big Pine (East),"248, 73, 45",0,,0,,122.219,120.860,163.081,162.498,164.478,163.660
Cleghorn,"96, 90, 0",0,,0,,123.360,112.327,141.151,129.164,155.439,143.546
Cucamonga,"257, 45, 90",0,,0,,123.534,123.070,142.618,142.617,156.921,156.905
Holser alt 1,"99, 58, 90",0,,0,,123.865,121.575,166.432,164.334,171.420,168.872
Verdugo,"301, 55, 90",0,,0,,125.042,124.513,164.437,164.437,170.807,170.766
Mission Hills 2011,"277, 55, 90",0,,0,,125.090,124.545,165.557,165.554,171.436,171.394
Homestead Valley 2011,"333, 90, 180",0,,0,,125.666,124.632,139.582,138.912,158.476,157.572
San Jacinto (San Bernardino),"138, 90, 180",0,,0,,127.489,122.410,146.279,137.866,160.365,152.689
Northridge,"111, 35, 90",0,,0,,127.944,127.860,167.925,167.922,174.344,174.311
North Frontal  (East),"104, 41, 90",0,,0,,129.173,128.582,143.705,143.168,162.180,161.318
Santa Susana East (connector),"108, 55, 90",0,,0,,129.216,127.631,170.215,168.761,176.234,174.390
San Jacinto (Lytle Creek connector),"135, 90, 180",0,,0,,129.237,123.435,148.101,139.163,162.186,153.936
Del Valle,"106, 73, 90",0,,0,,130.399,123.900,174.643,168.311,178.390,171.637
Round Valley,"340, 50, -90",0,,0,,130.558,130.278,166.054,166.053,185.199,185.131
Santa Ynez (East),"82, 70, 0",0,,0,,130.708,127.385,174.610,171.025,177.496,173.507
Fish Slough 2011 CFM,"181, 60, -90",0,,0,,132.412,129.801,168.335,165.751,187.309,184.432
Raymond,"258, 79, 60",0,,0,,133.097,127.125,164.210,159.442,174.427,169.317
Oak Ridge (Onshore),"71, 65, 90",0,,0,,135.057,132.520,179.360,177.002,183.016,180.271
Puente Hills,"290, 25, 90",0,,0,,135.387,135.019,171.521,171.526,179.674,179.664
San Pedro Escarpment,"308, 17, 90",0,,0,,136.628,136.011,174.793,174.795,181.873,181.799
Elysian Park (Upper),"285, 50, 90",0,,0,,136.780,136.255,170.176,170.177,179.878,179.827
San Jose,"244, 74, 30",0,,0,,137.193,134.099,161.293,159.154,173.919,171.577
Big Pine (Central),"78, 76, 90",0,,0,,138.099,135.571,180.211,176.941,181.973,178.230
Simi-Santa Rosa,"255, 60, 30",0,,0,,138.302,138.006,182.122,182.126,185.674,185.673
Hollywood,"255, 70, 30",0,,0,,138.811,138.074,174.509,174.494,182.807,182.688
Bullion Mountains,"320, 90, 180",0,,0,,138.818,138.303,151.771,151.663,170.768,170.672
North Salt Lake,"253, 54, 90",0,,0,,140.024,139.354,177.801,177.794,185.090,184.993
Fontana (Seismicity),"223, 80, 0",0,,0,,140.559,134.770,157.112,153.190,171.794,167.438
Compton,"304, 20, 90",0,,0,,141.150,140.589,180.580,180.585,186.996,186.936
San Andreas (North Branch Mill Creek),"114, 76, 180",0,,0,,141.975,134.957,156.219,149.334,172.195,165.234
Elysian Park (Lower CFM),"303, 22, 90",0,,0,,142.613,142.134,178.572,178.575,186.821,186.780
Kickapoo,"3, 90, 180",0,,0,,144.525,137.826,158.532,152.097,177.388,170.768
San Andreas (San Bernardino S),"120, 90, 180",0,,0,,144.554,134.706,158.941,149.214,174.851,165.578
San Vicente,"277, 66, 90",0,,0,,146.165,145.494,182.448,182.436,190.522,190.417
Ventura-Pitas Point,"257, 64, 60",0,,0,,147.895,147.413,191.405,191.411,194.253,194.133
Richfield,"263, 28, 90",0,,0,,148.059,147.728,174.947,174.947,186.805,186.792
Chino alt 1,"146, 50, 150",0,,0,,149.644,149.153,174.921,174.307,187.693,186.817
San Andreas (Carrizo) rev,"134, 90, 180",0,,0,,149.680,139.047,185.179,173.356,187.552,176.027
Morales (East),"284, 32, 90",0,,0,,150.009,149.902,181.253,181.250,185.051,185.047
Whittier alt 1,"294, 70, 150",0,,0,,150.515,148.803,181.674,180.192,192.044,190.570
Santa Monica alt 1,"253, 75, 30",0,,0,,151.107,148.247,189.208,187.375,196.362,194.241
Santa Monica Bay,"314, 20, 90",0,,0,,152.948,152.217,193.450,193.437,199.208,199.083
Sisar,"78, 29, 90",0,,0,,153.534,152.981,197.479,196.916,200.330,199.573
San Gorgonio Pass,"281, 60, 90",0,,0,,154.945,154.265,168.900,168.864,185.778,185.615
Mission Creek,"275, 65, 180",0,,0,,155.073,154.440,169.155,169.106,186.920,186.776
Newport-Inglewood alt 1,"319, 88, 180",0,,0,,156.069,146.503,193.490,183.347,201.177,191.380
Mission Ridge-Arroyo Parida-Santa Ana,"86, 70, 90",0,,0,,157.073,153.584,200.581,196.828,203.078,198.974
Ozena,"126, 33, 90",0,,0,,157.402,156.494,198.713,197.798,200.085,199.001
Peralta Hills,"273, 50, 90",0,,0,,159.172,158.792,184.634,184.634,197.313,197.286
San Jacinto (San Jacinto Valley) rev,"133, 90, 180",0,,0,,159.240,151.072,173.583,165.562,189.314,181.823
Big Pine (West),"272, 50, 90",0,,0,,160.070,159.868,200.030,200.027,200.876,200.852
Malibu Coast alt 1,"273, 75, 30",0,,0,,160.221,155.062,199.751,195.006,206.410,201.433
Anacapa-Dume alt 1,"264, 45, 60",0,,0,,160.786,160.301,202.593,202.595,207.596,207.542
Yorba Linda,"63, 90, 90",0,,0,,160.919,149.974,185.479,176.057,198.248,188.283
Hilton Creek 2011 CFM,"327, 50, -90",0,,0,,163.785,161.588,199.972,197.823,219.441,217.147
Pinto Mtn,"87, 90, 0",0,,0,,163.962,152.504,178.563,167.074,196.644,185.262
Morales (West),"319, 32, 90",0,,0,,164.247,164.143,194.114,194.105,198.517,198.506
Anaheim,"315, 71, 90",0,,0,,165.200,162.721,195.786,193.375,206.442,204.108
Lost Hills,"143, 29, 90",0,,0,,165.780,165.741,181.424,181.398,191.325,191.260
San Andreas (San Gorgonio Pass-Garnet HIll),"290, 58, 180",0,,0,,166.749,166.518,181.178,181.178,198.918,198.908
Burnt Mtn,"175, 67, 180",0,,0,,167.193,166.769,181.146,181.143,199.767,199.700
Palos Verdes,"322, 90, 180",0,,0,,169.259,158.948,208.687,197.556,215.450,204.741
Cleghorn Pass,"330, 90, 180",0,,0,,169.408,166.298,182.046,179.407,200.990,198.411
South Cuyama,"122, 33, 90",0,,0,,169.425,168.977,204.877,204.240,207.586,206.867
Eureka Peak,"345, 90, 180",0,,0,,170.144,167.492,184.376,181.930,203.083,200.395
Red Mountain,"271, 56, 90",0,,0,,170.241,169.880,213.164,213.164,215.390,215.305
San Jacinto (Stepovers Combined),"139, 90, 180",0,,0,,172.902,166.525,187.428,181.146,203.799,198.015
Elsinore (Glen Ivy) rev,"128, 90, 180",0,,0,,173.414,165.309,195.101,185.104,208.773,199.235
Pitas Point (Lower)-Montalvo,"269, 16, 90",0,,0,,175.189,174.928,216.617,216.625,217.977,217.933
Cleghorn Lake,"333, 90, 180",0,,0,,175.449,171.433,187.831,184.289,206.716,203.269
Great Valley 14 (Kettleman Hills),"125, 22, 90",0,,0,,175.835,175.771,196.968,196.949,210.808,210.788
Malibu Coast (Extension) alt 1,"274, 74, 30",0,,0,,176.123,171.795,219.833,215.809,223.704,219.465
Joshua Tree (Seismicity),"181, 90, 180",0,,0,,178.343,172.197,192.457,186.516,211.254,205.138
Redondo Canyon alt 1,"81, 90, 90",0,,0,,180.953,170.154,217.179,207.363,225.641,215.309
San Pedro Basin,"321, 88, 180",0,,0,,181.595,171.271,222.814,212.337,228.506,218.211
San Andreas (Cholame) rev,"321, 90, 180",0,,0,,183.621,174.047,203.540,192.228,211.238,200.333
Channel Islands Thrust,"264, 20, 90",0,,0,,185.226,185.000,229.148,229.155,232.001,231.969
Hartley Springs 2011 CFM,"342, 50, -90",0,,0,,185.577,176.248,221.559,212.948,240.954,232.544
La Panza 2011,"315, 51, 135",0,,0,,185.748,185.404,210.939,210.915,217.041,216.935
San Joaquin Hills,"114, 23, 90",0,,0,,186.937,186.935,213.795,213.778,226.338,226.163
Santa Ynez (West),"91, 70, 0",0,,0,,190.225,187.072,231.691,228.134,233.024,229.171
Great Valley 13 (Coalinga),"136, 15, 90",0,,0,,192.037,191.928,215.526,215.479,230.253,230.202
Elsinore (Stepovers Combined),"134, 90, 180",0,,0,,192.713,186.399,210.045,201.568,224.938,216.932
San Juan,"152, 90, 180",0,,0,,193.934,182.638,218.336,206.343,224.772,212.898
San Jacinto (Anza) rev,"126, 90, 180",0,,0,,193.941,173.528,208.573,188.039,225.495,204.343
Blue Cut,"87, 90, 0",0,,0,,196.964,186.266,211.219,200.424,229.906,219.191
Sheephole,"318, 90, 180",0,,0,,197.523,196.897,210.112,209.900,229.042,228.889
Newport-Inglewood (Offshore),"137, 90, 180",0,,0,,198.421,190.127,226.067,216.262,238.033,228.692
Pitas Point (Lower West),"273, 13, 90",0,,0,,198.867,198.768,239.618,239.602,240.549,240.532
Santa Cruz Island,"98, 90, 30",0,,0,,201.844,191.696,246.361,236.143,249.602,239.379
Oceanside alt1,"341, 23, 90",0,,0,,202.648,202.579,225.363,225.363,238.877,238.865
Elsinore (Temecula) rev,"140, 90, 180",0,,0,,202.676,192.925,218.386,210.475,233.702,225.316
Channel Islands Western Deep Ramp,"114, 21, 90",0,,0,,203.736,203.719,247.956,247.945,250.847,250.817
Los Alamos extension,"115, 30, 90",0,,0,,206.248,205.396,245.541,244.635,247.018,246.006
San Luis Range 2011 CFM,"307, 52, 90",0,,0,,207.663,207.453,239.321,239.306,243.449,243.399
East Huasna 2011 CFM,"323, 90, 180",0,,0,,207.869,196.492,241.113,229.150,244.724,232.895
Santa Ynez River,"99, 70, 45",0,,0,,208.451,204.968,247.598,243.212,249.141,244.968
San Andreas (Coachella) rev,"135, 90, 180",0,,0,,209.301,205.973,223.629,220.111,242.241,238.894
Great Valley 12,"153, 15, 90",0,,0,,213.602,213.557,239.566,239.540,255.204,255.176
San Andreas (Parkfield),"320, 90, 180",0,,0,,214.419,203.748,231.796,222.053,243.696,234.442
Santa Cruz Catalina Ridge alt1,"307, 90, 135",0,,0,,215.161,203.146,259.468,247.450,262.747,250.778
Lions Head 2011 CFM,"295, 75, 90",0,,0,,218.880,215.585,253.636,249.978,256.729,253.221
San Diego Trough north alt1,"326, 90, 180",0,,0,,219.098,211.005,251.342,241.955,261.683,252.772
Mono Lake 2011 CFM,"340, 50, -90",0,,0,,219.722,219.256,255.568,255.561,274.835,274.765
Los Alamos 2011 CFM,"120, 30, 90",0,,0,,220.415,219.500,256.046,255.078,258.979,257.909
Great Valley 11,"131, 15, 90",0,,0,,224.261,224.221,251.917,251.895,268.223,268.198
Oceanic - West Huasna,"316, 58, 135",0,,0,,227.023,226.882,253.337,253.025,259.706,259.130
San Jacinto (Clark) rev,"124, 90, 180",0,,0,,230.104,223.026,244.750,237.624,262.588,255.705
San Jacinto (Coyote Creek),"133, 90, 180",0,,0,,231.431,225.797,246.087,240.409,263.837,258.431
San Andreas (Creeping Section) 2011 CFM,"317, 90, 180",0,,0,,233.120,223.600,254.519,245.976,268.098,260.028
Earthquake Valley (No  Extension),"131, 90, 180",0,,0,,234.433,227.202,249.056,241.861,265.872,259.006
San Luis Range - Oceano 2011 CFM,"313, 45, 90",0,,0,,235.016,234.811,258.651,258.618,265.569,265.503
Elsinore (Julian),"306, 84, 180",0,,0,,235.047,228.649,249.142,243.226,265.563,259.772
Casmalia 2011 CFM,"123, 75, 90",0,,0,,237.656,231.859,268.665,262.118,273.413,266.916
Los Osos 2011,"119, 45, 90",0,,0,,239.057,238.932,261.305,260.979,268.809,268.430
Rinconada 2011 CFM,"146, 82, 180",0,,0,,240.575,232.409,258.222,249.105,267.099,258.092
Santa Rosa Island,"271, 90, 30",0,,0,,241.993,234.378,285.214,277.170,287.207,278.900
Great Valley 10 (Panoche),"152, 15, 90",0,,0,,244.153,244.109,272.824,272.796,289.497,289.467
Thirty Mile Bank,"321, 24, 90",0,,0,,245.056,244.967,272.789,272.790,284.847,284.845
Robinson Creek,"27, 50, -90",0,,0,,246.395,246.225,282.519,282.511,301.884,301.834
San Clemente,"317, 88, 180",0,,0,,248.039,238.148,285.917,275.575,293.662,283.575
Rose Canyon,"338, 90, 180",0,,0,,251.160,248.674,270.625,266.166,285.212,281.223
Great Valley 09 (Laguna Seca),"147, 25, 90",0,,0,,257.699,257.665,287.777,287.758,305.008,304.987
Carlsbad,"341, 37, 90",0,,0,,257.786,257.751,278.057,278.057,292.445,292.425
Ortigalita (South),"152, 90, 180",0,,0,,259.664,250.322,288.011,279.348,304.505,296.147
Earthquake Valley,"127, 90, 180",0,,0,,261.065,253.797,275.736,268.461,293.130,286.109
San Luis Range - Pecho 2011 CFM,"313, 90, 90",0,,0,,261.235,251.903,284.288,273.585,291.541,281.212
Shoreline,"308, 90, 180",0,,0,,264.630,256.314,285.393,275.448,293.359,283.858
Brawley (Seismic Zone) alt 1,"160, 90, 180",0,,0,,268.171,266.111,282.250,280.355,301.075,299.053
Hosgri,"328, 80, 180",0,,0,,268.430,261.753,294.301,287.584,301.011,294.229
Hosgri (Extension),"349, 80, 180",0,,0,,268.435,260.728,295.646,288.180,301.790,294.227
San Jacinto (Borrego),"133, 90, 180",0,,0,,269.604,264.801,284.168,279.283,302.354,297.665
Calaveras (So) - Paicines extension 2011 CFM,"141, 77, 180",0,,0,,270.133,264.343,296.304,291.088,311.954,306.885
Earthquake Valley (So Extension),"114, 90, 180",0,,0,,277.187,268.301,291.848,282.939,309.542,300.818
Coronado Bank alt1,"150, 90, 180",0,,0,,278.580,250.452,299.668,274.834,313.883,288.021
Antelope Valley 2011,"343, 50, -90",0,,0,,285.801,285.655,321.826,321.820,341.107,341.063
Great Valley 08 (Quinto),"151, 25, 90",0,,0,,287.598,287.528,319.238,319.195,337.172,337.032
Elsinore (Coyote Mountains),"305, 82, 180",0,,0,,288.651,283.982,303.154,298.611,320.964,316.545
Ortigalita (North),"326, 90, 180",0,,0,,289.483,282.210,320.446,313.802,337.989,331.614
Elmore Ranch,"220, 90, 0",0,,0,,290.304,278.983,304.385,293.120,323.209,311.908
Reliz 2011 CFM,"134, 58, 180",0,,0,,293.782,292.043,317.560,316.012,332.083,330.516
Quien Sabe 2011 CFM,"144, 85, 180",0,,0,,296.094,289.124,324.908,318.560,341.636,335.460
Superstition Hills,"130, 90, 180",0,,0,,298.841,294.122,313.261,308.435,331.749,327.065
Great Valley 07 (Orestimba),"141, 20, 90",0,,0,,300.155,300.119,332.770,332.748,350.992,350.968
San Jacinto (Superstition Mtn),"120, 90, 180",0,,0,,300.294,293.443,314.762,307.825,333.170,326.371
Calaveras (So) 2011 CFM,"336, 85, 180",0,,0,,313.859,306.081,343.044,335.727,359.822,352.690
Carson Range (Genoa),"355, 50, -90",0,,0,,316.505,316.362,352.838,352.819,372.288,372.234
Sargent 2011 CFM,"122, 90, 180",0,,0,,316.612,312.943,346.012,343.099,362.855,360.272
Monterey Bay-Tularcitos,"319, 90, 150",0,,0,,316.877,308.301,341.983,334.121,356.935,349.410
Zayante-Vergeles 2011 CFM,"119, 30, 150",0,,0,,319.946,319.783,348.718,348.512,365.384,365.060
San Andreas (Santa Cruz Mts) 2011 CFM,"131, 79, 180",0,,0,,320.666,316.380,349.459,345.722,366.132,362.540
Imperial,"325, 82, 180",0,,0,,324.361,323.674,338.471,337.751,357.232,356.580
San Diego Trough south,"134, 90, 180",0,,0,,327.703,320.252,347.715,339.087,362.315,353.970
Calaveras (Central) 2011 CFM,"329, 77, 180",0,,0,,329.269,322.516,359.795,352.551,377.151,369.660
Laguna Salada,"311, 90, 180",0,,0,,330.400,325.348,344.918,339.790,363.220,358.244
San Gregorio (South) 2011 CFM,"332, 75, 180",0,,0,,331.980,327.934,355.198,351.415,369.319,365.608
Greenville (So) 2011 CFM,"347, 87, 180",0,,0,,333.304,324.391,364.991,356.461,382.829,374.431
West Tahoe,"350, 50, -90",0,,0,,333.574,333.435,370.040,370.019,389.572,389.517
Silver Creek 2011 CFM,"322, 75, 180",0,,0,,343.045,340.460,374.114,371.810,391.687,389.462
Hayward (So) extension 2011 CFM,"326, 48, 135",0,,0,,346.430,346.415,377.923,377.909,395.643,395.618
Cerro Prieto,"131, 90, 180",0,,0,,348.780,344.335,363.157,358.613,381.709,377.283
Greenville (No) 2011 CFM,"324, 84, 180",0,,0,,349.560,345.102,382.332,378.377,400.707,396.832
Monte Vista - Shannon 2011 CFM,"122, 61, 90",0,,0,,355.566,354.701,386.474,385.402,404.014,402.754
Hayward (So) 2011 CFM,"322, 76, 180",0,,0,,365.202,362.736,397.150,394.985,415.124,413.001
North Tahoe 2011 CFM,"17, 50, -90",0,,0,,365.931,365.811,402.229,402.217,421.638,421.596
Incline Village 2011 CFM,"17, 50, -90",0,,0,,366.325,366.236,402.613,402.596,421.976,421.944
Butano 2011 CFM,"297, 70, 135",0,,0,,367.157,366.739,397.560,397.314,414.838,414.610
Las Positas,"231, 90, 45",0,,0,,370.143,359.226,403.565,392.442,422.069,410.866
Mission (connected) 2011 CFM,"134, 90, 180",0,,0,,370.365,365.854,402.561,398.556,420.561,416.762
Calaveras (No) 2011 CFM,"155, 80, 180",0,,0,,370.387,364.157,402.561,396.658,420.627,414.780
Great Valley 06 (Midland) 2011 CFM alt1,"167, 47, 90",0,,0,,375.249,375.179,409.287,409.228,428.104,427.986
San Andreas (Peninsula) 2011 CFM,"324, 90, 180",0,,0,,375.865,368.532,406.325,399.499,423.563,416.963
Mount Diablo Thrust South,"294, 40, 90",0,,0,,379.796,379.663,413.178,413.052,431.722,431.537
Swain Ravine - Spenceville,"333, 60, -90",0,,0,,382.701,382.591,419.285,419.256,439.009,438.960
San Gregorio (North) 2011 CFM,"159, 90, 180",0,,0,,382.927,372.709,411.262,401.438,427.556,417.918
Mount Diablo Thrust North CFM,"318, 40, 90",0,,0,,386.659,386.515,420.449,420.420,439.180,439.116
Canada David (Detachment),"165, 37, -90",0,,0,,387.089,386.916,401.432,401.424,419.782,419.748
Clayton,"142, 90, 180",0,,0,,391.486,386.623,425.289,420.808,443.941,439.618
Polaris 2011 CFM,"155, 81, 180",0,,0,,393.046,391.394,429.468,427.804,448.933,447.182
Pilarcitos 2011 CFM,"316, 81, 180",0,,0,,393.159,389.392,424.156,420.760,441.634,438.382
Great Valley 05 Pittsburg - Kirby Hills alt1,"348, 55, 180",0,,0,,399.633,399.532,434.027,433.982,452.951,452.896
Los Medanos - Roe Island,"309, 39, 90",0,,0,,400.813,400.667,435.305,435.282,454.326,454.262
Concord 2011 CFM,"152, 90, 180",0,,0,,404.616,397.909,438.345,431.981,456.962,450.742
Franklin 2011 CFM,"326, 90, 180",0,,0,,406.142,400.208,439.603,434.042,458.109,452.703
Dog Valley,"39, 90, 0",0,,0,,406.461,395.239,442.983,431.711,462.433,451.129
Contra Costa (Lafayette) 2011 CFM,"346, 90, 180",0,,0,,410.319,401.128,443.729,434.820,462.212,453.423
Hayward (No) 2011 CFM,"331, 82, 180",0,,0,,412.957,408.154,445.981,441.481,464.335,459.930
Contra Costa Shear Zone (connector) 2011 CFM,"157, 81, 180",0,,0,,414.222,407.802,447.795,441.299,466.421,459.818
Last Chance,"358, 50, -90",0,,0,,415.693,415.530,451.459,451.437,470.581,470.506
Green Valley 2011 CFM,"164, 84, 180",0,,0,,419.756,412.438,453.796,446.725,472.613,465.570
Great Valley 04b Gordon Valley,"162, 20, 90",0,,0,,422.719,422.633,457.612,457.552,476.711,476.649
Mohawk Valley 2011 CFM,"328, 90, 180",0,,0,,424.257,424.175,460.792,460.763,480.250,480.215
Great Valley 03a Dunnigan Hills,"330, 20, 90",0,,0,,436.122,436.088,471.962,471.931,491.417,491.382
West Napa 2011 CFM,"151, 75, 180",0,,0,,438.149,434.114,472.344,468.514,491.218,487.400
Point Reyes 2011 connector,"320, 53, 90",0,,0,,439.967,439.896,472.253,472.208,490.257,490.211
Great Valley 04a Trout Creek,"155, 20, 90",0,,0,,441.708,441.631,477.081,477.029,496.365,496.311
Hunting Creek - Berryessa 2011 CFM,"332, 90, 180",0,,0,,450.756,444.800,485.649,479.946,504.731,499.130
Rodgers Creek - Healdsburg 2011 CFM,"324, 77, 180",0,,0,,452.147,449.738,486.124,483.925,504.875,502.720
Great Valley 03 Mysterious Ridge,"157, 20, 90",0,,0,,455.523,455.446,491.137,491.084,510.512,510.457
