Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
San Jacinto (San Bernardino),"138, 90, 180",0,,0,,144.738,137.751,146.279,137.866,160.365,152.689
Sierra Madre,"288, 53, 90",0,,0,,145.508,145.098,153.067,152.917,163.704,163.669
San Jacinto (Lytle Creek connector),"135, 90, 180",0,,0,,146.550,138.942,148.101,139.163,162.186,153.936
Santa Susana alt 1,"278, 55, 30",0,,0,,149.317,148.748,162.636,162.631,167.545,167.452
San Cayetano,"273, 42, 90",0,,0,,149.842,149.308,164.267,164.271,167.627,167.443
Deep Springs,"205, 50, -90",0,,0,,149.851,149.069,149.904,149.097,167.784,166.771
Owens Valley Keough Hot Springs,"340, 50, -90",0,,0,,150.176,149.751,152.866,152.543,171.523,171.407
Big Pine (East),"248, 73, 45",0,,0,,150.583,149.556,163.081,162.498,164.478,163.660
Bullion Mountains,"320, 90, 180",0,,0,,151.771,151.663,151.771,151.663,170.768,170.672
Holser alt 1,"99, 58, 90",0,,0,,152.421,150.176,166.432,164.334,171.420,168.872
Verdugo,"301, 55, 90",0,,0,,152.518,152.106,164.437,164.437,170.807,170.766
Mission Hills 2011,"277, 55, 90",0,,0,,153.104,152.691,165.557,165.554,171.436,171.394
Death Valley (Fish Lake Valley),"322, 90, -150",0,,0,,155.149,147.651,155.149,147.651,170.509,163.730
Northridge,"111, 35, 90",0,,0,,155.710,155.653,167.925,167.922,174.344,174.311
San Andreas (North Branch Mill Creek),"114, 76, 180",0,,0,,156.219,149.334,156.219,149.334,172.195,165.234
Raymond,"258, 79, 60",0,,0,,156.973,151.363,164.210,159.442,174.427,169.317
Fontana (Seismicity),"223, 80, 0",0,,0,,156.995,151.910,157.112,153.190,171.794,167.438
Santa Susana East (connector),"108, 55, 90",0,,0,,157.246,155.691,170.215,168.761,176.234,174.390
San Jose,"244, 74, 30",0,,0,,157.593,154.760,161.293,159.154,173.919,171.577
Kickapoo,"3, 90, 180",0,,0,,158.532,152.097,158.532,152.097,177.388,170.768
San Andreas (San Bernardino S),"120, 90, 180",0,,0,,158.941,149.214,158.941,149.214,174.851,165.578
Del Valle,"106, 73, 90",0,,0,,159.514,153.087,174.643,168.311,178.390,171.637
Santa Ynez (East),"82, 70, 0",0,,0,,160.061,156.671,174.610,171.025,177.496,173.507
Puente Hills,"290, 25, 90",0,,0,,161.528,161.239,171.521,171.526,179.674,179.664
Elysian Park (Upper),"285, 50, 90",0,,0,,162.205,161.781,170.176,170.177,179.878,179.827
Round Valley,"340, 50, -90",0,,0,,162.568,162.045,166.054,166.053,185.199,185.131
San Pedro Escarpment,"308, 17, 90",0,,0,,163.689,163.197,174.793,174.795,181.873,181.799
Oak Ridge (Onshore),"71, 65, 90",0,,0,,164.197,161.746,179.360,177.002,183.016,180.271
Hollywood,"255, 70, 30",0,,0,,164.869,164.272,174.509,174.494,182.807,182.688
Fish Slough 2011 CFM,"181, 60, -90",0,,0,,165.626,163.376,168.335,165.751,187.309,184.432
Lost Hills,"143, 29, 90",0,,0,,165.780,165.741,181.424,181.398,191.325,191.260
Big Pine (Central),"78, 76, 90",0,,0,,166.857,164.000,180.211,176.941,181.973,178.230
North Salt Lake,"253, 54, 90",0,,0,,166.953,166.413,177.801,177.794,185.090,184.993
Morales (East),"284, 32, 90",0,,0,,167.043,166.907,181.253,181.250,185.051,185.047
Simi-Santa Rosa,"255, 60, 30",0,,0,,167.287,167.058,182.122,182.126,185.674,185.673
Compton,"304, 20, 90",0,,0,,168.717,168.270,180.580,180.585,186.996,186.936
Elysian Park (Lower CFM),"303, 22, 90",0,,0,,168.746,168.361,178.572,178.575,186.821,186.780
San Gorgonio Pass,"281, 60, 90",0,,0,,168.900,168.864,168.900,168.864,185.778,185.615
Mission Creek,"275, 65, 180",0,,0,,169.155,169.106,169.155,169.106,186.920,186.776
Richfield,"263, 28, 90",0,,0,,169.889,169.617,174.947,174.947,186.805,186.792
Chino alt 1,"146, 50, 150",0,,0,,170.577,170.002,174.921,174.307,187.693,186.817
San Andreas (Carrizo) rev,"134, 90, 180",0,,0,,171.356,159.454,185.179,173.356,187.552,176.027
San Vicente,"277, 66, 90",0,,0,,172.500,171.953,182.448,182.436,190.522,190.417
San Jacinto (San Jacinto Valley) rev,"133, 90, 180",0,,0,,173.583,165.562,173.583,165.562,189.314,181.823
Whittier alt 1,"294, 70, 150",0,,0,,174.446,172.750,181.674,180.192,192.044,190.570
Ventura-Pitas Point,"257, 64, 60",0,,0,,177.162,176.781,191.405,191.411,194.253,194.133
Santa Monica alt 1,"253, 75, 30",0,,0,,178.225,175.617,189.208,187.375,196.362,194.241
Pinto Mtn,"87, 90, 0",0,,0,,178.563,167.074,178.563,167.074,196.644,185.262
Morales (West),"319, 32, 90",0,,0,,179.663,179.531,194.114,194.105,198.517,198.506
Peralta Hills,"273, 50, 90",0,,0,,180.843,180.525,184.634,184.634,197.313,197.286
Santa Monica Bay,"314, 20, 90",0,,0,,180.973,180.380,193.450,193.437,199.208,199.083
Burnt Mtn,"175, 67, 180",0,,0,,181.146,181.143,181.146,181.143,199.767,199.700
San Andreas (San Gorgonio Pass-Garnet HIll),"290, 58, 180",0,,0,,181.178,181.178,181.178,181.178,198.918,198.908
Yorba Linda,"63, 90, 90",0,,0,,181.555,171.304,185.479,176.057,198.248,188.283
Great Valley 14 (Kettleman Hills),"125, 22, 90",0,,0,,181.729,181.607,196.968,196.949,210.808,210.788
Cleghorn Pass,"330, 90, 180",0,,0,,182.046,179.407,182.046,179.407,200.990,198.411
Newport-Inglewood alt 1,"319, 88, 180",0,,0,,182.880,172.924,193.490,183.347,201.177,191.380
Sisar,"78, 29, 90",0,,0,,182.898,182.339,197.479,196.916,200.330,199.573
Eureka Peak,"345, 90, 180",0,,0,,184.376,181.930,184.376,181.930,203.083,200.395
Ozena,"126, 33, 90",0,,0,,185.849,184.922,198.713,197.798,200.085,199.001
Mission Ridge-Arroyo Parida-Santa Ana,"86, 70, 90",0,,0,,186.342,182.767,200.581,196.828,203.078,198.974
Big Pine (West),"272, 50, 90",0,,0,,187.245,187.024,200.030,200.027,200.876,200.852
San Jacinto (Stepovers Combined),"139, 90, 180",0,,0,,187.428,181.146,187.428,181.146,203.799,198.015
Malibu Coast alt 1,"273, 75, 30",0,,0,,187.794,182.768,199.751,195.006,206.410,201.433
Cleghorn Lake,"333, 90, 180",0,,0,,187.831,184.289,187.831,184.289,206.716,203.269
San Andreas (Cholame) rev,"321, 90, 180",0,,0,,188.132,176.763,203.540,192.228,211.238,200.333
Anaheim,"315, 71, 90",0,,0,,188.973,186.398,195.786,193.375,206.442,204.108
Anacapa-Dume alt 1,"264, 45, 60",0,,0,,189.232,188.839,202.593,202.595,207.596,207.542
South Cuyama,"122, 33, 90",0,,0,,190.939,190.266,204.877,204.240,207.586,206.867
Joshua Tree (Seismicity),"181, 90, 180",0,,0,,192.457,186.516,192.457,186.516,211.254,205.138
Elsinore (Glen Ivy) rev,"128, 90, 180",0,,0,,192.650,183.488,195.101,185.104,208.773,199.235
Hilton Creek 2011 CFM,"327, 50, -90",0,,0,,195.394,193.241,199.972,197.823,219.441,217.147
La Panza 2011,"315, 51, 135",0,,0,,196.244,195.856,210.939,210.915,217.041,216.935
Palos Verdes,"322, 90, 180",0,,0,,196.808,186.147,208.687,197.556,215.450,204.741
Red Mountain,"271, 56, 90",0,,0,,199.375,199.082,213.164,213.164,215.390,215.305
Great Valley 13 (Coalinga),"136, 15, 90",0,,0,,200.587,200.417,215.526,215.479,230.253,230.202
San Juan,"152, 90, 180",0,,0,,203.169,191.163,218.336,206.343,224.772,212.898
Pitas Point (Lower)-Montalvo,"269, 16, 90",0,,0,,203.754,203.544,216.617,216.625,217.977,217.933
Malibu Coast (Extension) alt 1,"274, 74, 30",0,,0,,205.096,200.847,219.833,215.809,223.704,219.465
Redondo Canyon alt 1,"81, 90, 90",0,,0,,207.239,196.818,217.179,207.363,225.641,215.309
San Jacinto (Anza) rev,"126, 90, 180",0,,0,,208.573,188.039,208.573,188.039,225.495,204.343
San Joaquin Hills,"114, 23, 90",0,,0,,209.193,209.187,213.795,213.778,226.338,226.163
Elsinore (Stepovers Combined),"134, 90, 180",0,,0,,209.773,201.568,210.045,201.568,224.938,216.932
San Pedro Basin,"321, 88, 180",0,,0,,209.976,199.507,222.814,212.337,228.506,218.211
Sheephole,"318, 90, 180",0,,0,,210.112,209.900,210.112,209.900,229.042,228.889
Blue Cut,"87, 90, 0",0,,0,,211.219,200.424,211.219,200.424,229.906,219.191
Channel Islands Thrust,"264, 20, 90",0,,0,,214.570,214.388,229.148,229.155,232.001,231.969
San Andreas (Parkfield),"320, 90, 180",0,,0,,216.148,206.455,231.796,222.053,243.696,234.442
Hartley Springs 2011 CFM,"342, 50, -90",0,,0,,217.249,206.881,221.559,212.948,240.954,232.544
Elsinore (Temecula) rev,"140, 90, 180",0,,0,,218.386,210.102,218.386,210.475,233.702,225.316
Santa Ynez (West),"91, 70, 0",0,,0,,218.770,215.432,231.691,228.134,233.024,229.171
Newport-Inglewood (Offshore),"137, 90, 180",0,,0,,220.816,211.736,226.067,216.262,238.033,228.692
Oceanside alt1,"341, 23, 90",0,,0,,222.610,222.554,225.363,225.363,238.877,238.865
San Andreas (Coachella) rev,"135, 90, 180",0,,0,,223.629,220.111,223.629,220.111,242.241,238.894
Great Valley 12,"153, 15, 90",0,,0,,224.951,224.871,239.566,239.540,255.204,255.176
San Luis Range 2011 CFM,"307, 52, 90",0,,0,,224.995,224.756,239.321,239.306,243.449,243.399
East Huasna 2011 CFM,"323, 90, 180",0,,0,,226.717,214.728,241.113,229.150,244.724,232.895
Pitas Point (Lower West),"273, 13, 90",0,,0,,226.898,226.782,239.618,239.602,240.549,240.532
Santa Cruz Island,"98, 90, 30",0,,0,,231.151,221.057,246.361,236.143,249.602,239.379
Los Alamos extension,"115, 30, 90",0,,0,,231.997,231.075,245.541,244.635,247.018,246.006
Channel Islands Western Deep Ramp,"114, 21, 90",0,,0,,233.123,233.107,247.956,247.945,250.847,250.817
Santa Ynez River,"99, 70, 45",0,,0,,234.022,229.498,247.598,243.212,249.141,244.968
Great Valley 11,"131, 15, 90",0,,0,,237.673,237.599,251.917,251.895,268.223,268.198
Oceanic - West Huasna,"316, 58, 135",0,,0,,238.201,237.904,253.337,253.025,259.706,259.130
San Andreas (Creeping Section) 2011 CFM,"317, 90, 180",0,,0,,239.132,230.708,254.519,245.976,268.098,260.028
Lions Head 2011 CFM,"295, 75, 90",0,,0,,239.624,235.695,253.636,249.978,256.729,253.221
Los Alamos 2011 CFM,"120, 30, 90",0,,0,,241.916,240.936,256.046,255.078,258.979,257.909
Rinconada 2011 CFM,"146, 82, 180",0,,0,,242.645,233.500,258.222,249.105,267.099,258.092
San Luis Range - Oceano 2011 CFM,"313, 45, 90",0,,0,,243.564,243.325,258.651,258.618,265.569,265.503
San Diego Trough north alt1,"326, 90, 180",0,,0,,243.744,235.029,251.342,241.955,261.683,252.772
Santa Cruz Catalina Ridge alt1,"307, 90, 135",0,,0,,244.360,232.348,259.468,247.450,262.747,250.778
San Jacinto (Clark) rev,"124, 90, 180",0,,0,,244.750,237.624,244.750,237.624,262.588,255.705
Los Osos 2011,"119, 45, 90",0,,0,,245.923,245.578,261.305,260.979,268.809,268.430
San Jacinto (Coyote Creek),"133, 90, 180",0,,0,,246.087,240.409,246.087,240.409,263.837,258.431
Earthquake Valley (No  Extension),"131, 90, 180",0,,0,,249.056,241.861,249.056,241.861,265.872,259.006
Elsinore (Julian),"306, 84, 180",0,,0,,249.142,243.226,249.142,243.226,265.563,259.772
Mono Lake 2011 CFM,"340, 50, -90",0,,0,,251.554,250.558,255.568,255.561,274.835,274.765
Casmalia 2011 CFM,"123, 75, 90",0,,0,,253.770,247.213,268.665,262.118,273.413,266.916
Great Valley 10 (Panoche),"152, 15, 90",0,,0,,258.822,258.747,272.824,272.796,289.497,289.467
Thirty Mile Bank,"321, 24, 90",0,,0,,267.688,267.614,272.789,272.790,284.847,284.845
San Luis Range - Pecho 2011 CFM,"313, 90, 90",0,,0,,268.911,258.150,284.288,273.585,291.541,281.212
Rose Canyon,"338, 90, 180",0,,0,,269.624,266.093,270.625,266.166,285.212,281.223
Shoreline,"308, 90, 180",0,,0,,269.900,259.900,285.393,275.448,293.359,283.858
Santa Rosa Island,"271, 90, 30",0,,0,,271.197,263.442,285.214,277.170,287.207,278.900
Ortigalita (South),"152, 90, 180",0,,0,,273.840,265.392,288.011,279.348,304.505,296.147
Great Valley 09 (Laguna Seca),"147, 25, 90",0,,0,,274.207,274.143,287.777,287.758,305.008,304.987
San Clemente,"317, 88, 180",0,,0,,275.160,265.060,285.917,275.575,293.662,283.575
Earthquake Valley,"127, 90, 180",0,,0,,275.736,268.461,275.736,268.461,293.130,286.109
Carlsbad,"341, 37, 90",0,,0,,276.703,276.674,278.057,278.057,292.445,292.425
Robinson Creek,"27, 50, -90",0,,0,,277.948,277.721,282.519,282.511,301.884,301.834
Hosgri,"328, 80, 180",0,,0,,279.053,272.132,294.301,287.584,301.011,294.229
Hosgri (Extension),"349, 80, 180",0,,0,,280.542,273.048,295.646,288.180,301.790,294.227
Calaveras (So) - Paicines extension 2011 CFM,"141, 77, 180",0,,0,,281.608,276.512,296.304,291.088,311.954,306.885
Brawley (Seismic Zone) alt 1,"160, 90, 180",0,,0,,282.250,280.355,282.250,280.355,301.075,299.053
San Jacinto (Borrego),"133, 90, 180",0,,0,,284.168,279.283,284.168,279.283,302.354,297.665
Earthquake Valley (So Extension),"114, 90, 180",0,,0,,291.848,282.939,291.848,282.939,309.542,300.818
Coronado Bank alt1,"150, 90, 180",0,,0,,297.970,271.425,299.668,274.834,313.883,288.021
Reliz 2011 CFM,"134, 58, 180",0,,0,,302.424,300.898,317.560,316.012,332.083,330.516
Elsinore (Coyote Mountains),"305, 82, 180",0,,0,,303.154,298.611,303.154,298.611,320.964,316.545
Elmore Ranch,"220, 90, 0",0,,0,,304.385,293.120,304.385,293.120,323.209,311.908
Great Valley 08 (Quinto),"151, 25, 90",0,,0,,306.218,306.171,319.238,319.195,337.172,337.032
Ortigalita (North),"326, 90, 180",0,,0,,307.116,300.751,320.446,313.802,337.989,331.614
Quien Sabe 2011 CFM,"144, 85, 180",0,,0,,310.841,304.682,324.908,318.560,341.636,335.460
Superstition Hills,"130, 90, 180",0,,0,,313.261,308.435,313.261,308.435,331.749,327.065
San Jacinto (Superstition Mtn),"120, 90, 180",0,,0,,314.762,307.825,314.762,307.825,333.170,326.371
Antelope Valley 2011,"343, 50, -90",0,,0,,317.472,317.274,321.826,321.820,341.107,341.063
Great Valley 07 (Orestimba),"141, 20, 90",0,,0,,320.239,320.179,332.770,332.748,350.992,350.968
Monterey Bay-Tularcitos,"319, 90, 150",0,,0,,327.031,319.309,341.983,334.121,356.935,349.410
Calaveras (So) 2011 CFM,"336, 85, 180",0,,0,,329.159,321.898,343.044,335.727,359.822,352.690
Sargent 2011 CFM,"122, 90, 180",0,,0,,332.090,329.437,346.012,343.099,362.855,360.272
Zayante-Vergeles 2011 CFM,"119, 30, 150",0,,0,,334.614,334.384,348.718,348.512,365.384,365.060
San Andreas (Santa Cruz Mts) 2011 CFM,"131, 79, 180",0,,0,,335.361,331.783,349.459,345.722,366.132,362.540
Imperial,"325, 82, 180",0,,0,,338.471,337.751,338.471,337.751,357.232,356.580
San Gregorio (South) 2011 CFM,"332, 75, 180",0,,0,,340.101,336.208,355.198,351.415,369.319,365.608
Laguna Salada,"311, 90, 180",0,,0,,344.918,339.790,344.918,339.790,363.220,358.244
Calaveras (Central) 2011 CFM,"329, 77, 180",0,,0,,346.398,338.842,359.795,352.551,377.151,369.660
San Diego Trough south,"134, 90, 180",0,,0,,346.661,338.585,347.715,339.087,362.315,353.970
Carson Range (Genoa),"355, 50, -90",0,,0,,347.731,347.539,352.838,352.819,372.288,372.234
Greenville (So) 2011 CFM,"347, 87, 180",0,,0,,352.058,343.582,364.991,356.461,382.829,374.431
Silver Creek 2011 CFM,"322, 75, 180",0,,0,,360.915,358.587,374.114,371.810,391.687,389.462
Cerro Prieto,"131, 90, 180",0,,0,,363.157,358.613,363.157,358.613,381.709,377.283
West Tahoe,"350, 50, -90",0,,0,,364.507,364.320,370.040,370.019,389.572,389.517
Hayward (So) extension 2011 CFM,"326, 48, 135",0,,0,,364.769,364.743,377.923,377.909,395.643,395.618
Greenville (No) 2011 CFM,"324, 84, 180",0,,0,,370.108,366.129,382.332,378.377,400.707,396.832
Monte Vista - Shannon 2011 CFM,"122, 61, 90",0,,0,,373.069,371.896,386.474,385.402,404.014,402.754
Butano 2011 CFM,"297, 70, 135",0,,0,,384.101,383.757,397.560,397.314,414.838,414.610
Hayward (So) 2011 CFM,"322, 76, 180",0,,0,,384.400,382.156,397.150,394.985,415.124,413.001
Mission (connected) 2011 CFM,"134, 90, 180",0,,0,,389.698,385.959,402.561,398.556,420.561,416.762
Calaveras (No) 2011 CFM,"155, 80, 180",0,,0,,389.702,383.957,402.561,396.658,420.627,414.780
Las Positas,"231, 90, 45",0,,0,,391.380,380.148,403.565,392.442,422.069,410.866
San Andreas (Peninsula) 2011 CFM,"324, 90, 180",0,,0,,392.716,386.094,406.325,399.499,423.563,416.963
San Gregorio (North) 2011 CFM,"159, 90, 180",0,,0,,396.974,387.270,411.262,401.438,427.556,417.918
North Tahoe 2011 CFM,"17, 50, -90",0,,0,,397.225,397.061,402.229,402.217,421.638,421.596
Great Valley 06 (Midland) 2011 CFM alt1,"167, 47, 90",0,,0,,397.521,397.464,409.287,409.228,428.104,427.986
Incline Village 2011 CFM,"17, 50, -90",0,,0,,397.689,397.562,402.613,402.596,421.976,421.944
Mount Diablo Thrust South,"294, 40, 90",0,,0,,400.968,400.848,413.178,413.052,431.722,431.537
Canada David (Detachment),"165, 37, -90",0,,0,,401.432,401.424,401.432,401.424,419.782,419.748
Mount Diablo Thrust North CFM,"318, 40, 90",0,,0,,408.734,408.543,420.449,420.420,439.180,439.116
Pilarcitos 2011 CFM,"316, 81, 180",0,,0,,410.827,407.504,424.156,420.760,441.634,438.382
Swain Ravine - Spenceville,"333, 60, -90",0,,0,,411.193,411.043,419.285,419.256,439.009,438.960
Clayton,"142, 90, 180",0,,0,,413.334,409.134,425.289,420.808,443.941,439.618
Great Valley 05 Pittsburg - Kirby Hills alt1,"348, 55, 180",0,,0,,422.640,422.504,434.027,433.982,452.951,452.896
Los Medanos - Roe Island,"309, 39, 90",0,,0,,424.131,423.937,435.305,435.282,454.326,454.262
Polaris 2011 CFM,"155, 81, 180",0,,0,,424.210,422.633,429.468,427.804,448.933,447.182
Concord 2011 CFM,"152, 90, 180",0,,0,,426.331,420.215,438.345,431.981,456.962,450.742
Franklin 2011 CFM,"326, 90, 180",0,,0,,427.414,422.106,439.603,434.042,458.109,452.703
Contra Costa (Lafayette) 2011 CFM,"346, 90, 180",0,,0,,431.505,422.787,443.729,434.820,462.212,453.423
Hayward (No) 2011 CFM,"331, 82, 180",0,,0,,433.655,429.211,445.981,441.481,464.335,459.930
Contra Costa Shear Zone (connector) 2011 CFM,"157, 81, 180",0,,0,,435.689,429.135,447.795,441.299,466.421,459.818
Dog Valley,"39, 90, 0",0,,0,,437.480,426.360,442.983,431.711,462.433,451.129
Green Valley 2011 CFM,"164, 84, 180",0,,0,,442.004,435.109,453.796,446.725,472.613,465.570
Great Valley 04b Gordon Valley,"162, 20, 90",0,,0,,446.576,446.464,457.612,457.552,476.711,476.649
Last Chance,"358, 50, -90",0,,0,,447.563,447.353,451.459,451.437,470.581,470.506
Mohawk Valley 2011 CFM,"328, 90, 180",0,,0,,455.243,454.894,460.792,460.763,480.250,480.215
Point Reyes 2011 connector,"320, 53, 90",0,,0,,459.452,459.355,472.253,472.208,490.257,490.211
West Napa 2011 CFM,"151, 75, 180",0,,0,,460.654,456.971,472.344,468.514,491.218,487.400
Great Valley 03a Dunnigan Hills,"330, 20, 90",0,,0,,461.924,461.877,471.962,471.931,491.417,491.382
Great Valley 04a Trout Creek,"155, 20, 90",0,,0,,466.517,466.415,477.081,477.029,496.365,496.311
Rodgers Creek - Healdsburg 2011 CFM,"324, 77, 180",0,,0,,474.404,472.207,486.124,483.925,504.875,502.720
Hunting Creek - Berryessa 2011 CFM,"332, 90, 180",0,,0,,474.511,469.061,485.649,479.946,504.731,499.130
San Andreas (North Coast) 2011 CFM,"325, 90, 180",0,,0,,478.307,472.611,490.916,485.010,509.123,503.373
