Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Helendale-So Lockhart,"321, 90, 180",0,,0,,50.353,44.098,58.937,49.565,73.268,66.331
Nelson Lake,"96, 90, 0",0,,0,,50.361,48.070,50.361,48.070,73.166,68.884
Paradise,"347, 90, 180",0,,0,,51.410,43.108,51.410,43.108,74.501,66.697
Kern Canyon (North Kern) 2011,"360, 60, -90",0,,0,,52.371,50.809,61.619,61.555,80.731,80.684
Towne Pass,"195, 50, -90",0,,0,,52.890,52.879,52.890,52.879,60.081,59.947
Coyote Canyon,"88, 90, 0",0,,0,,63.788,58.264,63.788,58.264,87.036,80.406
Death Valley (Black Mtns Frontal),"167, 60, -150",0,,0,,64.955,64.937,64.955,64.937,74.944,74.812
Hunter Mountain-Saline Valley,"317, 90, -150",0,,0,,67.296,56.120,67.296,56.120,78.073,68.196
Breckenridge 2011,"7, 60, -90",0,,0,,69.737,68.575,81.551,81.509,84.024,83.988
Independence rev 2011,"337, 50, -90",0,,0,,70.146,69.475,72.784,72.406,92.327,92.244
Death Valley (So),"321, 90, 180",0,,0,,72.291,60.730,72.291,60.730,83.702,73.415
White Wolf,"51, 75, 60",0,,0,,75.716,74.922,88.087,88.001,88.535,88.068
Coyote Lake,"75, 90, 0",0,,0,,76.606,65.426,76.606,65.426,100.014,88.936
Garlic Springs,"130, 90, 180",0,,0,,77.007,76.247,77.007,76.247,100.295,99.828
Bicycle Lake,"107, 90, 0",0,,0,,77.705,76.127,77.705,76.127,100.814,98.162
Calico-Hidalgo,"322, 90, 180",0,,0,,81.788,81.506,81.788,81.506,105.046,104.949
Tin Mountain,"193, 50, -90",0,,0,,90.827,90.748,90.827,90.748,106.481,105.098
Baker,"331, 90, 180",0,,0,,93.824,83.804,93.824,83.804,112.452,103.406
Camp Rock 2011,"316, 90, 180",0,,0,,94.614,92.185,94.614,92.185,117.481,115.589
Manix-Afton Hills,"81, 90, 0",0,,0,,97.506,87.105,97.506,87.105,121.069,110.733
Dry Mountain,"208, 50, -90",0,,0,,99.302,98.379,99.302,98.379,117.211,115.021
Cady,"97, 90, 0",0,,0,,102.884,95.400,102.884,95.400,126.560,119.060
Death Valley (No),"321, 90, 180",0,,0,,103.910,92.007,103.910,92.007,107.857,96.157
Red Pass,"141, 90, 180",0,,0,,104.737,99.765,104.737,99.765,127.206,122.775
San Andreas (Mojave S),"116, 90, 180",0,,0,,121.059,109.061,134.394,122.396,142.158,130.104
Pisgah-Bullion Mtn-Mesquite Lk,"330, 90, 180",0,,0,,122.786,120.645,122.786,120.645,146.499,144.148
San Andreas (Mojave N),"109, 90, 180",0,,0,,125.853,114.724,142.506,131.699,144.397,132.845
Emerson-Copper Mtn 2011,"320, 90, 180",0,,0,,127.322,126.252,127.322,126.252,150.473,149.728
White Mountains,"352, 90, 180",0,,0,,128.138,128.015,129.348,128.015,148.439,146.400
Ludlow,"149, 90, 180",0,,0,,128.770,124.353,128.770,124.353,152.253,147.949
North Frontal  (West),"80, 49, 90",0,,0,,131.333,130.275,132.881,131.843,153.828,151.875
Pleito,"91, 46, 90",0,,0,,134.425,133.852,149.202,148.513,148.967,147.355
Johnson Valley (No) 2011 rev,"330, 90, 180",0,,0,,134.996,134.862,134.996,134.862,157.837,157.664
San Gabriel (Extension),"276, 61, 180",0,,0,,136.756,136.278,143.817,143.792,159.114,159.097
Hector Mine,"156, 90, 180",0,,0,,137.913,134.433,137.913,134.433,161.589,157.955
Pine Mtn,"275, 45, 90",0,,0,,138.255,137.640,154.982,154.922,153.755,153.753
San Andreas (San Bernardino N),"122, 90, 180",0,,0,,138.566,128.781,145.242,134.638,161.390,151.448
Clamshell-Sawpit,"244, 50, 90",0,,0,,139.300,138.887,149.376,149.363,161.495,161.468
Cleghorn,"96, 90, 0",0,,0,,140.006,128.267,145.805,133.841,162.682,150.890
San Gabriel,"309, 61, 144",0,,0,,140.610,140.133,156.282,156.187,156.230,156.222
Cucamonga,"257, 45, 90",0,,0,,141.796,141.462,147.275,147.272,164.184,164.135
Northridge Hills,"289, 31, 90",0,,0,,142.789,142.314,156.964,156.934,162.991,162.976
San Andreas (Big Bend),"108, 90, 180",0,,0,,143.138,133.607,159.583,149.118,158.059,147.704
Sierra Madre (San Fernando),"273, 45, 90",0,,0,,143.917,143.589,157.523,157.520,164.797,164.749
San Jacinto (San Bernardino),"138, 90, 180",0,,0,,144.738,137.751,150.863,142.712,167.457,160.279
Sierra Madre,"288, 53, 90",0,,0,,145.508,145.098,156.722,156.561,166.515,166.492
Homestead Valley 2011,"333, 90, 180",0,,0,,145.948,145.186,145.948,145.186,169.163,167.974
San Jacinto (Lytle Creek connector),"135, 90, 180",0,,0,,146.550,138.942,152.686,143.992,169.271,161.489
Santa Susana alt 1,"278, 55, 30",0,,0,,149.317,148.748,164.013,163.957,168.868,168.866
Deep Springs,"205, 50, -90",0,,0,,149.555,148.750,149.555,148.750,168.656,166.976
North Frontal  (East),"104, 41, 90",0,,0,,149.775,149.248,149.775,149.248,172.565,171.242
San Cayetano,"273, 42, 90",0,,0,,149.842,149.308,166.480,166.440,166.869,166.873
Owens Valley Keough Hot Springs,"340, 50, -90",0,,0,,150.176,149.751,152.448,152.118,171.744,171.524
Big Pine (East),"248, 73, 45",0,,0,,150.583,149.556,164.846,163.933,163.785,163.066
Holser alt 1,"99, 58, 90",0,,0,,152.421,150.176,167.705,165.564,173.215,170.109
Verdugo,"301, 55, 90",0,,0,,152.518,152.106,166.306,166.288,173.078,173.061
Mission Hills 2011,"277, 55, 90",0,,0,,153.104,152.691,167.272,167.251,173.196,173.161
Death Valley (Fish Lake Valley),"322, 90, -150",0,,0,,154.919,147.388,154.919,147.388,170.872,164.017
Northridge,"111, 35, 90",0,,0,,155.710,155.653,169.801,169.798,176.734,176.463
Raymond,"258, 79, 60",0,,0,,156.973,151.363,167.439,162.530,178.947,173.756
Fontana (Seismicity),"223, 80, 0",0,,0,,156.995,151.910,161.941,157.838,179.085,174.607
Santa Susana East (connector),"108, 55, 90",0,,0,,157.246,155.691,171.853,170.374,178.607,176.247
San Jose,"244, 74, 30",0,,0,,157.593,154.760,165.379,163.150,179.920,177.576
San Andreas (North Branch Mill Creek),"114, 76, 180",0,,0,,157.692,151.365,161.376,154.582,180.735,173.497
Bullion Mountains,"320, 90, 180",0,,0,,158.186,158.080,158.186,158.080,181.866,181.635
Del Valle,"106, 73, 90",0,,0,,159.514,153.087,175.682,169.459,179.241,171.842
Santa Ynez (East),"82, 70, 0",0,,0,,160.061,156.671,177.430,174.023,177.553,172.925
San Andreas (San Bernardino S),"120, 90, 180",0,,0,,160.941,152.296,164.197,154.632,183.145,174.157
Puente Hills,"290, 25, 90",0,,0,,161.528,161.239,174.015,174.017,183.042,183.001
Elysian Park (Upper),"285, 50, 90",0,,0,,162.205,161.781,173.223,173.197,184.093,184.082
Round Valley,"340, 50, -90",0,,0,,162.568,162.045,165.614,165.610,185.270,185.226
San Pedro Escarpment,"308, 17, 90",0,,0,,163.689,163.197,176.934,176.893,184.442,184.442
Oak Ridge (Onshore),"71, 65, 90",0,,0,,164.197,161.746,180.421,178.197,183.758,180.346
Hollywood,"255, 70, 30",0,,0,,164.869,164.272,177.087,177.008,186.046,186.046
Kickapoo,"3, 90, 180",0,,0,,164.883,158.376,164.883,158.376,188.019,181.172
Fish Slough 2011 CFM,"181, 60, -90",0,,0,,165.626,163.376,167.913,165.338,188.032,184.566
Lost Hills,"143, 29, 90",0,,0,,165.780,165.741,180.951,180.926,191.191,190.734
Big Pine (Central),"78, 76, 90",0,,0,,166.857,164.000,182.615,178.660,182.000,177.636
North Salt Lake,"253, 54, 90",0,,0,,166.953,166.413,180.024,179.963,187.740,187.740
Morales (East),"284, 32, 90",0,,0,,167.043,166.907,180.924,180.921,184.654,184.460
Simi-Santa Rosa,"255, 60, 30",0,,0,,167.287,167.058,183.109,183.113,186.225,186.163
Compton,"304, 20, 90",0,,0,,168.717,168.270,182.493,182.463,189.165,189.163
Elysian Park (Lower CFM),"303, 22, 90",0,,0,,168.746,168.361,181.114,181.096,190.138,190.126
Richfield,"263, 28, 90",0,,0,,169.889,169.617,178.751,178.749,192.419,192.375
Chino alt 1,"146, 50, 150",0,,0,,170.577,170.002,178.945,178.345,194.103,192.817
San Andreas (Carrizo) rev,"134, 90, 180",0,,0,,171.356,159.454,184.886,173.057,186.968,175.435
San Vicente,"277, 66, 90",0,,0,,172.500,171.953,184.951,184.883,193.612,193.612
San Gorgonio Pass,"281, 60, 90",0,,0,,173.443,172.774,174.552,174.431,194.436,194.430
Whittier alt 1,"294, 70, 150",0,,0,,174.446,172.750,184.956,183.479,196.734,195.229
Mission Creek,"275, 65, 180",0,,0,,175.126,175.012,175.126,175.012,196.283,196.280
San Jacinto (San Jacinto Valley) rev,"133, 90, 180",0,,0,,175.128,168.315,178.780,170.949,197.409,190.296
Ventura-Pitas Point,"257, 64, 60",0,,0,,177.162,176.781,194.185,194.170,193.559,193.554
Santa Monica alt 1,"253, 75, 30",0,,0,,178.225,175.617,191.404,189.438,198.836,196.746
Morales (West),"319, 32, 90",0,,0,,179.663,179.531,193.768,193.758,198.110,197.922
Peralta Hills,"273, 50, 90",0,,0,,180.843,180.525,188.741,188.730,203.366,203.344
Santa Monica Bay,"314, 20, 90",0,,0,,180.973,180.380,195.167,195.084,200.830,200.834
Yorba Linda,"63, 90, 90",0,,0,,181.555,171.304,189.618,179.995,204.410,194.100
Great Valley 14 (Kettleman Hills),"125, 22, 90",0,,0,,181.729,181.607,196.419,196.400,210.554,210.346
Newport-Inglewood alt 1,"319, 88, 180",0,,0,,182.880,172.924,195.852,185.813,204.088,194.603
Sisar,"78, 29, 90",0,,0,,182.898,182.339,200.260,199.740,200.314,198.993
Pinto Mtn,"87, 90, 0",0,,0,,184.622,173.172,184.622,173.172,206.480,195.196
Ozena,"126, 33, 90",0,,0,,185.849,184.922,200.088,199.124,200.054,198.406
Mission Ridge-Arroyo Parida-Santa Ana,"86, 70, 90",0,,0,,186.342,182.767,203.615,199.847,203.048,198.387
San Andreas (San Gorgonio Pass-Garnet HIll),"290, 58, 180",0,,0,,187.109,187.108,187.109,187.108,208.487,208.446
Big Pine (West),"272, 50, 90",0,,0,,187.245,187.024,199.927,199.925,200.348,200.256
Burnt Mtn,"175, 67, 180",0,,0,,187.422,187.381,187.422,187.381,209.972,209.969
Malibu Coast alt 1,"273, 75, 30",0,,0,,187.794,182.768,201.747,196.925,208.913,203.644
San Andreas (Cholame) rev,"321, 90, 180",0,,0,,188.132,176.763,203.113,191.793,210.741,199.782
Cleghorn Pass,"330, 90, 180",0,,0,,188.445,185.823,188.445,185.823,212.153,209.430
Anaheim,"315, 71, 90",0,,0,,188.973,186.398,199.184,196.797,211.190,208.940
Anacapa-Dume alt 1,"264, 45, 60",0,,0,,189.232,188.839,204.037,204.009,208.845,208.841
San Jacinto (Stepovers Combined),"139, 90, 180",0,,0,,190.344,185.296,192.862,186.760,212.315,206.897
Eureka Peak,"345, 90, 180",0,,0,,190.671,188.133,190.671,188.133,213.522,210.573
South Cuyama,"122, 33, 90",0,,0,,190.939,190.266,204.577,203.938,207.536,206.275
Elsinore (Glen Ivy) rev,"128, 90, 180",0,,0,,192.650,183.488,199.566,189.729,215.489,206.239
Cleghorn Lake,"333, 90, 180",0,,0,,194.212,190.700,194.212,190.700,217.918,214.352
Hilton Creek 2011 CFM,"327, 50, -90",0,,0,,195.394,193.241,199.506,197.357,220.014,217.211
La Panza 2011,"315, 51, 135",0,,0,,196.244,195.856,210.559,210.527,216.410,216.362
Palos Verdes,"322, 90, 180",0,,0,,196.808,186.147,210.734,199.740,217.840,207.397
Joshua Tree (Seismicity),"181, 90, 180",0,,0,,198.786,192.778,198.786,192.778,221.819,215.473
Red Mountain,"271, 56, 90",0,,0,,199.375,199.082,216.194,216.184,214.736,214.717
Great Valley 13 (Coalinga),"136, 15, 90",0,,0,,200.587,200.417,214.963,214.917,229.968,229.785
San Juan,"152, 90, 180",0,,0,,203.169,191.163,217.937,205.943,224.238,212.330
Pitas Point (Lower)-Montalvo,"269, 16, 90",0,,0,,203.754,203.544,218.220,218.225,217.374,217.339
Malibu Coast (Extension) alt 1,"274, 74, 30",0,,0,,205.096,200.847,220.902,216.834,224.445,219.910
Redondo Canyon alt 1,"81, 90, 90",0,,0,,207.239,196.818,219.822,209.819,229.035,218.390
San Joaquin Hills,"114, 23, 90",0,,0,,209.193,209.187,217.809,217.796,232.463,231.977
Elsinore (Stepovers Combined),"134, 90, 180",0,,0,,209.773,202.251,214.953,206.643,232.421,224.725
San Pedro Basin,"321, 88, 180",0,,0,,209.976,199.507,224.592,214.193,230.012,219.879
San Jacinto (Anza) rev,"126, 90, 180",0,,0,,212.757,190.795,214.212,193.449,234.383,212.808
Channel Islands Thrust,"264, 20, 90",0,,0,,214.570,214.388,231.641,231.651,231.431,231.391
San Andreas (Parkfield),"320, 90, 180",0,,0,,216.148,206.455,231.279,221.528,243.300,233.962
Sheephole,"318, 90, 180",0,,0,,216.508,216.314,216.508,216.314,240.214,239.954
Hartley Springs 2011 CFM,"342, 50, -90",0,,0,,217.249,206.881,221.102,212.449,240.964,232.557
Blue Cut,"87, 90, 0",0,,0,,217.507,206.742,217.507,206.742,240.334,229.686
Santa Ynez (West),"91, 70, 0",0,,0,,218.770,215.432,232.823,228.710,232.913,228.576
Elsinore (Temecula) rev,"140, 90, 180",0,,0,,218.925,210.102,223.449,215.365,241.452,232.740
Newport-Inglewood (Offshore),"137, 90, 180",0,,0,,220.816,211.736,229.942,220.297,243.648,234.529
Oceanside alt1,"341, 23, 90",0,,0,,222.610,222.554,229.781,229.781,245.530,245.376
Great Valley 12,"153, 15, 90",0,,0,,224.951,224.871,238.991,238.965,255.011,254.788
San Luis Range 2011 CFM,"307, 52, 90",0,,0,,224.995,224.756,238.978,238.963,242.880,242.812
East Huasna 2011 CFM,"323, 90, 180",0,,0,,226.717,214.728,240.781,228.816,244.143,232.306
Pitas Point (Lower West),"273, 13, 90",0,,0,,226.898,226.782,239.743,239.729,240.092,239.936
San Andreas (Coachella) rev,"135, 90, 180",0,,0,,229.889,226.436,229.889,226.436,252.621,249.403
Santa Cruz Island,"98, 90, 30",0,,0,,231.151,221.057,247.747,237.901,249.302,238.809
Los Alamos extension,"115, 30, 90",0,,0,,231.997,231.075,245.269,244.361,246.879,245.410
Channel Islands Western Deep Ramp,"114, 21, 90",0,,0,,233.123,233.107,250.284,250.271,250.547,250.240
Santa Ynez River,"99, 70, 45",0,,0,,234.022,229.498,247.323,242.929,248.999,244.373
Great Valley 11,"131, 15, 90",0,,0,,237.673,237.599,251.335,251.313,268.045,267.836
Oceanic - West Huasna,"316, 58, 135",0,,0,,238.201,237.904,252.936,252.631,259.326,258.557
San Andreas (Creeping Section) 2011 CFM,"317, 90, 180",0,,0,,239.132,230.708,253.973,245.422,267.692,259.589
Lions Head 2011 CFM,"295, 75, 90",0,,0,,239.624,235.695,253.318,249.655,256.155,252.630
Los Alamos 2011 CFM,"120, 30, 90",0,,0,,241.916,240.936,255.734,254.766,258.822,257.317
Rinconada 2011 CFM,"146, 82, 180",0,,0,,242.645,233.500,257.768,248.647,266.976,257.550
San Luis Range - Oceano 2011 CFM,"313, 45, 90",0,,0,,243.564,243.325,258.238,258.206,265.019,264.937
San Diego Trough north alt1,"326, 90, 180",0,,0,,243.744,235.029,254.655,245.434,266.250,257.533
Santa Cruz Catalina Ridge alt1,"307, 90, 135",0,,0,,244.360,232.348,260.618,248.629,262.239,250.200
Los Osos 2011,"119, 45, 90",0,,0,,245.923,245.578,260.881,260.554,268.667,267.870
San Jacinto (Clark) rev,"124, 90, 180",0,,0,,250.726,243.688,250.726,243.688,272.171,265.502
Mono Lake 2011 CFM,"340, 50, -90",0,,0,,251.554,250.558,255.119,255.105,274.875,274.847
San Jacinto (Coyote Creek),"133, 90, 180",0,,0,,252.031,246.452,252.031,246.452,273.347,268.174
Elsinore (Julian),"306, 84, 180",0,,0,,252.226,246.389,254.635,248.735,273.857,268.350
Earthquake Valley (No  Extension),"131, 90, 180",0,,0,,252.866,246.536,254.663,247.586,274.646,268.034
Casmalia 2011 CFM,"123, 75, 90",0,,0,,253.770,247.213,268.294,261.746,273.240,266.333
Great Valley 10 (Panoche),"152, 15, 90",0,,0,,258.822,258.747,272.238,272.211,289.321,289.120
Thirty Mile Bank,"321, 24, 90",0,,0,,267.688,267.614,276.715,276.715,290.434,290.340
San Luis Range - Pecho 2011 CFM,"313, 90, 90",0,,0,,268.911,258.150,283.866,273.155,291.020,280.653
Rose Canyon,"338, 90, 180",0,,0,,269.624,266.093,275.435,271.147,292.503,288.719
Shoreline,"308, 90, 180",0,,0,,269.900,259.900,284.955,275.000,292.846,283.308
Santa Rosa Island,"271, 90, 30",0,,0,,271.197,263.442,288.152,279.736,286.738,278.309
Ortigalita (South),"152, 90, 180",0,,0,,273.840,265.392,287.428,278.762,304.208,295.805
Great Valley 09 (Laguna Seca),"147, 25, 90",0,,0,,274.207,274.143,287.188,287.170,304.849,304.666
San Clemente,"317, 88, 180",0,,0,,275.160,265.060,288.345,278.089,296.531,286.520
Carlsbad,"341, 37, 90",0,,0,,276.703,276.674,282.797,282.797,299.595,299.438
Robinson Creek,"27, 50, -90",0,,0,,277.948,277.721,282.054,282.044,301.936,301.900
Hosgri,"328, 80, 180",0,,0,,279.053,272.132,293.871,287.152,300.446,293.656
Hosgri (Extension),"349, 80, 180",0,,0,,280.542,273.048,295.249,287.786,301.365,293.652
Earthquake Valley,"127, 90, 180",0,,0,,281.024,274.370,281.554,274.370,302.333,295.521
Calaveras (So) - Paicines extension 2011 CFM,"141, 77, 180",0,,0,,281.608,276.512,295.729,290.511,311.922,306.501
Brawley (Seismic Zone) alt 1,"160, 90, 180",0,,0,,288.591,286.648,288.591,286.648,311.650,309.448
San Jacinto (Borrego),"133, 90, 180",0,,0,,290.273,285.460,290.273,285.460,312.249,307.726
Earthquake Valley (So Extension),"114, 90, 180",0,,0,,297.775,288.933,297.775,288.933,318.982,310.419
Coronado Bank alt1,"150, 90, 180",0,,0,,297.970,271.425,304.356,279.157,320.869,294.249
Reliz 2011 CFM,"134, 58, 180",0,,0,,302.424,300.898,317.000,315.450,331.991,330.087
Great Valley 08 (Quinto),"151, 25, 90",0,,0,,306.218,306.171,318.648,318.605,337.217,336.743
Ortigalita (North),"326, 90, 180",0,,0,,307.116,300.751,319.856,313.212,337.737,331.325
Elsinore (Coyote Mountains),"305, 82, 180",0,,0,,309.122,304.625,309.122,304.625,330.502,326.187
Elmore Ranch,"220, 90, 0",0,,0,,310.726,299.447,310.726,299.447,333.805,322.409
Quien Sabe 2011 CFM,"144, 85, 180",0,,0,,310.841,304.682,324.323,317.973,341.614,335.121
Antelope Valley 2011,"343, 50, -90",0,,0,,317.472,317.274,321.368,321.360,341.172,341.141
Superstition Hills,"130, 90, 180",0,,0,,319.478,314.703,319.478,314.703,341.935,337.376
Great Valley 07 (Orestimba),"141, 20, 90",0,,0,,320.239,320.179,332.180,332.159,350.869,350.704
San Jacinto (Superstition Mtn),"120, 90, 180",0,,0,,320.949,314.062,320.949,314.062,343.277,336.590
Monterey Bay-Tularcitos,"319, 90, 150",0,,0,,327.031,319.309,341.415,333.549,356.533,349.007
Calaveras (So) 2011 CFM,"336, 85, 180",0,,0,,329.159,321.898,342.458,335.139,359.552,352.355
Sargent 2011 CFM,"122, 90, 180",0,,0,,332.090,329.437,345.425,342.511,362.548,359.946
Zayante-Vergeles 2011 CFM,"119, 30, 150",0,,0,,334.614,334.384,348.133,347.928,365.338,364.705
San Andreas (Santa Cruz Mts) 2011 CFM,"131, 79, 180",0,,0,,335.361,331.783,348.874,345.135,366.086,362.197
San Gregorio (South) 2011 CFM,"332, 75, 180",0,,0,,340.101,336.208,354.642,350.857,368.900,365.169
Imperial,"325, 82, 180",0,,0,,344.789,344.094,344.789,344.094,367.743,367.131
Calaveras (Central) 2011 CFM,"329, 77, 180",0,,0,,346.398,338.842,359.206,351.963,376.869,369.331
San Diego Trough south,"134, 90, 180",0,,0,,346.661,338.585,352.546,344.019,369.515,361.283
Carson Range (Genoa),"355, 50, -90",0,,0,,347.731,347.539,352.362,352.342,372.329,372.287
Laguna Salada,"311, 90, 180",0,,0,,351.068,345.995,351.068,345.995,373.204,368.361
Greenville (So) 2011 CFM,"347, 87, 180",0,,0,,352.058,343.582,364.402,355.871,382.584,374.150
Silver Creek 2011 CFM,"322, 75, 180",0,,0,,360.915,358.587,373.524,371.220,391.414,389.161
West Tahoe,"350, 50, -90",0,,0,,364.507,364.320,369.556,369.533,389.598,389.554
Hayward (So) extension 2011 CFM,"326, 48, 135",0,,0,,364.769,364.743,377.333,377.319,395.514,395.321
Cerro Prieto,"131, 90, 180",0,,0,,369.397,364.897,369.397,364.897,391.935,387.632
Greenville (No) 2011 CFM,"324, 84, 180",0,,0,,370.108,366.129,381.754,377.789,400.395,396.584
Monte Vista - Shannon 2011 CFM,"122, 61, 90",0,,0,,373.069,371.896,385.885,384.812,403.981,402.437
Butano 2011 CFM,"297, 70, 135",0,,0,,384.101,383.757,396.971,396.725,414.527,414.290
Hayward (So) 2011 CFM,"322, 76, 180",0,,0,,384.400,382.156,396.563,394.395,414.821,412.722
Mission (connected) 2011 CFM,"134, 90, 180",0,,0,,389.698,385.959,401.971,397.967,420.439,416.496
Calaveras (No) 2011 CFM,"155, 80, 180",0,,0,,389.702,383.957,401.971,396.068,420.614,414.508
Las Positas,"231, 90, 45",0,,0,,391.380,380.148,402.978,391.854,421.829,410.615
San Andreas (Peninsula) 2011 CFM,"324, 90, 180",0,,0,,392.716,386.094,405.736,398.909,423.258,416.651
San Gregorio (North) 2011 CFM,"159, 90, 180",0,,0,,396.974,387.270,410.680,400.854,427.223,417.559
North Tahoe 2011 CFM,"17, 50, -90",0,,0,,397.225,397.061,401.757,401.745,421.686,421.655
Great Valley 06 (Midland) 2011 CFM alt1,"167, 47, 90",0,,0,,397.521,397.464,408.702,408.643,428.123,427.763
Incline Village 2011 CFM,"17, 50, -90",0,,0,,397.689,397.562,402.143,402.126,422.063,422.008
Mount Diablo Thrust South,"294, 40, 90",0,,0,,400.968,400.848,412.590,412.464,431.716,431.291
Canada David (Detachment),"165, 37, -90",0,,0,,407.604,407.582,407.604,407.582,429.739,429.726
Mount Diablo Thrust North CFM,"318, 40, 90",0,,0,,408.734,408.543,419.866,419.835,438.931,438.887
Pilarcitos 2011 CFM,"316, 81, 180",0,,0,,410.827,407.504,423.567,420.170,441.384,438.079
Swain Ravine - Spenceville,"333, 60, -90",0,,0,,411.193,411.043,418.748,418.719,438.957,438.898
Clayton,"142, 90, 180",0,,0,,413.334,409.134,424.703,420.224,443.710,439.400
Great Valley 05 Pittsburg - Kirby Hills alt1,"348, 55, 180",0,,0,,422.640,422.504,433.445,433.400,452.776,452.687
Los Medanos - Roe Island,"309, 39, 90",0,,0,,424.131,423.937,434.729,434.701,454.093,454.060
Polaris 2011 CFM,"155, 81, 180",0,,0,,424.210,422.633,428.993,427.331,449.108,447.241
Concord 2011 CFM,"152, 90, 180",0,,0,,426.331,420.215,437.758,431.396,456.731,450.519
Franklin 2011 CFM,"326, 90, 180",0,,0,,427.414,422.106,439.016,433.456,457.880,452.471
Contra Costa (Lafayette) 2011 CFM,"346, 90, 180",0,,0,,431.505,422.787,443.142,434.233,461.971,453.186
Hayward (No) 2011 CFM,"331, 82, 180",0,,0,,433.655,429.211,445.392,440.894,464.105,459.681
Contra Costa Shear Zone (connector) 2011 CFM,"157, 81, 180",0,,0,,435.689,429.135,447.208,440.711,466.422,459.574
Dog Valley,"39, 90, 0",0,,0,,437.480,426.360,442.503,431.234,462.485,451.182
Green Valley 2011 CFM,"164, 84, 180",0,,0,,442.004,435.109,453.211,446.142,472.626,465.354
Great Valley 04b Gordon Valley,"162, 20, 90",0,,0,,446.576,446.464,457.033,456.974,476.587,476.459
Last Chance,"358, 50, -90",0,,0,,447.563,447.353,451.023,450.991,470.635,470.607
Mohawk Valley 2011 CFM,"328, 90, 180",0,,0,,455.243,454.894,460.311,460.282,480.302,480.262
Point Reyes 2011 connector,"320, 53, 90",0,,0,,459.452,459.355,471.663,471.619,490.041,489.930
West Napa 2011 CFM,"151, 75, 180",0,,0,,460.654,456.971,471.760,467.931,491.227,487.187
Great Valley 03a Dunnigan Hills,"330, 20, 90",0,,0,,461.924,461.877,471.396,471.365,491.395,491.240
Great Valley 04a Trout Creek,"155, 20, 90",0,,0,,466.517,466.415,476.507,476.456,496.261,496.144
Rodgers Creek - Healdsburg 2011 CFM,"324, 77, 180",0,,0,,474.404,472.207,485.538,483.341,504.657,502.499
Hunting Creek - Berryessa 2011 CFM,"332, 90, 180",0,,0,,474.511,469.061,485.070,479.370,504.580,498.950
San Andreas (North Coast) 2011 CFM,"325, 90, 180",0,,0,,478.307,472.611,490.326,484.422,508.891,503.117
