Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
San Jacinto (Lytle Creek connector),"135, 90, 180",0,,0,,129.237,123.435,147.539,138.707,169.575,161.766
Del Valle,"106, 73, 90",0,,0,,130.399,123.900,173.713,167.175,179.163,172.397
Round Valley,"340, 50, -90",0,,0,,130.558,130.278,164.172,163.880,185.199,185.131
Santa Ynez (East),"82, 70, 0",0,,0,,130.708,127.385,176.183,172.462,177.496,173.507
Fish Slough 2011 CFM,"181, 60, -90",0,,0,,132.412,129.801,166.207,163.644,187.309,184.432
Raymond,"258, 79, 60",0,,0,,133.097,127.125,163.194,158.356,179.530,174.188
Oak Ridge (Onshore),"71, 65, 90",0,,0,,135.057,132.520,178.391,175.944,183.746,180.903
Puente Hills,"290, 25, 90",0,,0,,135.387,135.019,170.276,170.278,183.539,183.473
San Pedro Escarpment,"308, 17, 90",0,,0,,136.628,136.011,173.492,173.450,185.107,184.937
Elysian Park (Upper),"285, 50, 90",0,,0,,136.780,136.255,169.099,169.073,184.654,184.522
San Jose,"244, 74, 30",0,,0,,137.193,134.099,160.562,158.363,180.445,177.940
Big Pine (Central),"78, 76, 90",0,,0,,138.099,135.571,181.812,177.590,181.973,178.230
Simi-Santa Rosa,"255, 60, 30",0,,0,,138.302,138.006,180.639,180.644,186.754,186.712
Hollywood,"255, 70, 30",0,,0,,138.811,138.074,173.333,173.252,186.749,186.518
Bullion Mountains,"320, 90, 180",0,,0,,138.818,138.303,152.722,152.568,181.732,181.572
North Salt Lake,"253, 54, 90",0,,0,,140.024,139.354,176.529,176.467,188.432,188.232
Fontana (Seismicity),"223, 80, 0",0,,0,,140.559,134.770,156.688,152.655,179.565,174.909
Compton,"304, 20, 90",0,,0,,141.150,140.589,179.221,179.191,189.819,189.671
San Andreas (North Branch Mill Creek),"114, 76, 180",0,,0,,141.975,134.957,156.338,149.085,180.356,173.728
Elysian Park (Lower CFM),"303, 22, 90",0,,0,,142.613,142.134,177.353,177.335,190.715,190.599
Kickapoo,"3, 90, 180",0,,0,,144.525,137.826,159.202,152.646,188.009,181.203
San Andreas (San Bernardino S),"120, 90, 180",0,,0,,144.554,134.706,158.698,149.059,183.331,174.366
San Vicente,"277, 66, 90",0,,0,,146.165,145.494,181.248,181.178,194.299,194.090
Ventura-Pitas Point,"257, 64, 60",0,,0,,147.895,147.413,192.496,192.480,194.253,194.133
Richfield,"263, 28, 90",0,,0,,148.059,147.728,174.091,174.089,192.822,192.760
Chino alt 1,"146, 50, 150",0,,0,,149.644,149.153,174.554,173.533,193.889,193.182
San Andreas (Carrizo) rev,"134, 90, 180",0,,0,,149.680,139.047,183.802,171.954,187.552,176.027
Morales (East),"284, 32, 90",0,,0,,150.009,149.902,179.752,179.717,185.051,185.047
Whittier alt 1,"294, 70, 150",0,,0,,150.515,148.803,180.648,179.168,197.154,195.654
Santa Monica alt 1,"253, 75, 30",0,,0,,151.107,148.247,187.943,186.023,199.577,197.245
Santa Monica Bay,"314, 20, 90",0,,0,,152.948,152.217,192.077,191.993,201.596,201.354
Sisar,"78, 29, 90",0,,0,,153.534,152.981,198.937,198.071,200.330,199.573
San Gorgonio Pass,"281, 60, 90",0,,0,,154.945,154.265,168.925,168.800,194.905,194.622
Mission Creek,"275, 65, 180",0,,0,,155.073,154.440,169.396,169.277,196.655,196.412
Newport-Inglewood alt 1,"319, 88, 180",0,,0,,156.069,146.503,192.229,182.094,204.683,195.080
Mission Ridge-Arroyo Parida-Santa Ana,"86, 70, 90",0,,0,,157.073,153.584,202.445,198.411,203.078,198.974
Ozena,"126, 33, 90",0,,0,,157.402,156.494,199.454,198.157,200.085,199.001
Peralta Hills,"273, 50, 90",0,,0,,159.172,158.792,183.893,183.882,203.795,203.706
San Jacinto (San Jacinto Valley) rev,"133, 90, 180",0,,0,,159.240,151.072,173.310,165.391,197.652,190.514
Big Pine (West),"272, 50, 90",0,,0,,160.070,159.868,198.987,198.982,200.876,200.852
Malibu Coast alt 1,"273, 75, 30",0,,0,,160.221,155.062,198.430,193.622,209.216,204.152
Anacapa-Dume alt 1,"264, 45, 60",0,,0,,160.786,160.301,201.131,201.103,209.506,209.373
Yorba Linda,"63, 90, 90",0,,0,,160.919,149.974,184.743,175.247,204.737,194.474
Hilton Creek 2011 CFM,"327, 50, -90",0,,0,,163.785,161.588,197.753,195.605,219.441,217.147
Pinto Mtn,"87, 90, 0",0,,0,,163.962,152.504,178.865,167.412,206.576,195.284
Morales (West),"319, 32, 90",0,,0,,164.247,164.143,192.538,192.499,198.517,198.506
Anaheim,"315, 71, 90",0,,0,,165.200,162.721,194.806,192.394,211.684,209.359
Lost Hills,"143, 29, 90",0,,0,,165.780,165.741,179.457,179.263,191.325,191.260
San Andreas (San Gorgonio Pass-Garnet HIll),"290, 58, 180",0,,0,,166.749,166.518,181.369,181.369,208.630,208.576
Burnt Mtn,"175, 67, 180",0,,0,,167.193,166.769,181.677,181.635,210.167,210.019
Palos Verdes,"322, 90, 180",0,,0,,169.259,158.948,207.334,196.235,218.318,207.893
Cleghorn Pass,"330, 90, 180",0,,0,,169.408,166.298,183.025,180.345,212.003,209.350
South Cuyama,"122, 33, 90",0,,0,,169.425,168.977,203.821,202.822,207.586,206.867
Eureka Peak,"345, 90, 180",0,,0,,170.144,167.492,184.947,182.380,213.541,210.633
Red Mountain,"271, 56, 90",0,,0,,170.241,169.880,214.756,214.747,215.390,215.305
San Jacinto (Stepovers Combined),"139, 90, 180",0,,0,,172.902,166.525,187.285,181.112,212.530,207.084
Elsinore (Glen Ivy) rev,"128, 90, 180",0,,0,,173.414,165.309,194.493,184.562,215.787,206.552
Pitas Point (Lower)-Montalvo,"269, 16, 90",0,,0,,175.189,174.928,217.207,217.212,217.977,217.933
Cleghorn Lake,"333, 90, 180",0,,0,,175.449,171.433,188.829,185.251,217.752,214.254
Great Valley 14 (Kettleman Hills),"125, 22, 90",0,,0,,175.835,175.771,194.563,194.506,210.808,210.788
Malibu Coast (Extension) alt 1,"274, 74, 30",0,,0,,176.123,171.795,218.335,214.296,224.806,220.462
Joshua Tree (Seismicity),"181, 90, 180",0,,0,,178.343,172.197,193.085,187.041,221.802,215.514
Redondo Canyon alt 1,"81, 90, 90",0,,0,,180.953,170.154,215.975,206.110,229.479,218.873
San Pedro Basin,"321, 88, 180",0,,0,,181.595,171.271,221.401,210.949,230.533,220.403
San Andreas (Cholame) rev,"321, 90, 180",0,,0,,183.621,174.047,201.594,190.249,211.238,200.333
Channel Islands Thrust,"264, 20, 90",0,,0,,185.226,185.000,229.840,229.850,232.001,231.969
Hartley Springs 2011 CFM,"342, 50, -90",0,,0,,185.577,176.248,219.593,210.676,240.954,232.544
La Panza 2011,"315, 51, 135",0,,0,,185.748,185.404,209.164,209.132,217.041,216.935
San Joaquin Hills,"114, 23, 90",0,,0,,186.937,186.935,213.249,212.999,232.432,232.353
Santa Ynez (West),"91, 70, 0",0,,0,,190.225,187.072,232.205,227.795,233.024,229.171
Great Valley 13 (Coalinga),"136, 15, 90",0,,0,,192.037,191.928,213.049,212.984,230.253,230.202
Elsinore (Stepovers Combined),"134, 90, 180",0,,0,,192.713,186.399,209.631,201.233,232.685,224.991
San Juan,"152, 90, 180",0,,0,,193.934,182.638,216.508,204.508,224.772,212.898
San Jacinto (Anza) rev,"126, 90, 180",0,,0,,193.941,173.528,208.556,187.882,234.571,213.028
Blue Cut,"87, 90, 0",0,,0,,196.964,186.266,211.779,201.032,240.336,229.706
Sheephole,"318, 90, 180",0,,0,,197.523,196.897,211.097,210.855,240.063,239.863
Newport-Inglewood (Offshore),"137, 90, 180",0,,0,,198.421,190.127,225.245,215.490,243.943,234.904
Pitas Point (Lower West),"273, 13, 90",0,,0,,198.867,198.768,238.816,238.782,240.549,240.532
Santa Cruz Island,"98, 90, 30",0,,0,,201.844,191.696,245.514,235.822,249.841,239.379
Oceanside alt1,"341, 23, 90",0,,0,,202.648,202.579,224.768,224.738,245.717,245.717
Elsinore (Temecula) rev,"140, 90, 180",0,,0,,202.676,192.925,218.046,210.052,241.707,233.030
Channel Islands Western Deep Ramp,"114, 21, 90",0,,0,,203.736,203.719,248.509,248.392,250.847,250.817
Los Alamos extension,"115, 30, 90",0,,0,,206.248,205.396,244.543,243.340,247.018,246.006
San Luis Range 2011 CFM,"307, 52, 90",0,,0,,207.663,207.453,237.727,237.712,243.449,243.399
East Huasna 2011 CFM,"323, 90, 180",0,,0,,207.869,196.492,239.570,227.597,244.724,232.895
Santa Ynez River,"99, 70, 45",0,,0,,208.451,204.968,246.588,241.874,249.141,244.968
San Andreas (Coachella) rev,"135, 90, 180",0,,0,,209.301,205.973,224.152,220.729,252.597,249.421
Great Valley 12,"153, 15, 90",0,,0,,213.602,213.557,237.078,237.000,255.204,255.176
San Andreas (Parkfield),"320, 90, 180",0,,0,,214.419,203.748,229.487,219.703,243.696,234.442
Santa Cruz Catalina Ridge alt1,"307, 90, 135",0,,0,,215.161,203.146,257.945,245.927,262.747,250.778
Lions Head 2011 CFM,"295, 75, 90",0,,0,,218.880,215.585,252.149,248.471,256.729,253.221
San Diego Trough north alt1,"326, 90, 180",0,,0,,219.098,211.005,250.358,240.995,266.545,257.956
Mono Lake 2011 CFM,"340, 50, -90",0,,0,,219.722,219.256,253.628,253.361,274.835,274.765
Los Alamos 2011 CFM,"120, 30, 90",0,,0,,220.415,219.500,254.868,253.616,258.979,257.909
Great Valley 11,"131, 15, 90",0,,0,,224.261,224.221,249.403,249.331,268.223,268.198
Oceanic - West Huasna,"316, 58, 135",0,,0,,227.023,226.882,251.550,251.218,259.706,259.130
San Jacinto (Clark) rev,"124, 90, 180",0,,0,,230.104,223.026,244.979,237.930,272.298,265.607
San Jacinto (Coyote Creek),"133, 90, 180",0,,0,,231.431,225.797,246.289,240.696,273.479,268.285
San Andreas (Creeping Section) 2011 CFM,"317, 90, 180",0,,0,,233.120,223.600,252.085,243.514,268.098,260.028
Earthquake Valley (No  Extension),"131, 90, 180",0,,0,,234.433,227.202,249.019,241.901,274.844,268.211
San Luis Range - Oceano 2011 CFM,"313, 45, 90",0,,0,,235.016,234.811,256.765,256.733,265.569,265.503
Elsinore (Julian),"306, 84, 180",0,,0,,235.047,228.649,249.063,243.129,274.289,268.563
Casmalia 2011 CFM,"123, 75, 90",0,,0,,237.656,231.859,267.219,260.401,273.413,266.916
Los Osos 2011,"119, 45, 90",0,,0,,239.057,238.932,259.649,259.039,268.809,268.430
Rinconada 2011 CFM,"146, 82, 180",0,,0,,240.575,232.409,256.443,247.026,267.099,258.092
Santa Rosa Island,"271, 90, 30",0,,0,,241.993,234.378,286.810,278.539,287.207,278.900
Great Valley 10 (Panoche),"152, 15, 90",0,,0,,244.153,244.109,270.296,270.223,289.497,289.467
Thirty Mile Bank,"321, 24, 90",0,,0,,245.056,244.967,271.991,271.981,290.736,290.732
Robinson Creek,"27, 50, -90",0,,0,,246.395,246.225,280.513,280.291,301.884,301.834
San Clemente,"317, 88, 180",0,,0,,248.039,238.148,284.676,274.340,296.919,287.009
Rose Canyon,"338, 90, 180",0,,0,,251.160,248.674,270.202,265.788,292.662,289.006
Great Valley 09 (Laguna Seca),"147, 25, 90",0,,0,,257.699,257.665,285.239,285.177,305.008,304.987
Carlsbad,"341, 37, 90",0,,0,,257.786,257.751,277.608,277.569,299.755,299.754
Ortigalita (South),"152, 90, 180",0,,0,,259.664,250.322,285.443,276.773,304.505,296.147
Earthquake Valley,"127, 90, 180",0,,0,,261.065,253.797,275.842,268.636,302.496,295.665
San Luis Range - Pecho 2011 CFM,"313, 90, 90",0,,0,,261.235,251.903,282.362,271.626,291.541,281.212
Shoreline,"308, 90, 180",0,,0,,264.630,256.314,283.399,273.415,293.359,283.858
Brawley (Seismic Zone) alt 1,"160, 90, 180",0,,0,,268.171,266.111,282.897,280.923,311.639,309.483
Hosgri,"328, 80, 180",0,,0,,268.430,261.753,292.341,285.615,301.011,294.229
Hosgri (Extension),"349, 80, 180",0,,0,,268.435,260.728,293.859,286.370,301.790,294.227
San Jacinto (Borrego),"133, 90, 180",0,,0,,269.604,264.801,284.513,279.702,312.323,307.803
Calaveras (So) - Paicines extension 2011 CFM,"141, 77, 180",0,,0,,270.133,264.343,294.010,288.540,311.954,306.885
Earthquake Valley (So Extension),"114, 90, 180",0,,0,,277.187,268.301,292.037,283.183,319.124,310.545
Coronado Bank alt1,"150, 90, 180",0,,0,,278.580,250.452,299.177,274.173,321.082,294.606
Antelope Valley 2011,"343, 50, -90",0,,0,,285.801,285.655,319.834,319.613,341.107,341.063
Great Valley 08 (Quinto),"151, 25, 90",0,,0,,287.598,287.528,316.885,316.616,337.172,337.032
Elsinore (Coyote Mountains),"305, 82, 180",0,,0,,288.651,283.982,303.377,298.872,330.655,326.310
Ortigalita (North),"326, 90, 180",0,,0,,289.483,282.210,317.866,311.223,337.989,331.614
Elmore Ranch,"220, 90, 0",0,,0,,290.304,278.983,305.032,293.741,333.771,322.429
Reliz 2011 CFM,"134, 58, 180",0,,0,,293.782,292.043,315.301,313.520,332.083,330.516
Quien Sabe 2011 CFM,"144, 85, 180",0,,0,,296.094,289.124,322.558,315.982,341.636,335.460
Superstition Hills,"130, 90, 180",0,,0,,298.841,294.122,313.726,308.966,341.973,337.422
Great Valley 07 (Orestimba),"141, 20, 90",0,,0,,300.155,300.119,330.238,330.178,350.992,350.968
San Jacinto (Superstition Mtn),"120, 90, 180",0,,0,,300.294,293.443,315.193,308.316,343.321,336.648
Calaveras (So) 2011 CFM,"336, 85, 180",0,,0,,313.859,306.081,340.477,333.148,359.822,352.690
Carson Range (Genoa),"355, 50, -90",0,,0,,316.505,316.362,350.784,350.581,372.288,372.234
Sargent 2011 CFM,"122, 90, 180",0,,0,,316.612,312.943,343.435,340.518,362.855,360.272
Monterey Bay-Tularcitos,"319, 90, 150",0,,0,,316.877,308.301,339.468,331.591,356.935,349.410
Zayante-Vergeles 2011 CFM,"119, 30, 150",0,,0,,319.946,319.783,346.354,345.940,365.384,365.060
San Andreas (Santa Cruz Mts) 2011 CFM,"131, 79, 180",0,,0,,320.666,316.380,347.094,343.145,366.132,362.540
Imperial,"325, 82, 180",0,,0,,324.361,323.674,339.077,338.400,367.732,367.144
San Diego Trough south,"134, 90, 180",0,,0,,327.703,320.252,347.289,338.688,369.724,361.583
Calaveras (Central) 2011 CFM,"329, 77, 180",0,,0,,329.269,322.516,357.214,349.971,377.151,369.660
Laguna Salada,"311, 90, 180",0,,0,,330.400,325.348,345.308,340.241,373.275,368.432
San Gregorio (South) 2011 CFM,"332, 75, 180",0,,0,,331.980,327.934,352.726,348.938,369.319,365.608
Greenville (So) 2011 CFM,"347, 87, 180",0,,0,,333.304,324.391,362.415,353.885,382.829,374.431
West Tahoe,"350, 50, -90",0,,0,,333.574,333.435,367.953,367.765,389.572,389.517
Silver Creek 2011 CFM,"322, 75, 180",0,,0,,343.045,340.460,371.533,369.229,391.687,389.462
Hayward (So) extension 2011 CFM,"326, 48, 135",0,,0,,346.430,346.415,375.406,375.329,395.643,395.618
Cerro Prieto,"131, 90, 180",0,,0,,348.780,344.335,363.651,359.166,391.984,387.674
Greenville (No) 2011 CFM,"324, 84, 180",0,,0,,349.560,345.102,379.777,375.818,400.707,396.832
Monte Vista - Shannon 2011 CFM,"122, 61, 90",0,,0,,355.566,354.701,384.080,382.820,404.014,402.754
Hayward (So) 2011 CFM,"322, 76, 180",0,,0,,365.202,362.736,394.575,392.409,415.124,413.001
North Tahoe 2011 CFM,"17, 50, -90",0,,0,,365.931,365.811,400.178,399.986,421.638,421.596
Incline Village 2011 CFM,"17, 50, -90",0,,0,,366.325,366.236,400.536,400.370,421.976,421.944
Butano 2011 CFM,"297, 70, 135",0,,0,,367.157,366.739,394.978,394.732,414.838,414.610
Las Positas,"231, 90, 45",0,,0,,370.143,359.226,401.008,389.882,422.069,410.866
Mission (connected) 2011 CFM,"134, 90, 180",0,,0,,370.365,365.854,400.044,395.987,420.561,416.762
Calaveras (No) 2011 CFM,"155, 80, 180",0,,0,,370.387,364.157,400.165,394.085,420.627,414.780
Great Valley 06 (Midland) 2011 CFM alt1,"167, 47, 90",0,,0,,375.249,375.179,406.894,406.688,428.104,427.986
San Andreas (Peninsula) 2011 CFM,"324, 90, 180",0,,0,,375.865,368.532,403.743,396.917,423.563,416.963
Mount Diablo Thrust South,"294, 40, 90",0,,0,,379.796,379.663,410.767,410.495,431.722,431.537
Swain Ravine - Spenceville,"333, 60, -90",0,,0,,382.701,382.591,416.989,416.944,439.009,438.960
San Gregorio (North) 2011 CFM,"159, 90, 180",0,,0,,382.927,372.709,408.696,398.867,427.556,417.918
Mount Diablo Thrust North CFM,"318, 40, 90",0,,0,,386.659,386.515,417.907,417.876,439.180,439.116
Canada David (Detachment),"165, 37, -90",0,,0,,387.089,386.916,401.845,401.823,429.886,429.814
Clayton,"142, 90, 180",0,,0,,391.486,386.623,422.741,418.273,443.941,439.618
Polaris 2011 CFM,"155, 81, 180",0,,0,,393.046,391.394,427.233,425.573,448.933,447.182
Pilarcitos 2011 CFM,"316, 81, 180",0,,0,,393.159,389.392,421.581,418.178,441.634,438.382
Great Valley 05 Pittsburg - Kirby Hills alt1,"348, 55, 180",0,,0,,399.633,399.532,431.503,431.456,452.951,452.896
Los Medanos - Roe Island,"309, 39, 90",0,,0,,400.813,400.667,432.790,432.763,454.326,454.262
Concord 2011 CFM,"152, 90, 180",0,,0,,404.616,397.909,435.795,429.442,456.962,450.742
Franklin 2011 CFM,"326, 90, 180",0,,0,,406.142,400.208,437.047,431.495,458.109,452.703
Dog Valley,"39, 90, 0",0,,0,,406.461,395.239,440.739,429.473,462.433,451.129
Contra Costa (Lafayette) 2011 CFM,"346, 90, 180",0,,0,,410.319,401.128,441.171,432.269,462.212,453.423
Hayward (No) 2011 CFM,"331, 82, 180",0,,0,,412.957,408.154,443.417,438.922,464.335,459.930
Contra Costa Shear Zone (connector) 2011 CFM,"157, 81, 180",0,,0,,414.222,407.802,445.403,438.743,466.421,459.818
Last Chance,"358, 50, -90",0,,0,,415.693,415.530,449.517,449.257,470.581,470.506
Green Valley 2011 CFM,"164, 84, 180",0,,0,,419.756,412.438,451.413,444.193,472.613,465.570
Great Valley 04b Gordon Valley,"162, 20, 90",0,,0,,422.719,422.633,455.116,455.047,476.711,476.649
Mohawk Valley 2011 CFM,"328, 90, 180",0,,0,,424.257,424.175,458.546,458.518,480.250,480.215
Great Valley 03a Dunnigan Hills,"330, 20, 90",0,,0,,436.122,436.088,469.560,469.492,491.417,491.382
West Napa 2011 CFM,"151, 75, 180",0,,0,,438.149,434.114,469.960,465.986,491.218,487.400
Point Reyes 2011 connector,"320, 53, 90",0,,0,,439.967,439.896,469.687,469.633,490.257,490.211
Great Valley 04a Trout Creek,"155, 20, 90",0,,0,,441.708,441.631,474.613,474.552,496.365,496.311
Hunting Creek - Berryessa 2011 CFM,"332, 90, 180",0,,0,,450.756,444.800,483.143,477.453,504.731,499.130
Rodgers Creek - Healdsburg 2011 CFM,"324, 77, 180",0,,0,,452.147,449.738,483.582,481.388,504.875,502.720
Great Valley 03 Mysterious Ridge,"157, 20, 90",0,,0,,455.523,455.446,488.687,488.626,510.512,510.457
