Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Triggered Mean Annual Rate,Triggered 500 Year Prob,Triggered Primary Mean Annual Rate,Long-Term Fault System Solution Rate
95,Eureka Peak,0.0,0.0,0.0,0.0,0.0,2.2134881E-7
20,Fickle Hill (alt1),4.4E-5,0.022,2.0E-6,0.001,0.0,8.583799E-5
698,Fish Slough 2011 CFM,1.0E-5,0.005,0.0,0.0,0.0,2.778435E-5
893,Fitzhugh Creek,0.0,0.0,0.0,0.0,0.0,0.0
204,Fontana (Seismicity),0.0,0.0,0.0,0.0,0.0,0.0
634,Franklin 2011 CFM,4.4E-5,0.022,0.0,0.0,0.0,7.118274E-5
699,Garberville - Briceland 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
159,Garlic Springs,0.0,0.0,0.0,0.0,0.0,0.0
341,Garlock (Central),7.78E-4,0.36,3.2E-5,0.016,6.0E-6,0.0010945953
48,Garlock (East),2.5E-4,0.125,1.2E-5,0.006,2.0E-6,3.6949097E-4
49,Garlock (West),5.5E-4,0.27,2.6E-5,0.013,2.0E-6,7.5708E-4
700,Gillem - Big Crack 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
160,Goldstone Lake,4.0E-6,0.002,2.0E-6,0.001,2.0E-6,2.354796E-5
701,Goose Lake 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
86,Gravel Hills-Harper Lk,6.0E-6,0.003,2.0E-6,0.001,2.0E-6,6.0953626E-5
131,Great Valley 01,0.0,0.0,0.0,0.0,0.0,0.0
133,Great Valley 02,0.0,0.0,0.0,0.0,0.0,0.0
132,Great Valley 03 Mysterious Ridge,0.0,0.0,0.0,0.0,0.0,0.0
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,0.0,0.0,0.0,0.0,0.0,0.0
381,Great Valley 04b Gordon Valley,0.0,0.0,0.0,0.0,0.0,0.0
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0,0.0,0.0,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,0.0,0.0,0.0,0.0,0.0,0.0
136,Great Valley 07 (Orestimba),0.0,0.0,0.0,0.0,0.0,0.0
137,Great Valley 08 (Quinto),0.0,0.0,0.0,0.0,0.0,0.0
151,Great Valley 09 (Laguna Seca),1.2E-5,0.006,0.0,0.0,0.0,7.203176E-5
138,Great Valley 10 (Panoche),1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
139,Great Valley 11,1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
140,Great Valley 12,1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
142,Great Valley 13 (Coalinga),1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
141,Great Valley 14 (Kettleman Hills),1.4E-5,0.007,0.0,0.0,0.0,7.82819E-5
623,Green Valley 2011 CFM,1.44E-4,0.072,0.0,0.0,0.0,2.9735503E-4
636,Greenville (No) 2011 CFM,5.6E-5,0.027,0.0,0.0,0.0,8.746919E-5
635,Greenville (So) 2011 CFM,3.4E-5,0.017,0.0,0.0,0.0,5.4072374E-5
702,Hartley Springs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
37,Hat Creek-McArthur-Mayfield,0.0,0.0,0.0,0.0,0.0,0.0
639,Hayward (No) 2011 CFM,5.02E-4,0.24,1.2E-5,0.006,4.0E-6,6.594063E-4
638,Hayward (So) 2011 CFM,5.08E-4,0.243,1.2E-5,0.006,4.0E-6,6.6702033E-4
637,Hayward (So) extension 2011 CFM,9.4E-5,0.047,4.0E-6,0.002,2.0E-6,1.157709E-4
167,Hector Mine,0.0,0.0,0.0,0.0,0.0,0.0
84,Helendale-So Lockhart,0.0,0.0,0.0,0.0,0.0,2.971169E-6
703,Hilton Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
108,Hollywood,7.2E-5,0.035,0.0,0.0,0.0,1.0397658E-4
228,Holser alt 1,3.6E-5,0.018,2.0E-6,0.001,0.0,1.2702862E-4
723,Homestead Valley 2011,0.0,0.0,0.0,0.0,0.0,2.8995184E-5
704,Honey Lake 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
30,Hosgri,1.62E-4,0.079,8.0E-6,0.004,4.0E-6,3.568051E-4
208,Hosgri (Extension),3.0E-5,0.015,0.0,0.0,0.0,5.2706244E-5
50,Hunter Mountain-Saline Valley,3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0504844E-4
677,Hunting Creek - Bartlett Springs connector 2011,4.2E-4,0.207,2.0E-6,0.001,0.0,8.9999934E-4
640,Hunting Creek - Berryessa 2011 CFM,2.8E-4,0.139,0.0,0.0,0.0,5.6944357E-4
97,Imperial,0.00148,0.598,6.4E-5,0.031,3.4E-5,0.0016334486
678,Incline Village 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
65,Independence rev 2011,2.2E-5,0.011,0.0,0.0,0.0,2.0272466E-5
892,Jess Valley,0.0,0.0,0.0,0.0,0.0,0.0
91,Johnson Valley (No) 2011 rev,0.0,0.0,0.0,0.0,0.0,1.7926608E-5
168,Joshua Tree (Seismicity),0.0,0.0,0.0,0.0,0.0,2.2134881E-7
679,Keddie Ridge 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,0.0,0.0,0.0,0.0,0.0,9.557563E-6
544,Kern Canyon (North Kern) 2011,4.0E-6,0.002,0.0,0.0,0.0,8.881587E-6
543,Kern Canyon (South Kern) 2011,4.0E-6,0.002,0.0,0.0,0.0,1.036849E-5
92,Kickapoo,0.0,0.0,0.0,0.0,0.0,1.7926608E-5
680,King Range 2011 CFM,2.6E-5,0.013,2.0E-6,0.001,0.0,4.2100684E-5
641,La Panza 2011,0.0,0.0,0.0,0.0,0.0,1.3526115E-6
104,Laguna Salada,0.0,0.0,0.0,0.0,0.0,0.0
207,Lake Isabella (Seismicity),4.0E-6,0.002,0.0,0.0,0.0,2.5490199E-6
642,Las Positas,0.0,0.0,0.0,0.0,0.0,0.0
890,Last Chance,0.0,0.0,0.0,0.0,0.0,0.0
85,Lenwood-Lockhart-Old Woman Springs,0.0,0.0,0.0,0.0,0.0,2.2805605E-6
705,Likely 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
681,Lions Head 2011 CFM,8.0E-6,0.004,0.0,0.0,0.0,4.910324E-6
144,Little Lake,4.0E-6,0.002,0.0,0.0,0.0,1.3751282E-5
16,Little Salmon (Offshore),0.0,0.0,0.0,0.0,0.0,0.0
17,Little Salmon (Onshore),0.0,0.0,0.0,0.0,0.0,0.0
683,Los Alamos 2011 CFM,4.0E-5,0.02,2.0E-6,0.001,2.0E-6,7.222103E-5
780,Los Alamos extension,6.4E-5,0.032,2.0E-6,0.001,2.0E-6,8.97714E-5
643,Los Medanos - Roe Island,0.0,0.0,0.0,0.0,0.0,5.5703754E-6
74,Los Osos 2011,2.0E-5,0.01,0.0,0.0,0.0,3.7437658E-5
201,Lost Hills,0.0,0.0,0.0,0.0,0.0,0.0
166,Ludlow,0.0,0.0,0.0,0.0,0.0,0.0
644,Maacama 2011 CFM,2.2E-5,0.011,0.0,0.0,0.0,5.8921632E-5
22,Mad River (alt1),7.4E-5,0.037,0.0,0.0,0.0,1.3952819E-4
221,Malibu Coast (Extension) alt 1,4.2E-5,0.021,0.0,0.0,0.0,6.2824176E-5
220,Malibu Coast alt 1,5.8E-5,0.028,0.0,0.0,0.0,9.5908996E-5
164,Manix-Afton Hills,0.0,0.0,0.0,0.0,0.0,0.0
21,McKinleyville (alt1),4.6E-5,0.023,0.0,0.0,0.0,9.222513E-5
155,McLean Lake,0.0,0.0,0.0,0.0,0.0,0.0
13,Mendocino,0.001602,0.66,1.0E-4,0.049,4.8E-5,0.0020404276
605,Mission (connected) 2011 CFM,1.8E-5,0.009,2.0E-6,0.001,0.0,2.9016861E-5
250,Mission Creek,1.0E-4,0.05,1.0E-5,0.005,2.0E-6,1.0706652E-4
779,Mission Hills 2011,6.0E-6,0.003,0.0,0.0,0.0,1.5168704E-5
78,Mission Ridge-Arroyo Parida-Santa Ana,1.5E-4,0.075,1.2E-5,0.006,4.0E-6,2.806706E-4
686,Mohawk Valley 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
707,Mono Lake 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
646,Monte Vista - Shannon 2011 CFM,1.14E-4,0.056,1.2E-5,0.006,6.0E-6,1.2242547E-4
11,Monterey Bay-Tularcitos,1.0E-5,0.005,0.0,0.0,0.0,6.2322797E-6
188,Morales (East),0.0,0.0,0.0,0.0,0.0,5.532615E-6
187,Morales (West),4.0E-6,0.002,0.0,0.0,0.0,5.198684E-6
711,Mount Diablo Thrust North CFM,6.6E-5,0.032,0.0,0.0,0.0,9.8458455E-5
713,Mount Diablo Thrust South,1.4E-5,0.007,0.0,0.0,0.0,1.8538496E-5
156,Nelson Lake,0.0,0.0,0.0,0.0,0.0,0.0
122,Newport-Inglewood (Offshore),4.8E-5,0.024,0.0,0.0,0.0,9.0159534E-5
235,Newport-Inglewood alt 1,8.2E-5,0.041,2.0E-6,0.001,0.0,1.903605E-4
83,North Frontal  (East),2.0E-5,0.01,4.0E-6,0.002,0.0,2.7364627E-5
82,North Frontal  (West),2.6E-5,0.013,4.0E-6,0.002,0.0,3.3058786E-5
199,North Salt Lake,0.0,0.0,0.0,0.0,0.0,2.8593402E-7
687,North Tahoe 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
130,Northridge,1.42E-4,0.071,1.2E-5,0.006,2.0E-6,3.55967E-4
211,Northridge Hills,5.8E-5,0.029,4.0E-6,0.002,2.0E-6,1.8511481E-4
116,Oak Ridge (Onshore),3.54E-4,0.168,1.6E-5,0.008,6.0E-6,7.0936955E-4
709,Oceanic - West Huasna,3.4E-5,0.017,0.0,0.0,0.0,7.115953E-5
777,Oceanside alt1,3.2E-5,0.016,2.0E-6,0.001,0.0,9.765534E-5
921,Ortigalita (North),0.0,0.0,0.0,0.0,0.0,0.0
9,Ortigalita (South),0.0,0.0,0.0,0.0,0.0,0.0
64,Owens Valley,3.8E-5,0.019,2.0E-6,0.001,0.0,1.2905945E-4
891,Owens Valley Keough Hot Springs,2.6E-5,0.013,2.0E-6,0.001,0.0,8.4490974E-5
47,Owl Lake,9.4E-5,0.047,0.0,0.0,0.0,1.3613632E-4
841,Ozena,8.0E-6,0.004,0.0,0.0,0.0,1.5336978E-5
109,Palos Verdes,3.2E-5,0.016,0.0,0.0,0.0,3.4228273E-5
244,Panamint Valley,3.9E-4,0.194,1.0E-5,0.005,4.0E-6,6.0724997E-4
162,Paradise,3.6E-5,0.018,2.0E-6,0.001,2.0E-6,6.631948E-5
186,Peralta Hills,1.2E-5,0.006,0.0,0.0,0.0,2.1024121E-5
647,Pilarcitos 2011 CFM,9.8E-5,0.049,6.0E-6,0.003,4.0E-6,1.1144657E-4
193,Pine Mtn,3.6E-5,0.018,0.0,0.0,0.0,4.1908184E-5
93,Pinto Mtn,2.04E-4,0.098,2.2E-5,0.011,1.4E-5,3.7621488E-4
89,Pisgah-Bullion Mtn-Mesquite Lk,0.0,0.0,0.0,0.0,0.0,0.0
212,Pitas Point (Lower West),2.94E-4,0.145,2.0E-5,0.01,1.0E-5,3.471193E-4
215,Pitas Point (Lower)-Montalvo,2.14E-4,0.107,1.4E-5,0.007,8.0E-6,2.672907E-4
688,Pittville 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
58,Pleito,3.18E-4,0.154,2.2E-5,0.011,8.0E-6,3.626139E-4
666,Point Reyes 2011 CFM,2.0E-6,0.001,2.0E-6,0.001,0.0,6.6319935E-6
843,Point Reyes 2011 connector,1.0E-5,0.005,2.0E-6,0.001,0.0,2.0767357E-5
545,Polaris 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
240,Puente Hills,3.2E-5,0.016,0.0,0.0,0.0,1.0653492E-4
648,Quien Sabe 2011 CFM,0.0,0.0,0.0,0.0,0.0,7.53083E-7
152,Raymond,8.4E-5,0.042,0.0,0.0,0.0,1.4286602E-4
118,Red Mountain,2.16E-4,0.104,1.6E-5,0.008,8.0E-6,3.1071212E-4
161,Red Pass,0.0,0.0,0.0,0.0,0.0,0.0
232,Redondo Canyon alt 1,0.0,0.0,0.0,0.0,0.0,2.928951E-7
649,Reliz 2011 CFM,4.0E-5,0.02,2.0E-6,0.001,0.0,4.6158864E-5
205,Richfield,0.0,0.0,0.0,0.0,0.0,0.0
650,Rinconada 2011 CFM,8.0E-6,0.004,0.0,0.0,0.0,1.7039938E-5
38,Robinson Creek,0.0,0.0,0.0,0.0,0.0,0.0
689,Rocky Ledge 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
651,Rodgers Creek - Healdsburg 2011 CFM,4.82E-4,0.231,1.0E-5,0.005,2.0E-6,6.476148E-4
123,Rose Canyon,4.2E-5,0.021,0.0,0.0,0.0,7.223027E-5
42,Round Valley,0.0,0.0,0.0,0.0,0.0,0.0
690,Russ 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
287,San Andreas (Big Bend),0.004436,0.997,3.22E-4,0.138,1.56E-4,0.0044245115
300,San Andreas (Carrizo) rev,0.004144,0.993,3.12E-4,0.136,1.5E-4,0.004201805
285,San Andreas (Cholame) rev,0.00396,0.982,3.0E-4,0.131,1.46E-4,0.0040264158
295,San Andreas (Coachella) rev,0.001932,0.713,9.4E-5,0.045,5.0E-5,0.0021020647
658,San Andreas (Creeping Section) 2011 CFM,0.003528,0.909,2.22E-4,0.102,1.06E-4,0.0038110747
286,San Andreas (Mojave N),0.004866,0.999,3.42E-4,0.143,1.54E-4,0.0049894005
301,San Andreas (Mojave S),0.004402,0.991,2.82E-4,0.126,1.22E-4,0.0045267143
294,San Andreas (North Branch Mill Creek),4.36E-4,0.206,1.8E-5,0.009,8.0E-6,5.759119E-4
654,San Andreas (North Coast) 2011 CFM,0.003728,0.982,2.54E-4,0.113,1.1E-4,0.0045710644
653,San Andreas (Offshore) 2011 CFM,0.002076,0.796,1.34E-4,0.065,6.4E-5,0.0025727667
32,San Andreas (Parkfield),0.003124,0.91,2.24E-4,0.101,1.12E-4,0.0032088608
655,San Andreas (Peninsula) 2011 CFM,0.00313,0.951,1.92E-4,0.089,8.2E-5,0.0035515025
282,San Andreas (San Bernardino N),0.003644,0.947,2.28E-4,0.101,9.6E-5,0.0037959707
283,San Andreas (San Bernardino S),0.00235,0.799,1.4E-4,0.065,5.6E-5,0.0022481368
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.001976,0.729,1.04E-4,0.05,5.2E-5,0.0020508107
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.002368,0.824,1.4E-4,0.067,6.8E-5,0.0028303969
80,San Cayetano,3.2E-4,0.154,2.4E-5,0.012,6.0E-6,6.6907855E-4
178,San Clemente,0.0,0.0,0.0,0.0,0.0,0.0
774,San Diego Trough north alt1,4.4E-5,0.022,0.0,0.0,0.0,9.1258386E-5
177,San Diego Trough south,4.4E-5,0.022,0.0,0.0,0.0,9.1258386E-5
247,San Gabriel,2.0E-4,0.098,1.8E-5,0.009,1.2E-5,2.3744718E-4
248,San Gabriel (Extension),6.4E-5,0.031,2.0E-6,0.001,0.0,1.0655014E-4
194,San Gorgonio Pass,1.84E-4,0.091,8.0E-6,0.004,6.0E-6,2.795672E-4
660,San Gregorio (North) 2011 CFM,6.56E-4,0.307,5.2E-5,0.026,1.8E-5,0.0010954993
661,San Gregorio (South) 2011 CFM,2.84E-4,0.139,1.8E-5,0.009,4.0E-6,5.5293716E-4
293,San Jacinto (Anza) rev,0.001178,0.515,4.4E-5,0.022,2.4E-5,0.0019277687
99,San Jacinto (Borrego),5.84E-4,0.276,2.4E-5,0.012,1.6E-5,0.001043267
292,San Jacinto (Clark) rev,4.68E-4,0.22,1.8E-5,0.009,8.0E-6,7.0070714E-4
101,San Jacinto (Coyote Creek),6.64E-4,0.313,2.4E-5,0.012,1.6E-5,0.0011577976
901,San Jacinto (Lytle Creek connector),2.3E-4,0.112,8.0E-6,0.004,8.0E-6,3.3974537E-4
119,San Jacinto (San Bernardino),0.001144,0.501,5.0E-5,0.024,2.8E-5,0.0017124197
289,San Jacinto (San Jacinto Valley) rev,0.001158,0.509,4.8E-5,0.023,2.6E-5,0.0018709888
401,San Jacinto (Stepovers Combined),0.001184,0.519,4.8E-5,0.024,2.6E-5,0.0019325669
28,San Jacinto (Superstition Mtn),4.68E-4,0.224,2.0E-5,0.01,1.2E-5,8.2394556E-4
143,San Joaquin Hills,3.4E-5,0.017,2.0E-6,0.001,0.0,1.0053589E-4
107,San Jose,8.0E-6,0.004,0.0,0.0,0.0,1.6327518E-5
31,San Juan,1.6E-5,0.008,0.0,0.0,0.0,2.4254921E-5
692,San Luis Range - Oceano 2011 CFM,4.0E-6,0.002,2.0E-6,0.001,0.0,7.077492E-6
693,San Luis Range - Pecho 2011 CFM,2.0E-6,0.001,0.0,0.0,0.0,4.9518985E-6
691,San Luis Range 2011 CFM,1.2E-5,0.006,2.0E-6,0.001,0.0,2.17149E-5
181,San Pedro Basin,4.2E-5,0.021,0.0,0.0,0.0,6.68081E-5
183,San Pedro Escarpment,4.2E-5,0.021,0.0,0.0,0.0,5.439823E-5
198,San Vicente,2.0E-6,0.001,0.0,0.0,0.0,5.5879555E-6
775,Santa Cruz Catalina Ridge alt1,3.4E-5,0.017,0.0,0.0,0.0,5.8518533E-5
111,Santa Cruz Island,9.2E-5,0.044,0.0,0.0,0.0,1.2306198E-4
185,Santa Monica Bay,1.2E-5,0.006,0.0,0.0,0.0,1.3121686E-5
226,Santa Monica alt 1,7.0E-5,0.034,0.0,0.0,0.0,9.35117E-5
110,Santa Rosa Island,3.0E-5,0.015,0.0,0.0,0.0,4.6893983E-5
778,Santa Susana East (connector),1.12E-4,0.055,4.0E-6,0.002,2.0E-6,2.5499376E-4
227,Santa Susana alt 1,2.32E-4,0.113,4.0E-6,0.002,2.0E-6,4.6061716E-4
79,Santa Ynez (East),1.52E-4,0.076,8.0E-6,0.004,2.0E-6,2.4055982E-4
77,Santa Ynez (West),1.62E-4,0.078,1.2E-5,0.006,2.0E-6,2.9362508E-4
781,Santa Ynez River,4.8E-5,0.024,4.0E-6,0.002,2.0E-6,5.0797647E-5
662,Sargent 2011 CFM,3.0E-4,0.146,2.2E-5,0.011,6.0E-6,3.632496E-4
209,Scodie Lineament,0.0,0.0,0.0,0.0,0.0,0.0
885,Sheephole,0.0,0.0,0.0,0.0,0.0,0.0
547,Shoreline,2.0E-6,0.001,2.0E-6,0.001,0.0,1.4994836E-5
114,Sierra Madre,1.92E-4,0.092,6.0E-6,0.003,2.0E-6,4.5328186E-4
113,Sierra Madre (San Fernando),1.2E-4,0.06,4.0E-6,0.002,2.0E-6,3.312908E-4
210,Sierra Nevada  (No Extension),4.2E-5,0.021,0.0,0.0,0.0,8.0216276E-5
664,Silver Creek 2011 CFM,1.0E-5,0.005,0.0,0.0,0.0,1.1631959E-5
115,Simi-Santa Rosa,3.2E-5,0.016,2.0E-6,0.001,0.0,6.150459E-5
202,Sisar,1.2E-4,0.06,1.0E-5,0.005,4.0E-6,2.0786832E-4
694,Skinner Flat 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
63,So Sierra Nevada,4.0E-5,0.02,0.0,0.0,0.0,7.771059E-5
189,South Cuyama,1.0E-5,0.005,2.0E-6,0.001,0.0,1.7345503E-5
719,South Klamath Lake East,0.0,0.0,0.0,0.0,0.0,0.0
720,South Klamath Lake West,0.0,0.0,0.0,0.0,0.0,0.0
98,Superstition Hills,1.9E-4,0.094,1.4E-5,0.007,8.0E-6,3.1694886E-4
708,Surprise Valley 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
695,Swain Ravine - Spenceville,0.0,0.0,0.0,0.0,0.0,0.0
15,Table Bluff,0.0,0.0,0.0,0.0,0.0,0.0
145,Tank Canyon,1.6E-5,0.008,0.0,0.0,0.0,2.9155644E-5
174,Thirty Mile Bank,1.0E-5,0.005,0.0,0.0,0.0,1.562186E-5
887,Tin Mountain,4.0E-6,0.002,0.0,0.0,0.0,7.4754744E-6
886,Towne Pass,0.0,0.0,0.0,0.0,0.0,0.0
19,Trinidad (alt1),1.0E-5,0.005,2.0E-6,0.001,0.0,2.9253102E-5
117,Ventura-Pitas Point,2.6E-4,0.127,1.8E-5,0.009,6.0E-6,4.704377E-4
112,Verdugo,6.0E-5,0.03,2.0E-6,0.001,0.0,1.5383762E-4
696,Walker Spring 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0
665,West Napa 2011 CFM,4.6E-5,0.023,0.0,0.0,0.0,7.326056E-5
321,West Tahoe,0.0,0.0,0.0,0.0,0.0,0.0
44,White Mountains,1.6E-5,0.008,2.0E-6,0.001,0.0,6.268838E-5
