Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
670,Casmalia 2011 CFM,1.44E-4,0.071,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,8.62E-4,0.33,0.0014486995
172,Cerro Prieto,0.01268,1.0,0.015186971
129,Channel Islands Thrust,9.4E-4,0.377,0.0011560944
214,Channel Islands Western Deep Ramp,2.68E-4,0.13,3.141864E-4
238,Chino alt 1,0.001618,0.59,0.002055848
124,Clamshell-Sawpit,1.02E-4,0.05,1.6712814E-4
844,Clayton,3.4E-4,0.167,5.955206E-4
81,Cleghorn,3.52E-4,0.17,4.1360638E-4
884,Cleghorn Lake,6.28E-4,0.285,8.0706173E-4
883,Cleghorn Pass,7.54E-4,0.309,5.4906996E-4
582,Collayami 2011 CFM,6.82E-4,0.296,0.0016240462
184,Compton,2.56E-4,0.123,5.5336126E-4
622,Concord 2011 CFM,0.002048,0.714,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,2.16E-4,0.105,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,4.62E-4,0.222,6.8810565E-4
776,Coronado Bank alt1,0.002528,0.751,0.004669619
157,Coyote Canyon,0.00157,0.559,0.00183098
163,Coyote Lake,7.02E-4,0.314,0.0010333296
125,Cucamonga,3.24E-4,0.157,6.182335E-4
894,Davis Creek,7.54E-4,0.277,0.0012165429
245,Death Valley (Black Mtns Frontal),3.9E-4,0.191,8.7176583E-4
45,Death Valley (Fish Lake Valley),9.66E-4,0.422,0.0020205644
46,Death Valley (No),4.46E-4,0.218,0.0010474853
246,Death Valley (So),8.18E-4,0.376,0.001079285
51,Deep Springs,5.38E-4,0.262,0.0010337
230,Del Valle,2.34E-4,0.116,5.591551E-4
889,Dog Valley,1.8E-4,0.09,4.1480028E-4
888,Dry Mountain,1.44E-4,0.071,3.2469787E-4
249,Earthquake Valley,5.12E-4,0.246,0.001013129
255,Earthquake Valley (No  Extension),6.04E-4,0.29,0.0011406206
256,Earthquake Valley (So Extension),7.78E-4,0.365,0.0015755498
671,East Huasna 2011 CFM,5.0E-5,0.025,7.648561E-5
672,Eaton Roughs 2011 CFM,0.002426,0.739,0.0035506086
96,Elmore Ranch,0.003382,0.901,0.0047495617
103,Elsinore (Coyote Mountains),0.001044,0.442,0.0021942228
296,Elsinore (Glen Ivy) rev,0.007756,0.995,0.008455746
102,Elsinore (Julian),2.58E-4,0.128,6.1102665E-4
402,Elsinore (Stepovers Combined),6.08E-4,0.288,0.0011189252
299,Elsinore (Temecula) rev,7.22E-4,0.33,0.001540073
196,Elysian Park (Lower CFM),4.8E-5,0.024,1.135746E-4
146,Elysian Park (Upper),0.001058,0.437,0.0016632719
90,Emerson-Copper Mtn 2011,2.98E-4,0.148,0.0011147654
95,Eureka Peak,7.54E-4,0.358,0.0016670827
20,Fickle Hill (alt1),1.86E-4,0.092,2.8655992E-4
698,Fish Slough 2011 CFM,8.6E-5,0.043,2.2765521E-4
893,Fitzhugh Creek,2.34E-4,0.104,3.1876215E-4
204,Fontana (Seismicity),1.64E-4,0.081,3.745872E-4
634,Franklin 2011 CFM,6.32E-4,0.294,9.630176E-4
699,Garberville - Briceland 2011 CFM,0.001514,0.58,0.0025254672
159,Garlic Springs,8.24E-4,0.383,8.745211E-4
341,Garlock (Central),0.002238,0.75,0.0028767434
48,Garlock (East),0.00246,0.761,0.0023529157
49,Garlock (West),9.22E-4,0.418,0.0013139631
700,Gillem - Big Crack 2011 CFM,6.1E-4,0.249,0.0011462987
160,Goldstone Lake,0.001356,0.522,0.001393892
701,Goose Lake 2011 CFM,1.34E-4,0.058,1.9728589E-4
86,Gravel Hills-Harper Lk,9.36E-4,0.385,0.0016008405
131,Great Valley 01,6.6E-5,0.032,1.7426879E-4
133,Great Valley 02,7.6E-5,0.038,1.3342313E-4
132,Great Valley 03 Mysterious Ridge,0.001012,0.418,0.0016270807
383,Great Valley 03a Dunnigan Hills,9.06E-4,0.353,0.001211987
134,Great Valley 04a Trout Creek,4.54E-4,0.215,7.35125E-4
381,Great Valley 04b Gordon Valley,8.16E-4,0.37,0.0011052173
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.00142,0.523,0.0021848732
645,Great Valley 06 (Midland) 2011 CFM alt1,4.6E-4,0.213,6.633256E-4
136,Great Valley 07 (Orestimba),0.001226,0.481,0.0018833199
137,Great Valley 08 (Quinto),5.74E-4,0.279,4.0374356E-4
151,Great Valley 09 (Laguna Seca),0.002202,0.713,0.0032257603
138,Great Valley 10 (Panoche),3.76E-4,0.183,8.481573E-4
139,Great Valley 11,6.22E-4,0.296,0.0014662166
140,Great Valley 12,1.22E-4,0.059,4.768042E-4
142,Great Valley 13 (Coalinga),6.0E-5,0.03,6.558958E-4
141,Great Valley 14 (Kettleman Hills),9.6E-5,0.048,3.2380995E-4
623,Green Valley 2011 CFM,0.003994,0.904,0.0052470155
636,Greenville (No) 2011 CFM,0.001094,0.456,0.0019526663
635,Greenville (So) 2011 CFM,0.001102,0.464,0.0022331304
702,Hartley Springs 2011 CFM,3.2E-4,0.159,7.4889406E-4
37,Hat Creek-McArthur-Mayfield,0.001034,0.403,0.0020702034
639,Hayward (No) 2011 CFM,0.003932,0.943,0.0048564076
638,Hayward (So) 2011 CFM,0.009242,1.0,0.009440966
637,Hayward (So) extension 2011 CFM,0.005952,0.977,0.0068718083
167,Hector Mine,1.22E-4,0.06,9.788839E-4
84,Helendale-So Lockhart,5.62E-4,0.253,9.024913E-4
703,Hilton Creek 2011 CFM,2.92E-4,0.144,0.0013004984
108,Hollywood,3.26E-4,0.155,6.4956263E-4
228,Holser alt 1,1.22E-4,0.06,3.2740412E-4
723,Homestead Valley 2011,1.7E-4,0.085,8.0344925E-4
704,Honey Lake 2011 CFM,0.00189,0.632,0.0035161888
30,Hosgri,6.7E-4,0.278,0.0015048402
208,Hosgri (Extension),3.34E-4,0.162,7.304322E-4
50,Hunter Mountain-Saline Valley,0.00126,0.508,0.0023534982
677,Hunting Creek - Bartlett Springs connector 2011,0.001882,0.68,0.0025776934
640,Hunting Creek - Berryessa 2011 CFM,0.006472,0.972,0.0072375466
97,Imperial,0.010906,1.0,0.014349225
678,Incline Village 2011 CFM,4.2E-5,0.021,3.4083915E-4
65,Independence rev 2011,1.86E-4,0.092,2.3074308E-4
892,Jess Valley,1.04E-4,0.048,1.7668359E-4
91,Johnson Valley (No) 2011 rev,3.12E-4,0.151,0.001345028
168,Joshua Tree (Seismicity),4.0E-5,0.02,7.318357E-5
679,Keddie Ridge 2011 CFM,6.54E-4,0.29,0.0013595427
542,Kern Canyon (Lake Isabella) 2011,8.4E-5,0.042,2.2117178E-4
544,Kern Canyon (North Kern) 2011,1.26E-4,0.063,3.4575982E-4
543,Kern Canyon (South Kern) 2011,9.4E-5,0.047,2.1419737E-4
92,Kickapoo,2.22E-4,0.111,0.0013319205
680,King Range 2011 CFM,0.001492,0.676,6.502829E-4
641,La Panza 2011,2.28E-4,0.109,2.439591E-4
104,Laguna Salada,0.002786,0.817,0.0042175907
207,Lake Isabella (Seismicity),2.16E-4,0.103,4.921317E-4
642,Las Positas,3.5E-4,0.175,5.561965E-4
890,Last Chance,9.2E-5,0.046,1.690218E-4
85,Lenwood-Lockhart-Old Woman Springs,0.001074,0.436,0.0019538852
705,Likely 2011 CFM,7.14E-4,0.301,0.0015021918
681,Lions Head 2011 CFM,3.2E-5,0.016,4.6383448E-5
144,Little Lake,6.38E-4,0.296,0.001483167
16,Little Salmon (Offshore),8.02E-4,0.372,0.0012028371
17,Little Salmon (Onshore),0.00172,0.735,0.0021697474
683,Los Alamos 2011 CFM,2.84E-4,0.138,2.4150604E-4
780,Los Alamos extension,2.68E-4,0.133,2.0947917E-4
643,Los Medanos - Roe Island,2.0E-5,0.01,4.731268E-5
74,Los Osos 2011,1.68E-4,0.083,2.5500657E-4
201,Lost Hills,8.88E-4,0.387,0.0011654334
166,Ludlow,7.88E-4,0.328,0.00116921
644,Maacama 2011 CFM,0.004424,0.929,0.0071395757
22,Mad River (alt1),5.02E-4,0.224,5.872844E-4
221,Malibu Coast (Extension) alt 1,2.4E-4,0.113,4.9877336E-4
220,Malibu Coast alt 1,5.24E-4,0.244,0.001222186
164,Manix-Afton Hills,5.18E-4,0.237,7.191928E-4
21,McKinleyville (alt1),5.28E-4,0.239,5.754558E-4
155,McLean Lake,0.001014,0.421,9.058394E-4
13,Mendocino,0.016956,1.0,0.028919645
605,Mission (connected) 2011 CFM,0.001344,0.532,0.0012145345
250,Mission Creek,4.1E-4,0.188,6.02634E-4
779,Mission Hills 2011,4.56E-4,0.226,9.791775E-4
78,Mission Ridge-Arroyo Parida-Santa Ana,0.002336,0.679,0.0023780307
686,Mohawk Valley 2011 CFM,5.42E-4,0.245,0.0013266791
707,Mono Lake 2011 CFM,5.8E-4,0.279,0.0010614097
646,Monte Vista - Shannon 2011 CFM,0.00224,0.788,0.0014562046
11,Monterey Bay-Tularcitos,0.001098,0.447,0.0015722353
188,Morales (East),1.38E-4,0.068,7.79693E-5
187,Morales (West),5.4E-5,0.027,7.319131E-5
711,Mount Diablo Thrust North CFM,4.2E-4,0.2,7.720545E-4
713,Mount Diablo Thrust South,8.32E-4,0.375,0.0011676361
156,Nelson Lake,7.28E-4,0.289,5.172724E-4
122,Newport-Inglewood (Offshore),5.12E-4,0.236,0.0010240931
235,Newport-Inglewood alt 1,7.4E-4,0.318,0.0015481045
83,North Frontal  (East),2.04E-4,0.102,3.7233395E-4
82,North Frontal  (West),1.56E-4,0.078,2.468901E-4
199,North Salt Lake,9.0E-5,0.042,1.5958879E-4
687,North Tahoe 2011 CFM,5.36E-4,0.246,0.0011220555
130,Northridge,2.42E-4,0.118,9.570082E-4
211,Northridge Hills,1.12E-4,0.056,2.6590173E-4
116,Oak Ridge (Onshore),8.1E-4,0.337,0.0016462933
709,Oceanic - West Huasna,9.86E-4,0.382,0.0019781496
777,Oceanside alt1,3.16E-4,0.151,6.0619024E-4
921,Ortigalita (North),0.003408,0.839,0.004024102
9,Ortigalita (South),0.001516,0.589,0.0019431348
64,Owens Valley,0.001082,0.453,0.0025245699
891,Owens Valley Keough Hot Springs,3.4E-4,0.169,8.196551E-4
47,Owl Lake,0.0025,0.753,0.0026257255
841,Ozena,4.2E-5,0.021,7.5020034E-5
109,Palos Verdes,0.001756,0.635,0.00319659
244,Panamint Valley,0.001152,0.482,0.0015764342
162,Paradise,6.34E-4,0.292,7.7492394E-4
186,Peralta Hills,1.08E-4,0.054,2.027145E-4
647,Pilarcitos 2011 CFM,3.56E-4,0.171,2.6768565E-4
193,Pine Mtn,2.84E-4,0.138,3.597619E-4
93,Pinto Mtn,0.001328,0.522,0.0023060807
89,Pisgah-Bullion Mtn-Mesquite Lk,7.32E-4,0.328,0.0015779451
212,Pitas Point (Lower West),3.64E-4,0.177,4.2533522E-4
215,Pitas Point (Lower)-Montalvo,2.32E-4,0.116,2.741659E-4
688,Pittville 2011 CFM,7.58E-4,0.307,0.0013061416
58,Pleito,0.001132,0.498,8.7467715E-4
666,Point Reyes 2011 CFM,5.84E-4,0.24,4.6253882E-4
843,Point Reyes 2011 connector,2.16E-4,0.104,1.9772087E-4
545,Polaris 2011 CFM,3.04E-4,0.145,6.5906247E-4
240,Puente Hills,2.92E-4,0.141,6.314509E-4
648,Quien Sabe 2011 CFM,0.001216,0.479,0.0019604943
152,Raymond,4.44E-4,0.207,7.9089816E-4
118,Red Mountain,0.001606,0.574,0.0021816716
161,Red Pass,3.28E-4,0.151,4.3090692E-4
232,Redondo Canyon alt 1,3.0E-4,0.148,5.3985516E-4
649,Reliz 2011 CFM,8.24E-4,0.338,8.349928E-4
205,Richfield,4.0E-5,0.02,7.913876E-5
650,Rinconada 2011 CFM,5.34E-4,0.247,9.5804554E-4
38,Robinson Creek,4.56E-4,0.226,7.151293E-4
689,Rocky Ledge 2011 CFM,2.86E-4,0.136,6.4402475E-4
651,Rodgers Creek - Healdsburg 2011 CFM,0.00296,0.881,0.003901182
123,Rose Canyon,0.002456,0.73,0.003787493
42,Round Valley,3.1E-4,0.147,8.2868163E-4
690,Russ 2011 CFM,5.66E-4,0.267,0.0012421969
287,San Andreas (Big Bend),0.005276,1.0,0.0053120325
300,San Andreas (Carrizo) rev,0.00585,1.0,0.006092012
285,San Andreas (Cholame) rev,0.00615,1.0,0.0064196703
295,San Andreas (Coachella) rev,0.005378,0.996,0.006223159
658,San Andreas (Creeping Section) 2011 CFM,0.027264,1.0,0.03419009
286,San Andreas (Mojave N),0.004822,0.999,0.005154288
301,San Andreas (Mojave S),0.018436,1.0,0.016211301
294,San Andreas (North Branch Mill Creek),4.98E-4,0.238,7.0238864E-4
654,San Andreas (North Coast) 2011 CFM,0.00652,0.999,0.008001522
653,San Andreas (Offshore) 2011 CFM,0.008206,0.999,0.008909097
32,San Andreas (Parkfield),0.04126,1.0,0.047238618
655,San Andreas (Peninsula) 2011 CFM,0.003814,0.974,0.004498022
282,San Andreas (San Bernardino N),0.007152,0.999,0.007448379
283,San Andreas (San Bernardino S),0.005418,0.99,0.0064371466
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.003898,0.955,0.004339178
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.007052,0.999,0.008986775
80,San Cayetano,5.94E-4,0.275,0.0012249724
178,San Clemente,0.002338,0.707,0.004444812
774,San Diego Trough north alt1,0.002564,0.742,0.00429148
177,San Diego Trough south,0.00255,0.759,0.0047139744
247,San Gabriel,3.5E-4,0.165,5.655014E-4
248,San Gabriel (Extension),1.54E-4,0.075,2.9473729E-4
194,San Gorgonio Pass,3.02E-4,0.15,3.9887163E-4
660,San Gregorio (North) 2011 CFM,0.001868,0.66,0.0026238097
661,San Gregorio (South) 2011 CFM,4.86E-4,0.226,9.794229E-4
293,San Jacinto (Anza) rev,0.00199,0.751,0.0032881694
99,San Jacinto (Borrego),9.92E-4,0.435,0.001855396
292,San Jacinto (Clark) rev,0.001388,0.58,0.0023390169
101,San Jacinto (Coyote Creek),7.92E-4,0.367,0.0014283739
901,San Jacinto (Lytle Creek connector),2.12E-4,0.104,3.4928427E-4
119,San Jacinto (San Bernardino),0.001142,0.49,0.0017789815
289,San Jacinto (San Jacinto Valley) rev,0.001136,0.498,0.0019059584
401,San Jacinto (Stepovers Combined),0.001256,0.549,0.002122028
28,San Jacinto (Superstition Mtn),0.002616,0.847,0.003349654
143,San Joaquin Hills,6.2E-5,0.031,1.801505E-4
107,San Jose,1.4E-4,0.07,2.6533537E-4
31,San Juan,5.3E-4,0.245,4.5305846E-4
692,San Luis Range - Oceano 2011 CFM,6.2E-5,0.031,8.362033E-5
693,San Luis Range - Pecho 2011 CFM,5.8E-5,0.028,8.8047396E-5
691,San Luis Range 2011 CFM,3.44E-4,0.158,4.6109583E-4
181,San Pedro Basin,0.001312,0.531,0.0027889693
183,San Pedro Escarpment,2.8E-5,0.014,6.125914E-5
198,San Vicente,4.0E-6,0.002,2.1315613E-5
775,Santa Cruz Catalina Ridge alt1,8.18E-4,0.356,0.0017132168
111,Santa Cruz Island,0.001152,0.418,0.0015217874
185,Santa Monica Bay,2.6E-5,0.013,3.3881952E-5
226,Santa Monica alt 1,2.4E-4,0.117,5.774116E-4
110,Santa Rosa Island,0.001566,0.57,0.0026005514
778,Santa Susana East (connector),6.4E-4,0.286,0.001491492
227,Santa Susana alt 1,5.7E-4,0.267,0.0013957313
79,Santa Ynez (East),0.001346,0.525,0.0016838147
77,Santa Ynez (West),0.002408,0.688,0.002907773
781,Santa Ynez River,7.44E-4,0.312,8.5555064E-4
662,Sargent 2011 CFM,0.001886,0.677,0.0021126582
209,Scodie Lineament,8.8E-5,0.044,2.0156494E-4
885,Sheephole,1.62E-4,0.079,2.3782888E-4
547,Shoreline,1.72E-4,0.08,2.0813382E-4
114,Sierra Madre,2.56E-4,0.123,6.981212E-4
113,Sierra Madre (San Fernando),1.34E-4,0.066,5.3986383E-4
210,Sierra Nevada  (No Extension),3.38E-4,0.164,4.0537934E-4
664,Silver Creek 2011 CFM,1.2E-4,0.06,1.8382086E-4
115,Simi-Santa Rosa,6.08E-4,0.282,0.0011473736
202,Sisar,1.24E-4,0.062,2.3711003E-4
694,Skinner Flat 2011 CFM,1.38E-4,0.069,2.5074437E-4
63,So Sierra Nevada,3.58E-4,0.172,6.0260686E-4
189,South Cuyama,3.4E-5,0.017,6.6513676E-5
719,South Klamath Lake East,0.001106,0.35,0.0012282651
720,South Klamath Lake West,0.00104,0.331,0.0011343876
98,Superstition Hills,0.002726,0.84,0.0039604204
708,Surprise Valley 2011 CFM,0.001182,0.431,0.002107861
695,Swain Ravine - Spenceville,1.98E-4,0.095,2.920009E-4
15,Table Bluff,5.06E-4,0.243,9.2590105E-4
145,Tank Canyon,0.002024,0.639,0.00251948
174,Thirty Mile Bank,1.9E-4,0.09,3.3981277E-4
887,Tin Mountain,8.2E-5,0.04,2.1308602E-4
886,Towne Pass,2.2E-4,0.105,2.0087369E-4
19,Trinidad (alt1),0.00116,0.463,0.0015741035
117,Ventura-Pitas Point,0.001176,0.462,0.001731294
112,Verdugo,1.28E-4,0.064,2.8139912E-4
696,Walker Spring 2011 CFM,2.6E-4,0.125,5.508658E-4
665,West Napa 2011 CFM,0.001212,0.494,0.001968789
321,West Tahoe,5.3E-4,0.242,0.0010187672
44,White Mountains,9.82E-4,0.402,0.0018281495
253,White Wolf,5.4E-5,0.027,0.0010455553
254,White Wolf (Extension),1.34E-4,0.067,4.2904294E-4
236,Whittier alt 1,0.001384,0.529,0.0022204905
697,Wight Way 2011 CFM,3.0E-5,0.015,5.4327367E-5
206,Yorba Linda,4.6E-5,0.023,1.0094919E-4
715,Zayante-Vergeles 2011 CFM,3.4E-5,0.017,5.819062E-5
