Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Triggered Mean Annual Rate,Triggered 500 Year Prob,Triggered Primary Mean Annual Rate,Long-Term Fault System Solution Rate
94,Burnt Mtn,3.34E-4,0.166,2.6E-5,0.013,1.2E-5,8.178091E-4
561,Butano 2011 CFM,5.56E-4,0.247,4.6E-5,0.023,1.8E-5,4.988888E-4
165,Cady,8.04E-4,0.357,1.64E-4,0.082,9.4E-5,0.0010379759
602,Calaveras (Central) 2011 CFM,0.006392,0.984,2.06E-4,0.09,7.6E-5,0.007856056
601,Calaveras (No) 2011 CFM,0.002132,0.747,9.4E-5,0.046,2.2E-5,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.006518,0.985,1.86E-4,0.076,7.0E-5,0.007935263
603,Calaveras (So) 2011 CFM,0.006726,0.992,1.72E-4,0.074,5.4E-5,0.00887066
88,Calico-Hidalgo,0.001368,0.532,1.1E-4,0.053,4.8E-5,0.0021344922
724,Camp Rock 2011,1.24E-4,0.061,4.0E-6,0.002,2.0E-6,8.719521E-4
173,Canada David (Detachment),9.0E-5,0.045,4.0E-6,0.002,2.0E-6,1.708136E-4
176,Carlsbad,1.42E-4,0.069,2.0E-6,0.001,2.0E-6,2.9338954E-4
721,Carson Range (Genoa),0.00111,0.473,3.2E-5,0.015,1.6E-5,0.0021533736
670,Casmalia 2011 CFM,1.26E-4,0.061,4.0E-6,0.002,2.0E-6,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,8.62E-4,0.342,6.0E-6,0.003,0.0,0.0014486995
172,Cerro Prieto,0.013388,1.0,8.0E-4,0.243,2.7E-4,0.015186971
129,Channel Islands Thrust,9.52E-4,0.394,1.8E-5,0.009,4.0E-6,0.0011560944
214,Channel Islands Western Deep Ramp,3.02E-4,0.139,4.0E-6,0.001,0.0,3.141864E-4
238,Chino alt 1,0.001646,0.595,7.6E-5,0.034,2.8E-5,0.002055848
124,Clamshell-Sawpit,1.24E-4,0.061,1.0E-5,0.005,2.0E-6,1.6712814E-4
844,Clayton,3.7E-4,0.182,1.2E-5,0.006,4.0E-6,5.955206E-4
81,Cleghorn,4.04E-4,0.187,2.4E-5,0.012,4.0E-6,4.1360638E-4
884,Cleghorn Lake,7.26E-4,0.309,4.8E-5,0.021,8.0E-6,8.0706173E-4
883,Cleghorn Pass,6.54E-4,0.272,5.0E-5,0.022,6.0E-6,5.4906996E-4
582,Collayami 2011 CFM,7.84E-4,0.341,4.0E-6,0.002,2.0E-6,0.0016240462
184,Compton,2.12E-4,0.103,2.0E-6,0.001,2.0E-6,5.5336126E-4
622,Concord 2011 CFM,0.0022,0.737,4.8E-5,0.021,0.0,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,2.1E-4,0.104,6.0E-6,0.003,2.0E-6,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,5.08E-4,0.242,8.0E-6,0.004,2.0E-6,6.8810565E-4
776,Coronado Bank alt1,0.002762,0.771,3.4E-5,0.016,1.8E-5,0.004669619
157,Coyote Canyon,0.001538,0.553,3.8E-5,0.015,2.0E-6,0.00183098
163,Coyote Lake,6.88E-4,0.32,2.2E-5,0.011,4.0E-6,0.0010333296
125,Cucamonga,4.04E-4,0.19,1.4E-5,0.007,8.0E-6,6.182335E-4
894,Davis Creek,7.78E-4,0.306,4.0E-6,0.002,0.0,0.0012165429
245,Death Valley (Black Mtns Frontal),4.2E-4,0.207,6.0E-6,0.003,0.0,8.7176583E-4
45,Death Valley (Fish Lake Valley),9.8E-4,0.429,1.2E-5,0.005,4.0E-6,0.0020205644
46,Death Valley (No),4.84E-4,0.234,6.0E-6,0.003,0.0,0.0010474853
246,Death Valley (So),8.64E-4,0.384,1.2E-5,0.006,2.0E-6,0.001079285
51,Deep Springs,6.68E-4,0.317,1.0E-5,0.005,4.0E-6,0.0010337
230,Del Valle,2.36E-4,0.116,1.2E-5,0.006,6.0E-6,5.591551E-4
889,Dog Valley,1.94E-4,0.097,4.0E-6,0.002,0.0,4.1480028E-4
888,Dry Mountain,1.64E-4,0.08,6.0E-6,0.003,0.0,3.2469787E-4
249,Earthquake Valley,5.66E-4,0.278,2.0E-6,0.001,2.0E-6,0.001013129
255,Earthquake Valley (No  Extension),6.76E-4,0.319,2.0E-6,0.001,2.0E-6,0.0011406206
256,Earthquake Valley (So Extension),8.02E-4,0.367,1.0E-5,0.005,6.0E-6,0.0015755498
671,East Huasna 2011 CFM,4.6E-5,0.023,2.0E-6,0.001,2.0E-6,7.648561E-5
672,Eaton Roughs 2011 CFM,0.00256,0.743,2.4E-5,0.01,6.0E-6,0.0035506086
96,Elmore Ranch,0.003478,0.905,1.02E-4,0.047,2.2E-5,0.0047495617
103,Elsinore (Coyote Mountains),0.00127,0.522,3.6E-5,0.017,1.2E-5,0.0021942228
296,Elsinore (Glen Ivy) rev,0.007912,0.985,2.76E-4,0.082,8.2E-5,0.008455746
102,Elsinore (Julian),2.8E-4,0.139,4.0E-6,0.002,2.0E-6,6.1102665E-4
402,Elsinore (Stepovers Combined),6.0E-4,0.284,1.4E-5,0.007,8.0E-6,0.0011189252
299,Elsinore (Temecula) rev,7.94E-4,0.367,6.0E-6,0.003,4.0E-6,0.001540073
196,Elysian Park (Lower CFM),5.0E-5,0.025,0.0,0.0,0.0,1.135746E-4
146,Elysian Park (Upper),0.001098,0.447,4.0E-5,0.018,1.0E-5,0.0016632719
90,Emerson-Copper Mtn 2011,3.24E-4,0.161,1.4E-5,0.007,6.0E-6,0.0011147654
95,Eureka Peak,8.0E-4,0.387,4.0E-5,0.02,1.8E-5,0.0016670827
20,Fickle Hill (alt1),2.04E-4,0.101,4.0E-6,0.002,0.0,2.8655992E-4
698,Fish Slough 2011 CFM,1.1E-4,0.054,1.0E-5,0.005,4.0E-6,2.2765521E-4
893,Fitzhugh Creek,2.36E-4,0.108,4.0E-6,0.002,2.0E-6,3.1876215E-4
204,Fontana (Seismicity),1.96E-4,0.098,6.0E-6,0.003,2.0E-6,3.745872E-4
634,Franklin 2011 CFM,6.12E-4,0.283,1.6E-5,0.008,2.0E-6,9.630176E-4
699,Garberville - Briceland 2011 CFM,0.001596,0.604,6.6E-5,0.028,3.0E-5,0.0025254672
159,Garlic Springs,7.82E-4,0.346,1.4E-5,0.007,4.0E-6,8.745211E-4
341,Garlock (Central),0.002216,0.75,4.8E-5,0.024,2.2E-5,0.0028767434
48,Garlock (East),0.002538,0.772,3.6E-5,0.015,8.0E-6,0.0023529157
49,Garlock (West),9.2E-4,0.425,3.2E-5,0.015,8.0E-6,0.0013139631
700,Gillem - Big Crack 2011 CFM,7.26E-4,0.281,2.0E-6,0.001,0.0,0.0011462987
160,Goldstone Lake,0.001346,0.53,5.6E-5,0.021,1.0E-5,0.001393892
701,Goose Lake 2011 CFM,1.34E-4,0.063,4.0E-6,0.002,0.0,1.9728589E-4
86,Gravel Hills-Harper Lk,0.001034,0.424,4.0E-5,0.019,8.0E-6,0.0016008405
131,Great Valley 01,8.0E-5,0.04,0.0,0.0,0.0,1.7426879E-4
133,Great Valley 02,7.6E-5,0.038,0.0,0.0,0.0,1.3342313E-4
132,Great Valley 03 Mysterious Ridge,0.001084,0.446,1.0E-5,0.005,8.0E-6,0.0016270807
383,Great Valley 03a Dunnigan Hills,9.48E-4,0.368,1.2E-5,0.006,2.0E-6,0.001211987
134,Great Valley 04a Trout Creek,4.5E-4,0.215,2.2E-5,0.011,1.8E-5,7.35125E-4
381,Great Valley 04b Gordon Valley,7.96E-4,0.359,1.04E-4,0.049,6.0E-5,0.0011052173
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.001504,0.565,4.6E-5,0.021,1.2E-5,0.0021848732
645,Great Valley 06 (Midland) 2011 CFM alt1,5.02E-4,0.222,1.4E-5,0.007,8.0E-6,6.633256E-4
136,Great Valley 07 (Orestimba),0.00142,0.528,5.4E-5,0.026,1.8E-5,0.0018833199
137,Great Valley 08 (Quinto),5.6E-4,0.27,1.4E-5,0.007,6.0E-6,4.0374356E-4
151,Great Valley 09 (Laguna Seca),0.002188,0.697,3.2E-5,0.015,1.2E-5,0.0032257603
138,Great Valley 10 (Panoche),3.56E-4,0.17,2.0E-6,0.001,2.0E-6,8.481573E-4
139,Great Valley 11,6.92E-4,0.324,1.2E-5,0.006,8.0E-6,0.0014662166
140,Great Valley 12,1.5E-4,0.074,4.0E-6,0.002,2.0E-6,4.768042E-4
142,Great Valley 13 (Coalinga),5.8E-5,0.029,0.0,0.0,0.0,6.558958E-4
141,Great Valley 14 (Kettleman Hills),1.02E-4,0.051,6.0E-6,0.003,4.0E-6,3.2380995E-4
623,Green Valley 2011 CFM,0.00418,0.927,1.08E-4,0.046,1.2E-5,0.0052470155
636,Greenville (No) 2011 CFM,0.00118,0.492,5.0E-5,0.025,2.0E-6,0.0019526663
635,Greenville (So) 2011 CFM,0.001212,0.512,3.6E-5,0.018,2.0E-6,0.0022331304
702,Hartley Springs 2011 CFM,4.14E-4,0.205,1.8E-5,0.009,8.0E-6,7.4889406E-4
37,Hat Creek-McArthur-Mayfield,0.001176,0.46,2.0E-6,0.001,0.0,0.0020702034
639,Hayward (No) 2011 CFM,0.003992,0.938,2.0E-4,0.088,9.2E-5,0.0048564076
638,Hayward (So) 2011 CFM,0.009442,1.0,5.64E-4,0.205,2.48E-4,0.009440966
637,Hayward (So) extension 2011 CFM,0.006146,0.983,2.6E-4,0.105,1.02E-4,0.0068718083
167,Hector Mine,1.36E-4,0.066,2.6E-5,0.012,1.2E-5,9.788839E-4
84,Helendale-So Lockhart,5.46E-4,0.248,1.0E-5,0.005,0.0,9.024913E-4
703,Hilton Creek 2011 CFM,2.88E-4,0.144,1.0E-5,0.005,6.0E-6,0.0013004984
108,Hollywood,3.7E-4,0.173,6.0E-6,0.003,4.0E-6,6.4956263E-4
228,Holser alt 1,1.72E-4,0.086,8.0E-6,0.004,0.0,3.2740412E-4
723,Homestead Valley 2011,2.42E-4,0.12,2.2E-5,0.011,1.4E-5,8.0344925E-4
704,Honey Lake 2011 CFM,0.002098,0.697,7.4E-5,0.037,3.6E-5,0.0035161888
30,Hosgri,7.56E-4,0.318,3.4E-5,0.015,1.6E-5,0.0015048402
208,Hosgri (Extension),4.02E-4,0.19,1.0E-5,0.005,4.0E-6,7.304322E-4
50,Hunter Mountain-Saline Valley,0.001306,0.525,2.0E-5,0.01,4.0E-6,0.0023534982
677,Hunting Creek - Bartlett Springs connector 2011,0.001948,0.687,1.8E-5,0.009,2.0E-6,0.0025776934
640,Hunting Creek - Berryessa 2011 CFM,0.006484,0.98,9.6E-5,0.038,1.8E-5,0.0072375466
97,Imperial,0.011784,1.0,5.74E-4,0.223,2.66E-4,0.014349225
678,Incline Village 2011 CFM,3.0E-5,0.015,0.0,0.0,0.0,3.4083915E-4
65,Independence rev 2011,1.92E-4,0.093,5.4E-5,0.026,3.6E-5,2.3074308E-4
892,Jess Valley,1.14E-4,0.053,0.0,0.0,0.0,1.7668359E-4
91,Johnson Valley (No) 2011 rev,3.68E-4,0.178,1.8E-5,0.009,6.0E-6,0.001345028
168,Joshua Tree (Seismicity),4.2E-5,0.021,2.0E-6,0.001,0.0,7.318357E-5
679,Keddie Ridge 2011 CFM,7.52E-4,0.334,2.0E-6,0.001,2.0E-6,0.0013595427
542,Kern Canyon (Lake Isabella) 2011,1.16E-4,0.058,2.0E-6,0.001,2.0E-6,2.2117178E-4
544,Kern Canyon (North Kern) 2011,1.98E-4,0.094,2.0E-6,0.001,2.0E-6,3.4575982E-4
543,Kern Canyon (South Kern) 2011,8.8E-5,0.043,0.0,0.0,0.0,2.1419737E-4
92,Kickapoo,2.58E-4,0.128,8.0E-6,0.004,4.0E-6,0.0013319205
680,King Range 2011 CFM,0.001332,0.592,1.4E-4,0.066,1.6E-5,6.502829E-4
641,La Panza 2011,2.26E-4,0.108,1.2E-5,0.006,0.0,2.439591E-4
104,Laguna Salada,0.003034,0.837,3.64E-4,0.168,1.96E-4,0.0042175907
207,Lake Isabella (Seismicity),2.46E-4,0.12,2.0E-6,0.001,0.0,4.921317E-4
642,Las Positas,3.8E-4,0.19,4.0E-6,0.002,2.0E-6,5.561965E-4
890,Last Chance,9.2E-5,0.045,0.0,0.0,0.0,1.690218E-4
85,Lenwood-Lockhart-Old Woman Springs,0.001218,0.484,2.2E-5,0.011,1.0E-5,0.0019538852
705,Likely 2011 CFM,8.44E-4,0.353,2.0E-6,0.001,2.0E-6,0.0015021918
681,Lions Head 2011 CFM,3.6E-5,0.018,2.0E-6,0.001,0.0,4.6383448E-5
144,Little Lake,7.1E-4,0.311,1.6E-5,0.008,6.0E-6,0.001483167
16,Little Salmon (Offshore),7.54E-4,0.354,3.8E-5,0.019,1.4E-5,0.0012028371
17,Little Salmon (Onshore),0.001816,0.745,3.2E-5,0.015,1.4E-5,0.0021697474
683,Los Alamos 2011 CFM,2.7E-4,0.135,1.6E-5,0.008,8.0E-6,2.4150604E-4
780,Los Alamos extension,2.44E-4,0.117,1.0E-5,0.005,2.0E-6,2.0947917E-4
643,Los Medanos - Roe Island,3.0E-5,0.015,0.0,0.0,0.0,4.731268E-5
74,Los Osos 2011,2.04E-4,0.097,2.0E-6,0.001,0.0,2.5500657E-4
201,Lost Hills,8.9E-4,0.396,2.6E-5,0.012,4.0E-6,0.0011654334
166,Ludlow,7.86E-4,0.335,7.0E-5,0.033,2.2E-5,0.00116921
644,Maacama 2011 CFM,0.004752,0.948,2.2E-5,0.011,4.0E-6,0.0071395757
22,Mad River (alt1),4.62E-4,0.207,1.4E-5,0.007,2.0E-6,5.872844E-4
221,Malibu Coast (Extension) alt 1,2.94E-4,0.14,6.0E-6,0.003,2.0E-6,4.9877336E-4
220,Malibu Coast alt 1,6.84E-4,0.303,4.0E-6,0.002,2.0E-6,0.001222186
164,Manix-Afton Hills,5.12E-4,0.237,6.6E-5,0.029,3.4E-5,7.191928E-4
21,McKinleyville (alt1),5.2E-4,0.249,1.4E-5,0.007,4.0E-6,5.754558E-4
155,McLean Lake,9.8E-4,0.41,2.4E-5,0.012,0.0,9.058394E-4
13,Mendocino,0.017886,1.0,0.00114,0.388,5.64E-4,0.028919645
605,Mission (connected) 2011 CFM,0.001306,0.515,8.4E-5,0.039,2.8E-5,0.0012145345
250,Mission Creek,4.44E-4,0.206,2.2E-5,0.01,1.0E-5,6.02634E-4
779,Mission Hills 2011,4.62E-4,0.227,1.8E-5,0.009,6.0E-6,9.791775E-4
78,Mission Ridge-Arroyo Parida-Santa Ana,0.0022,0.665,8.4E-5,0.031,1.2E-5,0.0023780307
686,Mohawk Valley 2011 CFM,5.78E-4,0.268,8.0E-6,0.004,6.0E-6,0.0013266791
707,Mono Lake 2011 CFM,6.44E-4,0.305,3.8E-5,0.017,1.2E-5,0.0010614097
646,Monte Vista - Shannon 2011 CFM,0.002058,0.719,1.5E-4,0.065,4.8E-5,0.0014562046
11,Monterey Bay-Tularcitos,0.001176,0.46,3.2E-5,0.015,8.0E-6,0.0015722353
188,Morales (East),1.1E-4,0.055,1.0E-5,0.005,6.0E-6,7.79693E-5
187,Morales (West),6.8E-5,0.034,2.0E-6,0.001,2.0E-6,7.319131E-5
711,Mount Diablo Thrust North CFM,4.08E-4,0.199,1.2E-5,0.006,0.0,7.720545E-4
713,Mount Diablo Thrust South,8.1E-4,0.376,3.8E-5,0.019,8.0E-6,0.0011676361
156,Nelson Lake,6.36E-4,0.255,1.2E-5,0.006,0.0,5.172724E-4
122,Newport-Inglewood (Offshore),5.54E-4,0.252,6.0E-6,0.003,4.0E-6,0.0010240931
235,Newport-Inglewood alt 1,8.02E-4,0.351,1.4E-5,0.007,8.0E-6,0.0015481045
83,North Frontal  (East),2.02E-4,0.1,1.6E-5,0.008,1.2E-5,3.7233395E-4
82,North Frontal  (West),1.56E-4,0.076,8.0E-6,0.004,2.0E-6,2.468901E-4
199,North Salt Lake,8.8E-5,0.043,0.0,0.0,0.0,1.5958879E-4
687,North Tahoe 2011 CFM,5.66E-4,0.259,2.0E-5,0.01,8.0E-6,0.0011220555
130,Northridge,2.84E-4,0.135,8.0E-6,0.004,2.0E-6,9.570082E-4
211,Northridge Hills,9.4E-5,0.047,8.0E-6,0.004,6.0E-6,2.6590173E-4
116,Oak Ridge (Onshore),9.04E-4,0.382,2.2E-5,0.011,8.0E-6,0.0016462933
709,Oceanic - West Huasna,0.001058,0.409,2.4E-5,0.012,1.0E-5,0.0019781496
777,Oceanside alt1,3.14E-4,0.152,4.0E-6,0.002,2.0E-6,6.0619024E-4
921,Ortigalita (North),0.003488,0.845,8.6E-5,0.034,1.8E-5,0.004024102
9,Ortigalita (South),0.001518,0.586,2.0E-5,0.01,4.0E-6,0.0019431348
64,Owens Valley,0.001078,0.449,2.06E-4,0.096,1.0E-4,0.0025245699
891,Owens Valley Keough Hot Springs,3.28E-4,0.161,6.8E-5,0.034,4.0E-5,8.196551E-4
47,Owl Lake,0.002452,0.747,3.4E-5,0.014,4.0E-6,0.0026257255
841,Ozena,5.0E-5,0.025,0.0,0.0,0.0,7.5020034E-5
109,Palos Verdes,0.001746,0.639,1.4E-5,0.006,6.0E-6,0.00319659
244,Panamint Valley,0.00108,0.467,8.0E-6,0.004,0.0,0.0015764342
162,Paradise,6.24E-4,0.29,3.6E-5,0.017,1.2E-5,7.7492394E-4
186,Peralta Hills,1.1E-4,0.055,2.0E-6,0.001,0.0,2.027145E-4
647,Pilarcitos 2011 CFM,3.54E-4,0.162,2.0E-5,0.01,1.0E-5,2.6768565E-4
193,Pine Mtn,2.78E-4,0.127,1.0E-5,0.005,4.0E-6,3.597619E-4
93,Pinto Mtn,0.001414,0.552,8.6E-5,0.039,3.6E-5,0.0023060807
89,Pisgah-Bullion Mtn-Mesquite Lk,8.34E-4,0.37,1.22E-4,0.061,4.8E-5,0.0015779451
212,Pitas Point (Lower West),3.44E-4,0.167,2.4E-5,0.012,8.0E-6,4.2533522E-4
215,Pitas Point (Lower)-Montalvo,2.06E-4,0.103,1.6E-5,0.008,4.0E-6,2.741659E-4
688,Pittville 2011 CFM,8.48E-4,0.329,0.0,0.0,0.0,0.0013061416
58,Pleito,0.001204,0.536,1.18E-4,0.055,3.4E-5,8.7467715E-4
666,Point Reyes 2011 CFM,5.86E-4,0.233,2.6E-5,0.01,2.0E-6,4.6253882E-4
843,Point Reyes 2011 connector,1.92E-4,0.092,8.0E-6,0.003,0.0,1.9772087E-4
545,Polaris 2011 CFM,3.16E-4,0.156,8.0E-6,0.004,4.0E-6,6.5906247E-4
240,Puente Hills,3.12E-4,0.15,6.0E-6,0.003,0.0,6.314509E-4
648,Quien Sabe 2011 CFM,0.001396,0.54,3.0E-5,0.015,1.2E-5,0.0019604943
152,Raymond,5.68E-4,0.263,2.4E-5,0.012,6.0E-6,7.9089816E-4
118,Red Mountain,0.00161,0.574,6.0E-5,0.022,8.0E-6,0.0021816716
161,Red Pass,3.1E-4,0.143,8.0E-6,0.004,2.0E-6,4.3090692E-4
232,Redondo Canyon alt 1,3.1E-4,0.153,2.0E-6,0.001,2.0E-6,5.3985516E-4
649,Reliz 2011 CFM,8.52E-4,0.356,3.6E-5,0.017,6.0E-6,8.349928E-4
205,Richfield,3.8E-5,0.019,2.0E-6,0.001,0.0,7.913876E-5
650,Rinconada 2011 CFM,5.98E-4,0.265,1.0E-5,0.005,2.0E-6,9.5804554E-4
38,Robinson Creek,5.24E-4,0.26,4.0E-5,0.02,2.2E-5,7.151293E-4
689,Rocky Ledge 2011 CFM,3.62E-4,0.176,6.0E-6,0.003,2.0E-6,6.4402475E-4
651,Rodgers Creek - Healdsburg 2011 CFM,0.003064,0.903,1.26E-4,0.053,4.6E-5,0.003901182
123,Rose Canyon,0.00253,0.746,9.6E-5,0.045,5.6E-5,0.003787493
42,Round Valley,3.68E-4,0.18,3.0E-5,0.015,1.8E-5,8.2868163E-4
690,Russ 2011 CFM,6.52E-4,0.296,6.0E-6,0.003,2.0E-6,0.0012421969
287,San Andreas (Big Bend),0.00542,0.997,5.02E-4,0.183,2.22E-4,0.0053120325
300,San Andreas (Carrizo) rev,0.005988,1.0,5.38E-4,0.194,2.6E-4,0.006092012
285,San Andreas (Cholame) rev,0.006364,1.0,5.94E-4,0.221,2.76E-4,0.0064196703
295,San Andreas (Coachella) rev,0.005654,0.997,2.16E-4,0.095,9.2E-5,0.006223159
658,San Andreas (Creeping Section) 2011 CFM,0.027894,1.0,0.001066,0.348,4.44E-4,0.03419009
286,San Andreas (Mojave N),0.004996,0.997,4.02E-4,0.163,1.86E-4,0.005154288
301,San Andreas (Mojave S),0.018794,1.0,0.001714,0.336,6.96E-4,0.016211301
294,San Andreas (North Branch Mill Creek),4.98E-4,0.232,3.0E-5,0.015,1.0E-5,7.0238864E-4
654,San Andreas (North Coast) 2011 CFM,0.006812,0.999,6.02E-4,0.214,2.86E-4,0.008001522
653,San Andreas (Offshore) 2011 CFM,0.0084,1.0,8.48E-4,0.278,3.8E-4,0.008909097
32,San Andreas (Parkfield),0.042382,1.0,0.004074,0.708,0.001726,0.047238618
655,San Andreas (Peninsula) 2011 CFM,0.003872,0.976,2.68E-4,0.119,1.26E-4,0.004498022
282,San Andreas (San Bernardino N),0.007298,1.0,3.92E-4,0.143,1.3E-4,0.007448379
283,San Andreas (San Bernardino S),0.00576,0.991,2.12E-4,0.085,7.6E-5,0.0064371466
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.00421,0.962,1.58E-4,0.072,7.2E-5,0.004339178
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.007474,1.0,5.06E-4,0.207,2.46E-4,0.008986775
80,San Cayetano,6.8E-4,0.307,2.2E-5,0.01,1.2E-5,0.0012249724
178,San Clemente,0.002536,0.748,4.4E-5,0.019,2.4E-5,0.004444812
774,San Diego Trough north alt1,0.002628,0.772,3.0E-5,0.015,1.0E-5,0.00429148
177,San Diego Trough south,0.002774,0.784,7.4E-5,0.036,4.2E-5,0.0047139744
247,San Gabriel,3.78E-4,0.176,2.4E-5,0.012,1.4E-5,5.655014E-4
248,San Gabriel (Extension),1.98E-4,0.095,1.4E-5,0.007,4.0E-6,2.9473729E-4
194,San Gorgonio Pass,3.26E-4,0.157,1.2E-5,0.006,2.0E-6,3.9887163E-4
660,San Gregorio (North) 2011 CFM,0.002012,0.695,1.16E-4,0.053,3.2E-5,0.0026238097
661,San Gregorio (South) 2011 CFM,5.4E-4,0.254,1.4E-5,0.007,4.0E-6,9.794229E-4
293,San Jacinto (Anza) rev,0.002134,0.786,8.0E-5,0.04,4.2E-5,0.0032881694
99,San Jacinto (Borrego),0.0011,0.476,6.2E-5,0.031,2.2E-5,0.001855396
292,San Jacinto (Clark) rev,0.001498,0.626,5.2E-5,0.026,2.4E-5,0.0023390169
101,San Jacinto (Coyote Creek),8.8E-4,0.409,3.4E-5,0.017,1.2E-5,0.0014283739
901,San Jacinto (Lytle Creek connector),2.08E-4,0.103,1.2E-5,0.006,8.0E-6,3.4928427E-4
119,San Jacinto (San Bernardino),0.00118,0.505,6.0E-5,0.03,2.6E-5,0.0017789815
289,San Jacinto (San Jacinto Valley) rev,0.001196,0.518,5.6E-5,0.028,2.6E-5,0.0019059584
401,San Jacinto (Stepovers Combined),0.001318,0.57,6.0E-5,0.03,2.8E-5,0.002122028
28,San Jacinto (Superstition Mtn),0.002782,0.866,1.96E-4,0.092,8.4E-5,0.003349654
143,San Joaquin Hills,7.8E-5,0.039,2.0E-6,0.001,2.0E-6,1.801505E-4
107,San Jose,1.68E-4,0.083,8.0E-6,0.004,4.0E-6,2.6533537E-4
31,San Juan,5.42E-4,0.243,5.0E-5,0.023,8.0E-6,4.5305846E-4
692,San Luis Range - Oceano 2011 CFM,7.4E-5,0.037,2.0E-6,0.001,0.0,8.362033E-5
693,San Luis Range - Pecho 2011 CFM,7.8E-5,0.038,2.0E-6,0.001,0.0,8.8047396E-5
691,San Luis Range 2011 CFM,3.96E-4,0.17,4.0E-6,0.002,2.0E-6,4.6109583E-4
181,San Pedro Basin,0.001556,0.605,1.4E-5,0.007,6.0E-6,0.0027889693
183,San Pedro Escarpment,3.4E-5,0.017,2.0E-6,0.001,2.0E-6,6.125914E-5
198,San Vicente,8.0E-6,0.004,0.0,0.0,0.0,2.1315613E-5
775,Santa Cruz Catalina Ridge alt1,9.72E-4,0.429,1.2E-5,0.006,2.0E-6,0.0017132168
111,Santa Cruz Island,0.001226,0.448,2.0E-5,0.007,2.0E-6,0.0015217874
185,Santa Monica Bay,2.0E-5,0.01,0.0,0.0,0.0,3.3881952E-5
226,Santa Monica alt 1,3.22E-4,0.158,4.0E-6,0.002,4.0E-6,5.774116E-4
110,Santa Rosa Island,0.001786,0.607,1.6E-5,0.008,6.0E-6,0.0026005514
778,Santa Susana East (connector),7.58E-4,0.35,5.0E-5,0.025,3.0E-5,0.001491492
227,Santa Susana alt 1,6.88E-4,0.321,3.6E-5,0.017,2.4E-5,0.0013957313
79,Santa Ynez (East),0.001338,0.515,4.6E-5,0.02,1.0E-5,0.0016838147
77,Santa Ynez (West),0.002322,0.677,5.6E-5,0.018,8.0E-6,0.002907773
781,Santa Ynez River,7.42E-4,0.302,3.0E-5,0.01,6.0E-6,8.5555064E-4
662,Sargent 2011 CFM,0.001952,0.701,1.58E-4,0.076,7.2E-5,0.0021126582
209,Scodie Lineament,7.8E-5,0.039,6.0E-6,0.003,0.0,2.0156494E-4
885,Sheephole,2.0E-4,0.098,1.4E-5,0.007,4.0E-6,2.3782888E-4
547,Shoreline,1.72E-4,0.083,4.0E-6,0.002,0.0,2.0813382E-4
