Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Elysian Park (Lower CFM),"303, 22, 90",0,,0,,165.223,165.193,181.114,181.096,190.080,190.068
Lost Hills,"143, 29, 90",0,,0,,165.780,165.741,180.951,180.926,191.167,190.710
Morales (East),"284, 32, 90",0,,0,,166.560,166.299,180.924,180.921,184.614,184.420
San Andreas (San Gorgonio Pass-Garnet HIll),"290, 58, 180",0,,0,,166.768,166.492,187.109,187.108,208.443,208.402
Burnt Mtn,"175, 67, 180",0,,0,,167.234,166.751,187.422,187.381,209.933,209.930
San Andreas (Carrizo) rev,"134, 90, 180",0,,0,,167.520,156.346,184.886,173.057,186.925,175.393
San Vicente,"277, 66, 90",0,,0,,168.640,168.638,184.951,184.883,193.554,193.554
Cleghorn Pass,"330, 90, 180",0,,0,,169.405,166.292,188.445,185.823,212.127,209.401
Ventura-Pitas Point,"257, 64, 60",0,,0,,169.838,169.819,194.185,194.170,193.505,193.501
Whittier alt 1,"294, 70, 150",0,,0,,170.095,168.360,184.956,183.479,196.676,195.171
Eureka Peak,"345, 90, 180",0,,0,,170.127,167.473,190.671,188.133,213.484,210.532
Peralta Hills,"273, 50, 90",0,,0,,171.886,171.546,188.741,188.730,203.309,203.287
Yorba Linda,"63, 90, 90",0,,0,,172.331,163.208,189.618,179.995,204.354,194.043
San Jacinto (Stepovers Combined),"139, 90, 180",0,,0,,172.869,166.494,192.862,186.760,212.265,206.849
Santa Monica alt 1,"253, 75, 30",0,,0,,173.756,171.659,191.404,189.438,198.778,196.688
Hilton Creek 2011 CFM,"327, 50, -90",0,,0,,173.995,171.731,199.506,197.357,220.054,217.252
Cleghorn Lake,"333, 90, 180",0,,0,,175.447,171.429,194.212,190.700,217.893,214.324
Santa Monica Bay,"314, 20, 90",0,,0,,175.750,175.756,195.167,195.084,200.772,200.776
Sisar,"78, 29, 90",0,,0,,176.794,175.328,200.260,199.740,200.261,198.940
Joshua Tree (Seismicity),"181, 90, 180",0,,0,,178.328,172.179,198.786,192.778,221.782,215.434
Ozena,"126, 33, 90",0,,0,,178.547,176.746,200.088,199.124,200.006,198.358
Newport-Inglewood alt 1,"319, 88, 180",0,,0,,179.069,169.635,195.852,185.813,204.029,194.545
Big Pine (West),"272, 50, 90",0,,0,,179.474,179.340,199.927,199.925,200.302,200.210
Morales (West),"319, 32, 90",0,,0,,179.663,179.531,193.768,193.758,198.072,197.884
Mission Ridge-Arroyo Parida-Santa Ana,"86, 70, 90",0,,0,,179.920,175.318,203.615,199.847,202.996,198.336
Elsinore (Glen Ivy) rev,"128, 90, 180",0,,0,,181.505,171.318,199.566,189.729,215.434,206.185
Great Valley 14 (Kettleman Hills),"125, 22, 90",0,,0,,181.729,181.607,196.419,196.400,210.543,210.336
Anacapa-Dume alt 1,"264, 45, 60",0,,0,,183.848,183.835,204.037,204.009,208.788,208.784
Malibu Coast alt 1,"273, 75, 30",0,,0,,183.888,178.545,201.747,196.925,208.855,203.586
Anaheim,"315, 71, 90",0,,0,,184.092,181.299,199.184,196.797,211.132,208.882
San Andreas (Cholame) rev,"321, 90, 180",0,,0,,188.132,176.763,203.113,191.793,210.711,199.753
South Cuyama,"122, 33, 90",0,,0,,188.227,186.880,204.577,203.938,207.494,206.233
Red Mountain,"271, 56, 90",0,,0,,191.689,191.653,216.194,216.184,214.685,214.666
Palos Verdes,"322, 90, 180",0,,0,,192.764,182.322,210.734,199.740,217.781,207.339
San Jacinto (Anza) rev,"126, 90, 180",0,,0,,193.911,173.495,214.212,193.449,234.335,212.758
Pitas Point (Lower)-Montalvo,"269, 16, 90",0,,0,,195.537,195.475,218.220,218.225,217.326,217.290
Hartley Springs 2011 CFM,"342, 50, -90",0,,0,,195.616,186.856,221.102,212.449,241.004,232.593
Elsinore (Stepovers Combined),"134, 90, 180",0,,0,,195.927,187.289,214.953,206.643,232.367,224.672
La Panza 2011,"315, 51, 135",0,,0,,196.244,195.856,210.559,210.527,216.376,216.327
Blue Cut,"87, 90, 0",0,,0,,196.947,186.250,217.507,206.742,240.296,229.649
Sheephole,"318, 90, 180",0,,0,,197.520,196.892,216.508,216.314,240.188,239.925
Great Valley 13 (Coalinga),"136, 15, 90",0,,0,,199.177,198.937,214.963,214.917,229.962,229.778
Malibu Coast (Extension) alt 1,"274, 74, 30",0,,0,,199.718,195.164,220.902,216.834,224.389,219.854
San Joaquin Hills,"114, 23, 90",0,,0,,200.795,200.771,217.809,217.796,232.406,231.921
San Juan,"152, 90, 180",0,,0,,203.169,191.163,217.937,205.943,224.204,212.297
Redondo Canyon alt 1,"81, 90, 90",0,,0,,204.110,193.380,219.822,209.819,228.977,218.332
Elsinore (Temecula) rev,"140, 90, 180",0,,0,,204.113,196.375,223.449,215.365,241.400,232.687
San Pedro Basin,"321, 88, 180",0,,0,,205.006,194.813,224.592,214.193,229.954,219.822
Channel Islands Thrust,"264, 20, 90",0,,0,,207.627,207.560,231.641,231.651,231.377,231.337
San Andreas (Coachella) rev,"135, 90, 180",0,,0,,209.283,205.957,229.889,226.436,252.582,249.366
Santa Ynez (West),"91, 70, 0",0,,0,,211.370,207.180,232.823,228.710,232.866,228.529
Oceanside alt1,"341, 23, 90",0,,0,,211.867,211.806,229.781,229.781,245.474,245.320
Newport-Inglewood (Offshore),"137, 90, 180",0,,0,,213.253,203.229,229.942,220.297,243.591,234.473
San Andreas (Parkfield),"320, 90, 180",0,,0,,216.148,206.455,231.279,221.528,243.282,233.946
Pitas Point (Lower West),"273, 13, 90",0,,0,,218.930,218.727,239.743,239.729,240.045,239.890
Great Valley 12,"153, 15, 90",0,,0,,221.642,221.515,238.991,238.965,255.008,254.785
San Luis Range 2011 CFM,"307, 52, 90",0,,0,,224.576,224.483,238.978,238.963,242.841,242.773
Santa Cruz Island,"98, 90, 30",0,,0,,224.955,214.608,247.747,237.901,249.247,238.755
East Huasna 2011 CFM,"323, 90, 180",0,,0,,225.379,213.722,240.781,228.816,244.103,232.266
Los Alamos extension,"115, 30, 90",0,,0,,226.348,224.783,245.269,244.361,246.834,245.365
Channel Islands Western Deep Ramp,"114, 21, 90",0,,0,,226.739,226.352,250.284,250.271,250.494,250.186
Santa Ynez River,"99, 70, 45",0,,0,,228.509,224.046,247.323,242.929,248.954,244.329
Mono Lake 2011 CFM,"340, 50, -90",0,,0,,229.633,229.505,255.119,255.105,274.916,274.889
San Jacinto (Clark) rev,"124, 90, 180",0,,0,,230.079,223.003,250.726,243.688,272.126,265.459
San Jacinto (Coyote Creek),"133, 90, 180",0,,0,,231.405,225.773,252.031,246.452,273.302,268.131
Great Valley 11,"131, 15, 90",0,,0,,232.948,232.829,251.335,251.313,268.045,267.836
Earthquake Valley (No  Extension),"131, 90, 180",0,,0,,234.403,227.173,254.663,247.586,274.597,267.987
Elsinore (Julian),"306, 84, 180",0,,0,,235.067,228.617,254.635,248.735,273.806,268.300
Lions Head 2011 CFM,"295, 75, 90",0,,0,,236.865,233.491,253.318,249.655,256.113,252.589
Oceanic - West Huasna,"316, 58, 135",0,,0,,238.201,237.904,252.936,252.631,259.291,258.522
Santa Cruz Catalina Ridge alt1,"307, 90, 135",0,,0,,238.364,226.314,260.618,248.629,262.185,250.147
San Andreas (Creeping Section) 2011 CFM,"317, 90, 180",0,,0,,239.132,230.238,253.973,245.422,267.681,259.579
San Diego Trough north alt1,"326, 90, 180",0,,0,,239.367,229.726,254.655,245.434,266.192,257.475
Los Alamos 2011 CFM,"120, 30, 90",0,,0,,239.394,237.804,255.734,254.766,258.780,257.274
Rinconada 2011 CFM,"146, 82, 180",0,,0,,242.645,233.500,257.768,248.647,266.948,257.523
San Luis Range - Oceano 2011 CFM,"313, 45, 90",0,,0,,243.564,243.325,258.238,258.206,264.986,264.904
Los Osos 2011,"119, 45, 90",0,,0,,245.923,245.578,260.881,260.554,268.635,267.838
Great Valley 10 (Panoche),"152, 15, 90",0,,0,,253.237,253.121,272.238,272.211,289.323,289.122
Casmalia 2011 CFM,"123, 75, 90",0,,0,,253.770,247.213,268.294,261.746,273.201,266.295
Robinson Creek,"27, 50, -90",0,,0,,256.509,256.415,282.054,282.044,301.976,301.941
Rose Canyon,"338, 90, 180",0,,0,,256.590,251.958,275.435,271.147,292.448,288.666
Thirty Mile Bank,"321, 24, 90",0,,0,,259.950,259.872,276.715,276.715,290.377,290.283
Earthquake Valley,"127, 90, 180",0,,0,,261.038,253.770,281.554,274.370,302.286,295.476
Santa Rosa Island,"271, 90, 30",0,,0,,263.885,255.764,288.152,279.736,286.687,278.259
Carlsbad,"341, 37, 90",0,,0,,264.127,264.095,282.797,282.797,299.541,299.384
Great Valley 09 (Laguna Seca),"147, 25, 90",0,,0,,267.322,267.220,287.188,287.170,304.854,304.671
Brawley (Seismic Zone) alt 1,"160, 90, 180",0,,0,,268.156,266.094,288.591,286.648,311.613,309.410
Ortigalita (South),"152, 90, 180",0,,0,,268.562,259.467,287.428,278.762,304.209,295.808
San Luis Range - Pecho 2011 CFM,"313, 90, 90",0,,0,,268.911,258.150,283.866,273.155,290.988,280.622
San Jacinto (Borrego),"133, 90, 180",0,,0,,269.582,264.780,290.273,285.460,312.207,307.684
Shoreline,"308, 90, 180",0,,0,,269.900,259.900,284.955,275.000,292.816,283.279
San Clemente,"317, 88, 180",0,,0,,271.494,261.470,288.345,278.089,296.472,286.461
Earthquake Valley (So Extension),"114, 90, 180",0,,0,,277.161,268.276,297.775,288.933,318.937,310.374
Calaveras (So) - Paicines extension 2011 CFM,"141, 77, 180",0,,0,,278.211,272.648,295.729,290.511,311.918,306.499
Hosgri,"328, 80, 180",0,,0,,279.053,272.132,293.871,287.152,300.411,293.622
Hosgri (Extension),"349, 80, 180",0,,0,,280.542,273.048,295.249,287.786,301.330,293.617
Coronado Bank alt1,"150, 90, 180",0,,0,,285.759,261.373,304.356,279.157,320.814,294.193
Elsinore (Coyote Mountains),"305, 82, 180",0,,0,,288.653,283.958,309.122,304.625,330.457,326.143
Elmore Ranch,"220, 90, 0",0,,0,,290.289,278.968,310.726,299.447,333.768,322.372
Antelope Valley 2011,"343, 50, -90",0,,0,,295.826,295.745,321.368,321.360,341.214,341.183
Great Valley 08 (Quinto),"151, 25, 90",0,,0,,297.741,297.699,318.648,318.605,337.226,336.752
Superstition Hills,"130, 90, 180",0,,0,,298.821,294.104,319.478,314.703,341.895,337.337
Ortigalita (North),"326, 90, 180",0,,0,,299.387,292.350,319.856,313.212,337.744,331.333
San Jacinto (Superstition Mtn),"120, 90, 180",0,,0,,300.274,293.424,320.949,314.062,343.235,336.550
Reliz 2011 CFM,"134, 58, 180",0,,0,,301.008,299.355,317.000,315.450,331.983,330.079
Quien Sabe 2011 CFM,"144, 85, 180",0,,0,,305.176,298.452,324.323,317.973,341.616,335.125
Great Valley 07 (Orestimba),"141, 20, 90",0,,0,,310.758,310.664,332.180,332.159,350.880,350.716
Calaveras (So) 2011 CFM,"336, 85, 180",0,,0,,323.209,315.497,342.458,335.139,359.555,352.358
Imperial,"325, 82, 180",0,,0,,324.355,323.659,344.789,344.094,367.706,367.094
Monterey Bay-Tularcitos,"319, 90, 150",0,,0,,324.624,316.303,341.415,333.549,356.526,349.002
Sargent 2011 CFM,"122, 90, 180",0,,0,,325.942,322.554,345.425,342.511,362.551,359.951
Carson Range (Genoa),"355, 50, -90",0,,0,,326.788,326.709,352.362,352.342,372.368,372.326
Zayante-Vergeles 2011 CFM,"119, 30, 150",0,,0,,329.028,328.865,348.133,347.928,365.339,364.706
San Andreas (Santa Cruz Mts) 2011 CFM,"131, 79, 180",0,,0,,329.756,325.688,348.874,345.135,366.088,362.200
Laguna Salada,"311, 90, 180",0,,0,,330.379,325.328,351.068,345.995,373.162,368.320
San Diego Trough south,"134, 90, 180",0,,0,,333.644,324.915,352.546,344.019,369.460,361.229
Calaveras (Central) 2011 CFM,"329, 77, 180",0,,0,,339.150,332.087,359.206,351.963,376.875,369.335
San Gregorio (South) 2011 CFM,"332, 75, 180",0,,0,,339.189,335.100,354.642,350.857,368.889,365.159
Greenville (So) 2011 CFM,"347, 87, 180",0,,0,,343.616,334.730,364.402,355.871,382.592,374.159
West Tahoe,"350, 50, -90",0,,0,,343.974,343.905,369.556,369.533,389.636,389.593
Cerro Prieto,"131, 90, 180",0,,0,,348.761,344.318,369.397,364.897,391.895,387.593
Silver Creek 2011 CFM,"322, 75, 180",0,,0,,353.132,350.532,373.524,371.220,391.421,389.169
Hayward (So) extension 2011 CFM,"326, 48, 135",0,,0,,356.589,356.543,377.333,377.319,395.522,395.329
Greenville (No) 2011 CFM,"324, 84, 180",0,,0,,360.176,355.861,381.754,377.789,400.407,396.598
Monte Vista - Shannon 2011 CFM,"122, 61, 90",0,,0,,365.462,364.545,385.885,384.812,403.987,402.443
Hayward (So) 2011 CFM,"322, 76, 180",0,,0,,375.662,373.154,396.563,394.395,414.830,412.732
North Tahoe 2011 CFM,"17, 50, -90",0,,0,,376.178,376.108,401.757,401.745,421.726,421.695
Incline Village 2011 CFM,"17, 50, -90",0,,0,,376.541,376.491,402.143,402.126,422.104,422.048
Butano 2011 CFM,"297, 70, 135",0,,0,,377.011,376.528,396.971,396.725,414.532,414.295
Mission (connected) 2011 CFM,"134, 90, 180",0,,0,,380.765,376.445,401.971,397.967,420.448,416.507
Calaveras (No) 2011 CFM,"155, 80, 180",0,,0,,380.765,374.671,401.971,396.068,420.623,414.519
Las Positas,"231, 90, 45",0,,0,,380.930,369.976,402.978,391.854,421.843,410.628
San Andreas (Peninsula) 2011 CFM,"324, 90, 180",0,,0,,385.615,378.469,405.736,398.909,423.263,416.657
Great Valley 06 (Midland) 2011 CFM alt1,"167, 47, 90",0,,0,,386.172,386.064,408.702,408.643,428.138,427.779
Canada David (Detachment),"165, 37, -90",0,,0,,387.092,386.895,407.604,407.582,429.697,429.684
Mount Diablo Thrust South,"294, 40, 90",0,,0,,390.617,390.444,412.590,412.464,431.730,431.305
San Gregorio (North) 2011 CFM,"159, 90, 180",0,,0,,391.893,381.816,410.680,400.854,427.223,417.560
Swain Ravine - Spenceville,"333, 60, -90",0,,0,,393.605,393.547,418.748,418.719,438.987,438.929
Mount Diablo Thrust North CFM,"318, 40, 90",0,,0,,397.458,397.379,419.866,419.835,438.946,438.903
Clayton,"142, 90, 180",0,,0,,402.336,397.528,424.703,420.224,443.724,439.416
Pilarcitos 2011 CFM,"316, 81, 180",0,,0,,403.196,399.485,423.567,420.170,441.390,438.086
Polaris 2011 CFM,"155, 81, 180",0,,0,,403.402,401.694,428.993,427.331,449.148,447.281
Great Valley 05 Pittsburg - Kirby Hills alt1,"348, 55, 180",0,,0,,410.534,410.474,433.445,433.400,452.793,452.704
Los Medanos - Roe Island,"309, 39, 90",0,,0,,411.709,411.630,434.729,434.701,454.111,454.077
Concord 2011 CFM,"152, 90, 180",0,,0,,415.456,408.799,437.758,431.396,456.745,450.534
Dog Valley,"39, 90, 0",0,,0,,416.870,405.599,442.503,431.234,462.524,451.222
Franklin 2011 CFM,"326, 90, 180",0,,0,,416.940,411.063,439.016,433.456,457.893,452.486
Contra Costa (Lafayette) 2011 CFM,"346, 90, 180",0,,0,,421.109,411.961,443.142,434.233,461.985,453.201
Hayward (No) 2011 CFM,"331, 82, 180",0,,0,,423.650,418.929,445.392,440.894,464.117,459.694
Last Chance,"358, 50, -90",0,,0,,424.933,424.722,451.023,450.991,470.678,470.650
Contra Costa Shear Zone (connector) 2011 CFM,"157, 81, 180",0,,0,,425.082,418.604,447.208,440.711,466.436,459.588
Green Valley 2011 CFM,"164, 84, 180",0,,0,,430.687,423.359,453.211,446.142,472.642,465.370
Great Valley 04b Gordon Valley,"162, 20, 90",0,,0,,433.694,433.632,457.033,456.974,476.606,476.478
Mohawk Valley 2011 CFM,"328, 90, 180",0,,0,,434.678,434.649,460.311,460.282,480.341,480.302
Great Valley 03a Dunnigan Hills,"330, 20, 90",0,,0,,447.182,447.150,471.396,471.365,491.418,491.264
West Napa 2011 CFM,"151, 75, 180",0,,0,,449.101,445.052,471.760,467.931,491.243,487.204
Point Reyes 2011 connector,"320, 53, 90",0,,0,,450.483,450.354,471.663,471.619,490.050,489.940
Great Valley 04a Trout Creek,"155, 20, 90",0,,0,,452.727,452.673,476.507,476.456,496.282,496.165
Hunting Creek - Berryessa 2011 CFM,"332, 90, 180",0,,0,,461.754,455.822,485.070,479.370,504.598,498.970
Rodgers Creek - Healdsburg 2011 CFM,"324, 77, 180",0,,0,,462.993,460.648,485.538,483.341,504.673,502.515
Great Valley 03 Mysterious Ridge,"157, 20, 90",0,,0,,466.557,466.502,490.567,490.514,510.441,510.325
